time,wx (rad/s),wy (rad/s),wz (rad/s)
18.417357,-0.79,0.07,-0.04
18.418210,-0.80,0.07,-0.04
18.418637,-0.80,0.07,-0.04
18.419004,-0.80,0.08,-0.04
18.419446,-0.81,0.08,-0.04
18.420297,-0.81,0.08,-0.04
18.420716,-0.81,0.08,-0.04
18.421230,-0.82,0.08,-0.03
18.422959,-0.82,0.08,-0.03
18.423256,-0.82,0.09,-0.03
18.423538,-0.82,0.09,-0.02
18.423816,-0.82,0.09,-0.02
18.424091,-0.83,0.09,-0.02
18.424373,-0.83,0.10,-0.02
18.429770,-0.83,0.09,-0.02
18.430294,-0.83,0.10,-0.01
18.430747,-0.83,0.10,-0.01
18.431217,-0.83,0.10,-0.01
18.433689,-0.84,0.10,-0.00
18.436631,-0.84,0.10,-0.00
18.437215,-0.84,0.10,-0.00
18.442650,-0.84,0.11,0.00
18.443042,-0.84,0.10,0.00
18.443428,-0.85,0.11,0.00
18.445546,-0.85,0.11,0.00
18.447953,-0.85,0.11,0.00
18.450518,-0.85,0.11,0.00
18.451086,-0.85,0.11,0.00
18.454026,-0.85,0.11,0.00
18.455626,-0.85,0.11,-0.00
18.457680,-0.86,0.11,-0.00
18.459866,-0.86,0.11,-0.00
18.461668,-0.86,0.11,-0.01
18.466079,-0.86,0.11,-0.01
18.466977,-0.86,0.11,-0.01
18.467405,-0.86,0.11,-0.02
18.470176,-0.86,0.11,-0.02
18.471612,-0.86,0.11,-0.02
18.474234,-0.86,0.11,-0.02
18.475993,-0.86,0.11,-0.03
18.478168,-0.86,0.11,-0.03
18.480770,-0.86,0.11,-0.03
18.481397,-0.87,0.11,-0.03
18.492627,-0.87,0.11,-0.03
18.493845,-0.87,0.11,-0.04
18.494522,-0.87,0.11,-0.04
18.495547,-0.87,0.11,-0.04
18.495915,-0.87,0.11,-0.04
18.496164,-0.87,0.11,-0.04
18.496423,-0.87,0.11,-0.04
18.497983,-0.87,0.11,-0.03
18.519336,-0.87,0.11,-0.03
18.519872,-0.87,0.11,-0.03
18.520134,-0.87,0.11,-0.03
18.520392,-0.87,0.11,-0.03
18.520638,-0.87,0.11,-0.03
18.520885,-0.87,0.11,-0.03
18.521200,-0.87,0.11,-0.02
18.521444,-0.87,0.10,-0.02
18.521689,-0.87,0.10,-0.01
18.521922,-0.87,0.10,-0.01
18.522166,-0.87,0.10,-0.01
18.522399,-0.87,0.10,-0.01
18.522629,-0.87,0.10,-0.00
18.525045,-0.86,0.10,-0.00
18.527596,-0.86,0.10,-0.00
18.529538,-0.86,0.09,0.00
18.531497,-0.87,0.09,0.00
18.533090,-0.87,0.09,0.01
18.535627,-0.86,0.09,0.00
18.537193,-0.86,0.09,0.01
18.539040,-0.86,0.09,0.01
18.541104,-0.86,0.09,0.00
18.543137,-0.86,0.08,0.00
18.545057,-0.86,0.08,0.00
18.547754,-0.86,0.08,0.00
18.548979,-0.86,0.08,0.00
18.551288,-0.86,0.08,0.00
18.552976,-0.86,0.07,-0.00
18.555214,-0.86,0.07,-0.00
18.557147,-0.86,0.07,-0.01
18.559212,-0.86,0.07,-0.01
18.560880,-0.86,0.07,-0.01
18.563307,-0.85,0.06,-0.01
18.564984,-0.85,0.06,-0.02
18.567207,-0.85,0.06,-0.02
18.569097,-0.85,0.06,-0.02
18.571048,-0.85,0.05,-0.02
18.573538,-0.85,0.05,-0.02
18.575079,-0.85,0.05,-0.03
18.577175,-0.85,0.05,-0.03
18.579200,-0.85,0.04,-0.03
18.584175,-0.84,0.05,-0.03
18.584960,-0.84,0.04,-0.03
18.585419,-0.84,0.04,-0.03
18.588325,-0.84,0.04,-0.03
18.588671,-0.84,0.03,-0.03
18.591071,-0.84,0.03,-0.02
18.592931,-0.84,0.03,-0.02
18.595016,-0.84,0.03,-0.02
18.610422,-0.83,0.02,-0.02
18.611043,-0.83,0.03,-0.01
18.611378,-0.83,0.02,-0.01
18.611689,-0.83,0.02,-0.01
18.612003,-0.83,0.02,-0.01
18.612382,-0.83,0.02,-0.00
18.612735,-0.83,0.01,0.00
18.613149,-0.82,0.01,0.00
18.613493,-0.82,0.01,0.00
18.617622,-0.82,0.01,0.01
18.618256,-0.82,0.00,0.01
18.618623,-0.82,0.00,0.01
18.621348,-0.81,-0.00,0.01
18.623129,-0.81,-0.00,0.02
18.625211,-0.81,-0.01,0.02
18.627335,-0.81,-0.01,0.02
18.629265,-0.81,-0.01,0.02
18.631335,-0.80,-0.02,0.02
18.633310,-0.80,-0.02,0.02
18.635365,-0.80,-0.02,0.02
18.637548,-0.80,-0.02,0.02
18.639340,-0.79,-0.02,0.02
18.641449,-0.79,-0.02,0.01
18.643849,-0.79,-0.03,0.01
18.645408,-0.78,-0.03,0.02
18.647745,-0.78,-0.03,0.01
18.649133,-0.78,-0.03,0.01
18.651814,-0.78,-0.03,0.01
18.653525,-0.77,-0.03,0.00
18.655467,-0.77,-0.04,0.00
18.657269,-0.77,-0.04,0.00
18.659659,-0.77,-0.04,-0.00
18.661480,-0.76,-0.04,-0.00
18.663394,-0.76,-0.04,-0.00
18.665712,-0.75,-0.04,-0.00
18.667162,-0.75,-0.05,-0.01
18.669207,-0.75,-0.05,-0.00
18.671132,-0.74,-0.05,-0.01
18.673161,-0.74,-0.05,-0.01
18.675177,-0.74,-0.05,-0.00
18.677139,-0.73,-0.05,0.00
18.678776,-0.73,-0.05,0.01
18.687905,-0.73,-0.05,0.01
18.688608,-0.72,-0.06,0.02
18.688960,-0.72,-0.06,0.03
18.689863,-0.71,-0.05,0.04
18.690214,-0.71,-0.06,0.05
18.690550,-0.70,-0.06,0.06
18.692956,-0.70,-0.06,0.06
18.695014,-0.69,-0.06,0.07
18.716384,-0.69,-0.06,0.08
18.717425,-0.68,-0.06,0.08
18.717785,-0.68,-0.06,0.09
18.718114,-0.68,-0.06,0.09
18.718429,-0.67,-0.06,0.09
18.718751,-0.66,-0.06,0.09
18.719064,-0.66,-0.06,0.09
18.719360,-0.65,-0.06,0.09
18.719647,-0.65,-0.06,0.09
18.719947,-0.64,-0.06,0.09
18.720255,-0.63,-0.06,0.09
18.720563,-0.63,-0.06,0.08
18.720884,-0.63,-0.06,0.08
18.723056,-0.62,-0.06,0.07
18.725104,-0.61,-0.06,0.06
18.727060,-0.61,-0.06,0.06
18.728935,-0.60,-0.06,0.05
18.731534,-0.60,-0.06,0.04
18.733582,-0.59,-0.06,0.03
18.735291,-0.59,-0.06,0.03
18.737236,-0.58,-0.06,0.02
18.739246,-0.58,-0.06,0.01
18.741062,-0.57,-0.06,0.01
18.743094,-0.56,-0.06,0.00
18.745207,-0.56,-0.06,-0.00
18.747514,-0.55,-0.05,-0.01
18.749489,-0.54,-0.05,-0.01
18.751056,-0.54,-0.05,-0.01
18.752764,-0.54,-0.05,-0.01
18.754945,-0.53,-0.05,-0.01
18.757256,-0.52,-0.05,-0.01
18.758792,-0.52,-0.05,-0.01
18.760935,-0.51,-0.05,-0.01
18.764966,-0.50,-0.05,-0.00
18.765703,-0.50,-0.05,0.00
18.767305,-0.49,-0.04,0.01
18.769146,-0.48,-0.04,0.01
18.770887,-0.48,-0.04,0.02
18.772915,-0.47,-0.04,0.02
18.775360,-0.47,-0.04,0.03
18.776885,-0.46,-0.04,0.04
18.778785,-0.45,-0.04,0.04
18.785951,-0.45,-0.04,0.05
18.786648,-0.44,-0.03,0.06
18.787013,-0.43,-0.03,0.06
18.787340,-0.43,-0.03,0.07
18.790131,-0.42,-0.03,0.07
18.790485,-0.42,-0.03,0.08
18.792930,-0.41,-0.02,0.08
18.795722,-0.40,-0.02,0.09
18.820056,-0.40,-0.02,0.09
18.820760,-0.39,-0.02,0.09
18.821237,-0.39,-0.02,0.09
18.821588,-0.38,-0.01,0.09
18.821910,-0.37,-0.01,0.09
18.822214,-0.36,-0.01,0.09
18.822501,-0.37,-0.01,0.08
18.822797,-0.36,-0.00,0.08
18.823116,-0.35,-0.00,0.08
18.823434,-0.35,-0.00,0.07
18.823724,-0.34,-0.00,0.07
18.824016,-0.33,0.00,0.06
18.824451,-0.33,0.00,0.05
18.824762,-0.32,0.01,0.05
18.825300,-0.31,0.01,0.03
18.827666,-0.31,0.01,0.03
18.828525,-0.31,0.01,0.02
18.832024,-0.30,0.01,0.02
18.832760,-0.29,0.02,0.01
18.835528,-0.28,0.02,0.01
18.837491,-0.28,0.02,0.00
18.840031,-0.28,0.03,0.00
18.840447,-0.27,0.03,-0.01
18.843019,-0.27,0.03,-0.00
18.844859,-0.26,0.03,-0.01
18.847713,-0.25,0.04,-0.01
18.849094,-0.25,0.04,-0.01
18.851425,-0.24,0.04,-0.01
18.853363,-0.23,0.05,-0.01
18.854819,-0.23,0.04,-0.00
18.856804,-0.22,0.05,0.00
18.859289,-0.22,0.05,0.00
18.860856,-0.21,0.05,0.00
18.862989,-0.21,0.05,0.01
18.864957,-0.20,0.06,0.02
18.867668,-0.20,0.06,0.02
18.869089,-0.19,0.06,0.03
18.870995,-0.18,0.06,0.04
18.872938,-0.18,0.06,0.04
18.874938,-0.17,0.07,0.04
18.877107,-0.16,0.07,0.05
18.878917,-0.16,0.07,0.05
18.887088,-0.15,0.07,0.06
18.887803,-0.15,0.08,0.06
18.888158,-0.14,0.08,0.07
18.888495,-0.13,0.08,0.07
18.888814,-0.13,0.08,0.07
18.891913,-0.12,0.08,0.07
18.892911,-0.12,0.09,0.07
18.894830,-0.11,0.09,0.07
18.925501,-0.10,0.09,0.07
18.926203,-0.10,0.09,0.07
18.926541,-0.09,0.10,0.07
18.926874,-0.09,0.10,0.07
18.927188,-0.08,0.10,0.06
18.927538,-0.07,0.10,0.05
18.927863,-0.07,0.10,0.05
18.928219,-0.06,0.10,0.05
18.928559,-0.06,0.11,0.04
18.928875,-0.05,0.11,0.04
18.929287,-0.05,0.11,0.03
18.929613,-0.04,0.11,0.02
18.929930,-0.03,0.11,0.02
18.930265,-0.02,0.12,0.01
18.930576,-0.02,0.11,0.01
18.930892,-0.01,0.11,0.00
18.931211,-0.01,0.12,-0.00
18.931534,-0.00,0.12,-0.00
18.934051,0.00,0.12,-0.01
18.936046,0.01,0.12,-0.01
18.936882,0.01,0.12,-0.01
18.939136,0.02,0.12,-0.02
18.941872,0.03,0.12,-0.02
18.943331,0.03,0.12,-0.02
18.945303,0.04,0.12,-0.01
18.948206,0.05,0.13,-0.01
18.948887,0.06,0.13,-0.01
18.951504,0.07,0.13,-0.01
18.953469,0.07,0.13,-0.01
18.955761,0.07,0.13,-0.00
18.957094,0.08,0.13,0.00
18.958881,0.09,0.13,0.00
18.960631,0.10,0.13,0.01
18.964005,0.10,0.13,0.01
18.964425,0.11,0.13,0.02
18.967778,0.12,0.13,0.02
18.968493,0.12,0.13,0.03
18.972821,0.13,0.13,0.03
18.973303,0.14,0.13,0.04
18.975121,0.14,0.13,0.04
18.977668,0.15,0.13,0.04
18.979178,0.16,0.13,0.05
18.987341,0.17,0.13,0.05
18.988138,0.17,0.13,0.05
18.988523,0.18,0.13,0.05
18.988862,0.19,0.13,0.05
18.989303,0.19,0.13,0.05
18.990725,0.20,0.13,0.05
18.992922,0.21,0.13,0.05
18.995851,0.22,0.13,0.05
19.016029,0.22,0.13,0.05
19.016969,0.23,0.13,0.04
19.017546,0.24,0.13,0.04
19.017947,0.24,0.13,0.04
19.018328,0.25,0.13,0.04
19.018678,0.25,0.13,0.03
19.019011,0.26,0.13,0.03
19.019336,0.27,0.13,0.02
19.019659,0.27,0.12,0.02
19.019985,0.28,0.12,0.02
19.020325,0.29,0.12,0.01
19.020640,0.30,0.12,0.01
19.020960,0.30,0.12,0.01
19.023385,0.31,0.12,0.00
19.024965,0.32,0.12,-0.00
19.027796,0.32,0.11,-0.00
19.028147,0.33,0.11,-0.00
19.031401,0.34,0.11,-0.01
19.033062,0.35,0.11,-0.01
19.035451,0.35,0.11,-0.01
19.036948,0.35,0.11,-0.01
19.039208,0.37,0.11,-0.01
19.040899,0.37,0.11,-0.01
19.043512,0.38,0.10,-0.01
19.044777,0.38,0.10,-0.01
19.047274,0.39,0.10,-0.00
19.048715,0.40,0.10,-0.00
19.050758,0.41,0.10,0.00
19.052783,0.41,0.09,0.00
19.054610,0.42,0.09,0.00
19.056535,0.43,0.09,0.01
19.059449,0.43,0.09,0.01
19.060813,0.43,0.09,0.01
19.063282,0.44,0.08,0.01
19.065513,0.45,0.08,0.02
19.067271,0.46,0.08,0.02
19.069065,0.46,0.08,0.03
19.071338,0.47,0.08,0.03
19.072783,0.47,0.08,0.03
19.074747,0.48,0.07,0.03
19.076524,0.48,0.07,0.03
19.079274,0.49,0.07,0.03
19.086557,0.50,0.07,0.03
19.087220,0.50,0.07,0.04
19.087558,0.51,0.07,0.03
19.087885,0.51,0.06,0.04
19.088209,0.52,0.06,0.04
19.091434,0.53,0.06,0.04
19.092467,0.53,0.06,0.04
19.095217,0.54,0.06,0.03
19.109494,0.55,0.06,0.03
19.109974,0.55,0.05,0.03
19.110235,0.55,0.05,0.03
19.110479,0.56,0.05,0.03
19.110712,0.56,0.05,0.02
19.110930,0.57,0.05,0.02
19.111139,0.58,0.05,0.02
19.111372,0.58,0.05,0.02
19.112560,0.58,0.04,0.01
19.114672,0.59,0.05,0.01
19.116568,0.59,0.04,0.01
19.118555,0.60,0.04,0.00
19.120524,0.60,0.04,0.00
19.122491,0.61,0.04,-0.00
19.124569,0.61,0.03,-0.00
19.127173,0.61,0.03,-0.00
19.128547,0.62,0.03,-0.01
19.131392,0.63,0.03,-0.01
19.132032,0.63,0.03,-0.01
19.135004,0.63,0.03,-0.01
19.136707,0.64,0.02,-0.01
19.138671,0.64,0.02,-0.01
19.140657,0.64,0.02,-0.01
19.143215,0.65,0.02,-0.01
19.144618,0.65,0.01,-0.01
19.148767,0.66,0.01,-0.01
19.149457,0.66,0.01,-0.01
19.150734,0.67,0.01,-0.01
19.152540,0.67,0.01,-0.00
19.154653,0.68,0.01,-0.00
19.156837,0.68,0.01,0.00
19.159210,0.68,0.00,0.00
19.160679,0.68,0.00,0.00
19.163304,0.69,-0.00,0.01
19.165690,0.69,-0.00,0.01
19.166329,0.70,-0.00,0.01
19.168726,0.70,-0.00,0.01
19.171332,0.70,-0.01,0.01
19.172641,0.70,-0.01,0.02
19.175278,0.71,-0.01,0.02
19.176706,0.71,-0.01,0.02
19.179398,0.72,-0.01,0.02
19.186987,0.72,-0.02,0.03
19.187651,0.72,-0.02,0.03
19.187980,0.72,-0.02,0.03
19.188312,0.73,-0.02,0.03
19.188642,0.73,-0.02,0.03
19.191318,0.73,-0.03,0.02
19.192243,0.74,-0.03,0.02
19.194970,0.74,-0.03,0.02
19.211513,0.74,-0.03,0.02
19.212216,0.74,-0.03,0.02
19.212590,0.74,-0.03,0.02
19.212958,0.75,-0.04,0.02
19.213417,0.75,-0.04,0.01
19.213764,0.76,-0.04,0.01
19.214078,0.75,-0.04,0.01
19.214405,0.76,-0.04,0.00
19.214729,0.76,-0.04,0.00
19.215049,0.76,-0.05,-0.00
19.217571,0.76,-0.05,-0.01
19.219696,0.76,-0.05,-0.01
19.220089,0.77,-0.05,-0.01
19.223501,0.77,-0.05,-0.01
19.224435,0.77,-0.05,-0.02
19.227310,0.77,-0.05,-0.02
19.229068,0.78,-0.05,-0.02
19.231439,0.78,-0.05,-0.02
19.232092,0.78,-0.06,-0.03
19.235443,0.78,-0.06,-0.03
19.235845,0.78,-0.06,-0.03
19.239217,0.78,-0.06,-0.03
19.240871,0.79,-0.06,-0.03
19.243461,0.79,-0.06,-0.03
19.244625,0.79,-0.06,-0.03
19.248811,0.79,-0.06,-0.03
19.249540,0.79,-0.06,-0.03
19.251139,0.80,-0.06,-0.02
19.252660,0.80,-0.06,-0.02
19.255467,0.80,-0.06,-0.02
19.256625,0.80,-0.07,-0.01
19.259200,0.81,-0.06,-0.01
19.260715,0.81,-0.07,-0.01
19.264975,0.81,-0.07,-0.01
19.265710,0.81,-0.07,-0.00
19.266681,0.81,-0.07,0.00
19.269079,0.81,-0.07,0.00
19.271429,0.81,-0.07,0.00
19.272672,0.81,-0.07,0.01
19.275441,0.82,-0.07,0.01
19.276659,0.82,-0.07,0.01
19.279151,0.82,-0.07,0.01
19.287391,0.82,-0.07,0.01
19.288093,0.82,-0.07,0.01
19.288459,0.83,-0.07,0.01
19.288807,0.83,-0.07,0.01
19.289212,0.83,-0.07,0.01
19.290597,0.83,-0.07,0.01
19.292712,0.83,-0.07,0.01
19.295099,0.83,-0.07,0.00
19.312767,0.84,-0.07,0.00
19.313571,0.84,-0.07,-0.00
19.313958,0.84,-0.07,-0.00
19.314295,0.84,-0.07,-0.01
19.314655,0.84,-0.07,-0.01
19.315010,0.84,-0.07,-0.02
19.315328,0.84,-0.07,-0.02
19.315660,0.84,-0.07,-0.02
19.315990,0.85,-0.07,-0.03
19.316336,0.84,-0.07,-0.03
19.316663,0.85,-0.06,-0.03
19.318660,0.85,-0.07,-0.04
19.320686,0.85,-0.06,-0.04
19.323499,0.85,-0.07,-0.05
19.324430,0.85,-0.07,-0.05
19.326786,0.85,-0.07,-0.05
19.328681,0.85,-0.06,-0.05
19.332116,0.85,-0.06,-0.05
19.332852,0.86,-0.06,-0.05
19.335435,0.85,-0.06,-0.05
19.336756,0.86,-0.06,-0.05
19.339630,0.86,-0.06,-0.05
19.340732,0.86,-0.06,-0.05
19.343616,0.86,-0.06,-0.05
19.344555,0.86,-0.06,-0.04
19.348703,0.86,-0.06,-0.04
19.349488,0.86,-0.05,-0.04
19.351252,0.86,-0.05,-0.03
19.353078,0.86,-0.05,-0.03
19.354675,0.86,-0.05,-0.03
19.356478,0.86,-0.05,-0.02
19.358719,0.86,-0.05,-0.02
19.360565,0.86,-0.05,-0.01
19.363349,0.86,-0.05,-0.01
19.365952,0.86,-0.05,-0.01
19.366688,0.86,-0.04,-0.00
19.368850,0.86,-0.04,-0.01
19.372511,0.86,-0.04,-0.00
19.372881,0.86,-0.04,-0.00
19.375507,0.86,-0.04,-0.00
19.376949,0.86,-0.04,-0.00
19.378837,0.86,-0.04,-0.00
19.387788,0.86,-0.04,-0.01
19.388698,0.86,-0.03,-0.01
19.389110,0.85,-0.03,-0.01
19.389469,0.86,-0.03,-0.01
19.389808,0.85,-0.03,-0.01
19.390139,0.85,-0.03,-0.02
19.392590,0.85,-0.02,-0.02
19.394711,0.85,-0.02,-0.02
19.414857,0.85,-0.02,-0.03
19.415561,0.85,-0.02,-0.03
19.415903,0.85,-0.02,-0.04
19.416257,0.85,-0.02,-0.04
19.416598,0.84,-0.02,-0.05
19.416970,0.84,-0.02,-0.05
19.417413,0.84,-0.01,-0.06
19.417765,0.84,-0.01,-0.06
19.418111,0.83,-0.01,-0.06
19.418435,0.84,-0.01,-0.06
19.418754,0.83,-0.01,-0.06
19.419082,0.83,-0.00,-0.07
19.421090,0.83,-0.00,-0.07
19.423471,0.83,-0.00,-0.07
19.423851,0.82,-0.00,-0.07
19.427124,0.82,-0.00,-0.07
19.428702,0.82,-0.00,-0.07
19.432048,0.81,0.00,-0.06
19.432765,0.81,0.01,-0.06
19.436920,0.81,0.00,-0.06
19.437381,0.81,0.01,-0.06
19.438402,0.81,0.01,-0.05
19.440704,0.80,0.01,-0.05
19.443262,0.80,0.01,-0.04
19.444503,0.80,0.01,-0.04
19.448221,0.79,0.02,-0.04
19.448979,0.79,0.02,-0.03
19.450674,0.79,0.02,-0.03
19.452719,0.78,0.02,-0.03
19.455273,0.78,0.02,-0.03
19.456466,0.78,0.02,-0.02
19.459351,0.77,0.03,-0.02
19.460756,0.77,0.03,-0.02
19.463129,0.77,0.03,-0.02
19.466367,0.76,0.03,-0.02
19.467062,0.76,0.03,-0.02
19.469092,0.76,0.03,-0.01
19.470499,0.75,0.04,-0.01
19.472572,0.75,0.03,-0.02
19.475336,0.74,0.03,-0.02
19.476780,0.74,0.04,-0.02
19.479251,0.74,0.04,-0.02
19.488464,0.73,0.04,-0.03
19.489271,0.73,0.04,-0.03
19.489635,0.73,0.04,-0.03
19.489963,0.72,0.04,-0.03
19.490285,0.71,0.04,-0.04
19.490632,0.71,0.04,-0.04
19.492592,0.71,0.04,-0.04
19.495455,0.70,0.04,-0.05
19.495846,0.70,0.04,-0.05
19.517219,0.69,0.04,-0.06
19.518036,0.69,0.05,-0.06
19.518422,0.69,0.04,-0.06
19.518825,0.68,0.04,-0.07
19.519175,0.68,0.05,-0.07
19.519524,0.67,0.05,-0.07
19.519849,0.67,0.05,-0.06
19.520216,0.67,0.05,-0.06
19.520560,0.66,0.05,-0.06
19.520897,0.65,0.05,-0.05
19.521442,0.65,0.05,-0.04
19.522007,0.65,0.05,-0.04
19.522358,0.64,0.05,-0.03
19.527768,0.63,0.05,-0.01
19.528315,0.63,0.04,-0.01
19.528788,0.63,0.05,-0.00
19.533740,0.62,0.05,0.01
19.534715,0.62,0.05,0.01
19.535212,0.61,0.05,0.02
19.537396,0.61,0.05,0.02
19.537912,0.61,0.04,0.02
19.543229,0.60,0.05,0.03
19.543995,0.60,0.04,0.03
19.544415,0.59,0.04,0.03
19.546976,0.58,0.04,0.03
19.549068,0.58,0.04,0.03
19.551773,0.58,0.04,0.03
19.552244,0.57,0.04,0.02
19.555109,0.56,0.04,0.02
19.556507,0.56,0.03,0.02
19.558422,0.55,0.03,0.01
19.560559,0.55,0.03,0.00
19.562955,0.54,0.03,-0.00
19.566608,0.53,0.02,-0.01
19.567423,0.53,0.02,-0.02
19.570944,0.53,0.02,-0.02
19.571220,0.52,0.02,-0.03
19.571473,0.51,0.01,-0.04
19.576367,0.51,0.01,-0.05
19.576753,0.50,0.01,-0.05
19.578607,0.50,0.01,-0.06
19.589495,0.49,0.00,-0.06
19.590303,0.49,0.00,-0.07
19.590816,0.49,-0.00,-0.07
19.591120,0.48,-0.00,-0.07
19.591446,0.47,-0.00,-0.08
19.591782,0.47,-0.01,-0.07
19.592100,0.46,-0.01,-0.08
19.594035,0.46,-0.01,-0.08
19.620582,0.46,-0.01,-0.07
19.621176,0.45,-0.02,-0.07
19.621437,0.44,-0.02,-0.07
19.621684,0.44,-0.02,-0.06
19.621920,0.43,-0.02,-0.06
19.622145,0.43,-0.03,-0.05
19.622375,0.42,-0.03,-0.05
19.622614,0.42,-0.03,-0.04
19.622857,0.41,-0.03,-0.03
19.623096,0.41,-0.03,-0.03
19.623316,0.41,-0.03,-0.02
19.623553,0.40,-0.04,-0.01
19.623770,0.39,-0.04,-0.01
19.623989,0.39,-0.04,-0.00
19.624221,0.38,-0.04,0.00
19.626243,0.38,-0.04,0.01
19.627949,0.37,-0.04,0.02
19.631183,0.37,-0.05,0.02
19.631703,0.36,-0.05,0.02
19.634650,0.36,-0.05,0.02
19.635936,0.36,-0.05,0.02
19.638942,0.35,-0.06,0.02
19.639859,0.34,-0.06,0.02
19.642805,0.34,-0.06,0.02
19.643736,0.33,-0.06,0.02
19.645990,0.32,-0.07,0.01
19.648133,0.32,-0.07,0.01
19.649873,0.31,-0.07,0.01
19.652063,0.31,-0.07,0.00
19.654025,0.30,-0.08,-0.00
19.656133,0.29,-0.08,-0.01
19.657775,0.29,-0.08,-0.02
19.660074,0.28,-0.08,-0.02
19.661909,0.28,-0.09,-0.03
19.663689,0.27,-0.09,-0.03
19.666777,0.27,-0.09,-0.04
19.668048,0.26,-0.09,-0.05
19.669973,0.25,-0.10,-0.05
19.672122,0.25,-0.10,-0.05
19.673934,0.24,-0.10,-0.06
19.676076,0.23,-0.11,-0.06
19.678810,0.23,-0.11,-0.06
19.687067,0.22,-0.11,-0.06
19.687695,0.22,-0.11,-0.06
19.688138,0.22,-0.11,-0.06
19.688801,0.21,-0.11,-0.06
19.689562,0.20,-0.12,-0.06
19.689898,0.20,-0.12,-0.06
19.691907,0.19,-0.12,-0.06
19.693906,0.18,-0.12,-0.05
19.711366,0.18,-0.12,-0.05
19.712061,0.17,-0.12,-0.04
19.712422,0.17,-0.12,-0.04
19.712780,0.16,-0.13,-0.04
19.713232,0.15,-0.13,-0.03
19.713597,0.15,-0.13,-0.03
19.713945,0.14,-0.13,-0.02
19.714285,0.13,-0.13,-0.01
19.714631,0.13,-0.13,-0.01
19.714959,0.12,-0.13,-0.01
19.715272,0.11,-0.13,-0.00
19.717839,0.11,-0.13,0.00
19.719836,0.10,-0.13,0.00
19.721898,0.10,-0.13,0.01
19.723866,0.09,-0.13,0.01
19.725690,0.08,-0.13,0.01
19.727566,0.08,-0.13,0.01
19.730978,0.07,-0.13,0.01
19.731634,0.06,-0.14,0.01
19.733794,0.05,-0.13,0.01
19.735915,0.05,-0.14,0.01
19.738033,0.04,-0.14,0.01
19.739973,0.03,-0.14,0.01
19.742006,0.03,-0.14,0.01
19.744073,0.03,-0.14,0.00
19.748152,0.02,-0.14,-0.01
19.748809,0.01,-0.14,-0.01
19.749824,0.00,-0.14,-0.02
19.752065,-0.01,-0.14,-0.02
19.754155,-0.01,-0.14,-0.02
19.755899,-0.02,-0.14,-0.03
19.758919,-0.03,-0.13,-0.03
19.759322,-0.03,-0.14,-0.03
19.762829,-0.04,-0.14,-0.04
19.765262,-0.04,-0.14,-0.04
19.765936,-0.05,-0.14,-0.04
19.767958,-0.06,-0.13,-0.05
19.769699,-0.06,-0.13,-0.05
19.772038,-0.07,-0.13,-0.05
19.773848,-0.08,-0.13,-0.05
19.776069,-0.08,-0.13,-0.05
19.777906,-0.09,-0.13,-0.05
19.790257,-0.10,-0.13,-0.05
19.791388,-0.10,-0.13,-0.05
19.791735,-0.11,-0.12,-0.05
19.792081,-0.12,-0.12,-0.04
19.792400,-0.12,-0.12,-0.04
19.792712,-0.13,-0.12,-0.04
19.793111,-0.14,-0.12,-0.03
19.793447,-0.14,-0.12,-0.03
19.812981,-0.15,-0.12,-0.03
19.813762,-0.16,-0.12,-0.02
19.814110,-0.16,-0.11,-0.02
19.814457,-0.17,-0.11,-0.01
19.814791,-0.18,-0.11,-0.01
19.815109,-0.18,-0.11,-0.00
19.815458,-0.19,-0.10,0.00
19.815788,-0.20,-0.10,0.00
19.816109,-0.20,-0.10,0.00
19.816439,-0.21,-0.10,0.01
19.816774,-0.21,-0.10,0.01
19.818967,-0.22,-0.09,0.01
19.819345,-0.23,-0.09,0.02
19.821898,-0.24,-0.09,0.01
19.823907,-0.24,-0.09,0.02
19.825788,-0.25,-0.08,0.02
19.827873,-0.25,-0.08,0.01
19.831968,-0.26,-0.08,0.02
19.832646,-0.27,-0.08,0.01
19.834169,-0.27,-0.07,0.01
19.836039,-0.28,-0.07,0.01
19.837821,-0.29,-0.07,0.01
19.840899,-0.29,-0.06,0.01
19.841378,-0.30,-0.06,0.00
19.843931,-0.30,-0.06,0.00
19.848315,-0.31,-0.05,-0.00
19.849072,-0.31,-0.05,-0.00
19.849445,-0.32,-0.05,-0.01
19.852386,-0.33,-0.05,-0.01
19.853888,-0.33,-0.04,-0.02
19.855985,-0.33,-0.04,-0.02
19.857710,-0.34,-0.04,-0.02
19.860258,-0.35,-0.03,-0.02
19.861895,-0.36,-0.03,-0.02
19.864352,-0.36,-0.03,-0.02
19.866153,-0.36,-0.03,-0.02
19.868035,-0.37,-0.02,-0.03
19.869762,-0.38,-0.02,-0.03
19.871916,-0.38,-0.02,-0.03
19.873481,-0.39,-0.01,-0.03
19.875571,-0.39,-0.01,-0.03
19.877973,-0.40,-0.00,-0.03
19.889252,-0.40,-0.00,-0.02
19.889967,-0.41,0.00,-0.02
19.890320,-0.41,0.01,-0.02
19.890650,-0.41,0.01,-0.02
19.891266,-0.42,0.01,-0.02
19.892455,-0.43,0.01,-0.01
19.892889,-0.43,0.02,-0.01
19.893332,-0.43,0.02,-0.01
19.895756,-0.44,0.03,-0.00
19.912517,-0.45,0.03,0.00
19.913545,-0.45,0.03,0.00
19.913906,-0.46,0.04,0.01
