time,wx (rad/s),wy (rad/s),wz (rad/s)
26.849584,-0.50,-0.03,0.03
26.849863,-0.50,-0.03,0.03
26.850126,-0.50,-0.02,0.03
26.850439,-0.49,-0.02,0.03
26.850696,-0.49,-0.02,0.03
26.850945,-0.49,-0.02,0.03
26.851227,-0.49,-0.02,0.03
26.854029,-0.48,-0.02,0.03
26.856222,-0.47,-0.02,0.03
26.859300,-0.47,-0.02,0.03
26.860000,-0.47,-0.02,0.03
26.861995,-0.47,-0.01,0.03
26.864188,-0.46,-0.01,0.03
26.865767,-0.46,-0.01,0.03
26.867736,-0.46,-0.01,0.03
26.869714,-0.45,-0.01,0.03
26.871772,-0.45,-0.01,0.03
26.875143,-0.44,-0.01,0.03
26.875841,-0.44,-0.01,0.03
26.877999,-0.44,-0.00,0.03
26.879800,-0.43,-0.00,0.03
26.881473,-0.43,-0.00,0.03
26.883587,-0.42,-0.00,0.03
26.885598,-0.42,-0.00,0.03
26.887674,-0.42,0.00,0.03
26.889896,-0.41,0.00,0.03
26.892229,-0.41,0.00,0.02
26.894229,-0.41,0.00,0.03
26.895981,-0.40,0.01,0.03
26.897649,-0.40,0.01,0.03
26.899770,-0.39,0.01,0.03
26.901906,-0.39,0.01,0.03
26.903587,-0.38,0.01,0.03
26.905572,-0.38,0.01,0.02
26.915421,-0.38,0.01,0.02
26.916346,-0.37,0.01,0.03
26.916631,-0.37,0.01,0.03
26.916892,-0.36,0.02,0.03
26.917293,-0.36,0.02,0.03
26.917574,-0.35,0.02,0.03
26.920194,-0.35,0.02,0.03
26.921661,-0.34,0.02,0.03
26.940913,-0.34,0.02,0.03
26.941791,-0.33,0.02,0.03
26.942195,-0.33,0.02,0.03
26.942517,-0.33,0.03,0.03
26.942832,-0.32,0.03,0.03
26.943140,-0.32,0.03,0.03
26.943453,-0.31,0.03,0.03
26.943749,-0.30,0.03,0.03
26.944058,-0.30,0.03,0.03
26.944364,-0.30,0.03,0.03
26.944662,-0.30,0.03,0.03
26.946486,-0.29,0.04,0.03
26.947803,-0.29,0.04,0.03
26.949853,-0.28,0.04,0.03
26.952145,-0.28,0.04,0.03
26.953930,-0.27,0.04,0.03
26.956076,-0.27,0.04,0.03
26.958335,-0.26,0.04,0.03
26.960178,-0.26,0.04,0.02
26.962190,-0.26,0.04,0.02
26.964323,-0.25,0.04,0.02
26.966094,-0.25,0.05,0.02
26.968261,-0.24,0.05,0.02
26.970364,-0.24,0.05,0.02
26.972375,-0.24,0.05,0.02
26.974820,-0.23,0.05,0.02
26.975717,-0.23,0.05,0.02
26.977878,-0.22,0.05,0.02
26.979576,-0.22,0.05,0.02
26.981683,-0.21,0.05,0.02
26.983838,-0.21,0.05,0.02
26.986376,-0.21,0.05,0.02
26.987988,-0.20,0.06,0.02
26.989687,-0.19,0.06,0.02
26.992211,-0.19,0.06,0.01
26.993623,-0.19,0.06,0.02
26.996372,-0.18,0.06,0.02
26.997545,-0.18,0.06,0.02
26.999547,-0.18,0.06,0.02
27.001925,-0.17,0.06,0.02
27.003734,-0.16,0.06,0.02
27.005902,-0.16,0.06,0.02
27.011475,-0.16,0.06,0.02
27.011975,-0.15,0.06,0.02
27.012222,-0.15,0.07,0.02
27.015254,-0.14,0.07,0.02
27.015511,-0.14,0.06,0.02
27.018545,-0.14,0.07,0.02
27.020470,-0.13,0.07,0.02
27.021985,-0.13,0.07,0.02
27.038745,-0.12,0.07,0.02
27.039345,-0.12,0.07,0.02
27.039685,-0.12,0.07,0.02
27.039996,-0.11,0.07,0.02
27.040301,-0.11,0.07,0.02
27.040595,-0.10,0.07,0.02
27.040902,-0.10,0.08,0.02
27.041288,-0.10,0.07,0.02
27.041598,-0.09,0.07,0.02
27.041903,-0.09,0.08,0.02
27.045088,-0.08,0.08,0.01
27.045760,-0.08,0.07,0.01
27.048057,-0.08,0.08,0.01
27.049784,-0.07,0.07,0.01
27.052099,-0.06,0.08,0.01
27.053977,-0.06,0.08,0.01
27.056063,-0.06,0.08,0.01
27.059045,-0.05,0.07,0.01
27.059761,-0.05,0.08,0.01
27.062155,-0.04,0.08,0.01
27.064104,-0.04,0.08,0.01
27.066007,-0.03,0.08,0.01
27.067934,-0.03,0.08,0.01
27.069994,-0.03,0.08,0.01
27.071983,-0.02,0.07,0.01
27.076024,-0.02,0.08,0.01
27.076662,-0.02,0.07,0.01
27.077979,-0.01,0.08,0.01
27.079990,-0.00,0.08,0.01
27.082188,-0.00,0.08,0.00
27.083748,0.00,0.08,0.01
27.085589,0.01,0.08,0.01
27.087727,0.01,0.08,0.01
27.089707,0.02,0.08,0.00
27.091398,0.02,0.08,0.00
27.094017,0.02,0.08,0.00
27.096160,0.03,0.08,0.01
27.097642,0.03,0.07,0.00
27.099660,0.04,0.07,0.01
27.102144,0.05,0.07,0.00
27.103969,0.05,0.07,0.00
27.105676,0.05,0.07,0.01
27.114621,0.06,0.07,0.00
27.115286,0.06,0.07,0.01
27.115633,0.07,0.07,0.00
27.115968,0.07,0.07,0.01
27.116305,0.07,0.07,0.00
27.117740,0.08,0.07,0.01
27.120035,0.09,0.07,0.01
27.121911,0.09,0.07,0.01
27.140823,0.09,0.07,0.01
27.141581,0.10,0.07,0.01
27.141951,0.10,0.07,0.01
27.142291,0.11,0.07,0.01
27.142631,0.12,0.07,0.00
27.142976,0.12,0.07,0.00
27.143317,0.12,0.06,0.00
27.143629,0.13,0.06,0.00
27.143962,0.13,0.06,0.00
27.144274,0.14,0.06,0.00
27.144611,0.14,0.06,-0.00
27.146679,0.14,0.06,0.00
27.147779,0.15,0.06,0.00
27.149775,0.16,0.06,0.00
27.151702,0.16,0.06,0.00
27.154118,0.17,0.06,0.00
27.156122,0.17,0.06,0.00
27.159947,0.17,0.05,0.00
27.160708,0.18,0.05,-0.00
27.162450,0.18,0.05,-0.00
27.164066,0.19,0.05,-0.00
27.167829,0.20,0.05,-0.00
27.168215,0.20,0.05,-0.00
27.171362,0.20,0.05,-0.00
27.171751,0.21,0.05,-0.00
27.176374,0.21,0.05,-0.00
27.177207,0.22,0.05,-0.00
27.177883,0.22,0.04,-0.00
27.180064,0.23,0.04,-0.00
27.182318,0.23,0.04,-0.00
27.183981,0.24,0.04,-0.00
27.186050,0.24,0.04,-0.00
27.188326,0.25,0.04,-0.00
27.192691,0.25,0.04,-0.01
27.193646,0.26,0.04,-0.00
27.194064,0.26,0.03,-0.00
27.196925,0.27,0.03,-0.01
27.198319,0.27,0.04,-0.00
27.200264,0.27,0.03,-0.00
27.202057,0.28,0.03,-0.00
27.203814,0.29,0.03,-0.00
27.205966,0.29,0.03,-0.00
27.213816,0.29,0.03,-0.00
27.214562,0.30,0.02,-0.00
27.214958,0.30,0.03,-0.00
27.215292,0.31,0.03,-0.00
27.215623,0.31,0.02,-0.00
27.217814,0.32,0.02,-0.00
27.220636,0.32,0.02,-0.01
27.222001,0.32,0.02,-0.01
27.244678,0.33,0.02,-0.01
27.245685,0.33,0.02,-0.01
27.246199,0.34,0.02,-0.01
27.246577,0.34,0.02,-0.01
27.246907,0.34,0.01,-0.01
27.247229,0.35,0.02,-0.01
27.247565,0.35,0.01,-0.01
27.247892,0.36,0.01,-0.01
27.248233,0.36,0.01,-0.01
27.248559,0.36,0.01,-0.01
27.248890,0.37,0.01,-0.01
27.249401,0.37,0.01,-0.01
27.249735,0.38,0.01,-0.01
27.250077,0.38,0.01,-0.01
27.252392,0.38,0.00,-0.01
27.254142,0.39,0.01,-0.01
27.256237,0.39,0.00,-0.01
27.261130,0.39,0.00,-0.01
27.262114,0.40,0.00,-0.01
27.262571,0.40,-0.00,-0.01
27.263900,0.40,-0.00,-0.01
27.265974,0.41,-0.00,-0.01
27.268012,0.41,-0.00,-0.01
27.269978,0.41,-0.00,-0.01
27.272095,0.42,-0.00,-0.01
27.276226,0.42,-0.01,-0.01
27.276983,0.42,-0.00,-0.01
27.278246,0.43,-0.01,-0.01
27.280481,0.43,-0.01,-0.01
27.282047,0.43,-0.01,-0.01
27.283837,0.44,-0.01,-0.01
27.285842,0.44,-0.01,-0.01
27.288133,0.44,-0.01,-0.01
27.290347,0.45,-0.01,-0.01
27.292841,0.45,-0.01,-0.01
27.295349,0.45,-0.01,-0.01
27.295690,0.45,-0.01,-0.02
27.298358,0.46,-0.01,-0.01
27.300909,0.46,-0.01,-0.01
27.301459,0.46,-0.01,-0.01
27.304018,0.47,-0.01,-0.01
27.305637,0.47,-0.01,-0.01
27.314001,0.47,-0.02,-0.01
27.314934,0.47,-0.01,-0.01
27.315311,0.47,-0.02,-0.01
27.315660,0.48,-0.02,-0.02
27.315984,0.48,-0.02,-0.02
27.319179,0.48,-0.02,-0.01
27.319852,0.49,-0.02,-0.02
27.321733,0.49,-0.02,-0.02
27.346110,0.49,-0.02,-0.02
27.346869,0.49,-0.02,-0.02
27.347247,0.49,-0.02,-0.02
27.347618,0.50,-0.02,-0.02
27.347951,0.50,-0.02,-0.02
27.348266,0.50,-0.02,-0.02
27.348591,0.50,-0.02,-0.02
27.348902,0.51,-0.02,-0.02
27.349376,0.51,-0.02,-0.02
27.349711,0.51,-0.02,-0.02
27.350040,0.51,-0.02,-0.02
27.350371,0.52,-0.02,-0.02
27.350692,0.51,-0.02,-0.02
27.351006,0.52,-0.02,-0.02
27.351334,0.52,-0.02,-0.02
27.354310,0.52,-0.02,-0.02
27.355808,0.53,-0.02,-0.02
27.358641,0.53,-0.02,-0.02
27.359330,0.53,-0.02,-0.02
27.361780,0.53,-0.02,-0.02
27.363865,0.53,-0.02,-0.02
27.365890,0.54,-0.02,-0.02
27.367711,0.54,-0.02,-0.02
27.369777,0.54,-0.02,-0.02
27.371984,0.54,-0.02,-0.02
27.376238,0.54,-0.02,-0.02
27.376938,0.54,-0.02,-0.03
27.377598,0.55,-0.02,-0.02
27.380489,0.55,-0.02,-0.02
27.381683,0.55,-0.02,-0.02
27.383949,0.55,-0.02,-0.02
27.386032,0.55,-0.02,-0.02
27.387708,0.55,-0.02,-0.03
27.392146,0.56,-0.02,-0.03
27.392867,0.56,-0.03,-0.02
27.394601,0.56,-0.03,-0.03
27.396169,0.56,-0.02,-0.03
27.397957,0.56,-0.02,-0.03
27.400709,0.56,-0.02,-0.03
27.401918,0.57,-0.03,-0.03
27.403559,0.57,-0.03,-0.03
27.405380,0.57,-0.02,-0.03
27.411548,0.57,-0.02,-0.03
27.412304,0.57,-0.02,-0.03
27.412657,0.58,-0.02,-0.03
27.415012,0.58,-0.02,-0.03
27.415375,0.58,-0.02,-0.03
27.417764,0.58,-0.03,-0.03
27.420110,0.58,-0.02,-0.03
27.421954,0.58,-0.02,-0.03
27.442304,0.58,-0.03,-0.03
27.442974,0.58,-0.03,-0.03
27.443287,0.58,-0.02,-0.03
27.443609,0.59,-0.02,-0.03
27.443916,0.59,-0.02,-0.03
27.444213,0.59,-0.03,-0.03
27.444539,0.59,-0.02,-0.03
27.444848,0.59,-0.02,-0.03
27.445240,0.59,-0.03,-0.03
27.445540,0.59,-0.02,-0.03
27.445854,0.60,-0.02,-0.03
27.446168,0.60,-0.02,-0.03
27.447860,0.60,-0.02,-0.03
27.449721,0.60,-0.02,-0.03
27.452200,0.60,-0.02,-0.03
27.453780,0.60,-0.02,-0.03
27.456098,0.60,-0.02,-0.03
27.458143,0.60,-0.02,-0.03
27.460878,0.60,-0.02,-0.03
27.461403,0.60,-0.02,-0.03
27.463989,0.61,-0.02,-0.03
27.466056,0.61,-0.02,-0.03
27.467780,0.61,-0.02,-0.03
27.469672,0.61,-0.02,-0.03
27.471785,0.61,-0.02,-0.03
27.475018,0.61,-0.02,-0.03
27.475745,0.61,-0.02,-0.03
27.478496,0.61,-0.02,-0.03
27.480612,0.61,-0.02,-0.03
27.481726,0.61,-0.02,-0.03
27.483647,0.61,-0.02,-0.03
27.485681,0.61,-0.02,-0.03
27.487786,0.61,-0.02,-0.03
27.489971,0.61,-0.02,-0.03
27.491677,0.61,-0.02,-0.03
27.494231,0.61,-0.02,-0.03
27.495944,0.62,-0.02,-0.03
27.497560,0.61,-0.02,-0.03
27.500028,0.61,-0.01,-0.03
27.501670,0.61,-0.01,-0.03
27.503652,0.61,-0.01,-0.03
27.505480,0.61,-0.01,-0.03
27.513982,0.61,-0.01,-0.03
27.514693,0.61,-0.01,-0.03
27.515087,0.61,-0.01,-0.03
27.515425,0.61,-0.01,-0.03
27.515764,0.61,-0.01,-0.03
27.517617,0.61,-0.01,-0.03
27.521237,0.61,-0.01,-0.03
27.521648,0.61,-0.01,-0.04
27.544311,0.61,-0.01,-0.03
27.544981,0.61,-0.01,-0.03
27.545486,0.61,-0.01,-0.03
27.545852,0.61,-0.01,-0.03
27.546220,0.61,-0.01,-0.04
27.546543,0.61,-0.01,-0.04
27.546862,0.61,-0.00,-0.04
27.547192,0.61,-0.01,-0.03
27.547502,0.60,-0.01,-0.04
27.547829,0.60,-0.00,-0.04
27.548153,0.60,-0.00,-0.04
27.548484,0.60,-0.00,-0.04
27.548806,0.60,-0.00,-0.04
27.549213,0.60,-0.00,-0.04
27.551506,0.60,-0.00,-0.03
27.553744,0.60,0.00,-0.04
27.555784,0.59,0.00,-0.04
27.559180,0.59,0.00,-0.04
27.560917,0.59,0.00,-0.03
27.561433,0.59,0.00,-0.04
27.563966,0.59,0.00,-0.04
27.566101,0.58,0.00,-0.04
27.568039,0.59,0.00,-0.04
27.570238,0.59,0.01,-0.04
27.571764,0.58,0.00,-0.04
27.576112,0.58,0.01,-0.04
27.576896,0.58,0.01,-0.04
27.579789,0.58,0.01,-0.04
27.580512,0.58,0.01,-0.03
27.581858,0.57,0.01,-0.04
27.583938,0.57,0.01,-0.03
27.585880,0.57,0.01,-0.03
27.587831,0.57,0.01,-0.03
27.590976,0.57,0.01,-0.03
27.591675,0.57,0.01,-0.04
27.594584,0.56,0.01,-0.04
27.595813,0.56,0.01,-0.03
27.597551,0.56,0.01,-0.03
27.600202,0.56,0.02,-0.04
27.601871,0.55,0.02,-0.04
27.604058,0.55,0.02,-0.04
27.605659,0.55,0.02,-0.03
27.611858,0.55,0.02,-0.03
27.612944,0.55,0.02,-0.04
27.613413,0.54,0.02,-0.03
27.613876,0.54,0.02,-0.03
27.616949,0.54,0.02,-0.03
27.617518,0.54,0.02,-0.03
27.621138,0.53,0.02,-0.03
27.621479,0.53,0.02,-0.03
27.644782,0.53,0.02,-0.03
27.645754,0.53,0.02,-0.03
27.646155,0.52,0.02,-0.03
27.646528,0.52,0.02,-0.03
27.646860,0.52,0.02,-0.03
27.647200,0.51,0.02,-0.03
27.647543,0.51,0.02,-0.03
27.647883,0.51,0.02,-0.03
27.648222,0.51,0.02,-0.03
27.648552,0.50,0.02,-0.04
27.648865,0.50,0.02,-0.03
27.649295,0.50,0.02,-0.03
27.649628,0.50,0.02,-0.04
27.649974,0.49,0.02,-0.03
27.652263,0.49,0.02,-0.03
27.653785,0.49,0.02,-0.03
27.655765,0.49,0.02,-0.03
27.657631,0.48,0.02,-0.03
27.660931,0.48,0.03,-0.03
27.661449,0.47,0.02,-0.03
27.663619,0.47,0.02,-0.03
27.665553,0.47,0.03,-0.03
27.667466,0.47,0.03,-0.03
27.669516,0.47,0.03,-0.03
27.671664,0.46,0.02,-0.03
27.674522,0.46,0.03,-0.03
27.675885,0.46,0.03,-0.03
27.677673,0.45,0.02,-0.03
27.680729,0.45,0.03,-0.03
27.681207,0.45,0.03,-0.03
27.683451,0.44,0.02,-0.03
27.685667,0.44,0.02,-0.03
27.687835,0.44,0.03,-0.03
27.689819,0.43,0.03,-0.03
27.691751,0.43,0.03,-0.03
27.694889,0.43,0.03,-0.03
27.695241,0.42,0.03,-0.03
27.698536,0.42,0.03,-0.03
27.700399,0.42,0.03,-0.03
27.701822,0.42,0.02,-0.03
27.703707,0.41,0.03,-0.03
27.705637,0.41,0.02,-0.03
27.707750,0.40,0.02,-0.03
27.710732,0.41,0.03,-0.03
27.712257,0.40,0.03,-0.03
27.713864,0.40,0.03,-0.03
27.715704,0.39,0.02,-0.03
27.717942,0.39,0.03,-0.03
27.720928,0.39,0.03,-0.03
27.721381,0.38,0.02,-0.03
27.730501,0.38,0.03,-0.03
27.731195,0.38,0.02,-0.03
27.731568,0.37,0.02,-0.03
27.731922,0.37,0.02,-0.03
27.732256,0.37,0.02,-0.03
27.733747,0.36,0.02,-0.03
27.736018,0.36,0.02,-0.02
27.738137,0.36,0.02,-0.03
27.761274,0.35,0.02,-0.03
27.762092,0.35,0.02,-0.03
27.762455,0.35,0.02,-0.03
27.762746,0.34,0.02,-0.02
27.763075,0.34,0.02,-0.03
27.763376,0.33,0.02,-0.03
27.763670,0.33,0.02,-0.02
27.763961,0.32,0.02,-0.02
27.764269,0.32,0.02,-0.02
27.764563,0.32,0.02,-0.02
27.764854,0.32,0.02,-0.02
27.765263,0.31,0.02,-0.02
27.765660,0.31,0.02,-0.02
27.765979,0.30,0.02,-0.02
27.768722,0.30,0.02,-0.02
27.769653,0.29,0.02,-0.02
27.771846,0.29,0.02,-0.02
27.775143,0.29,0.02,-0.02
27.775862,0.29,0.02,-0.02
27.777602,0.28,0.01,-0.02
27.780671,0.28,0.02,-0.02
27.781190,0.27,0.02,-0.02
27.783645,0.27,0.02,-0.02
27.785680,0.27,0.02,-0.02
27.788061,0.26,0.02,-0.02
27.792727,0.26,0.01,-0.02
27.793627,0.25,0.02,-0.02
27.794004,0.25,0.01,-0.02
27.796635,0.24,0.01,-0.02
27.797075,0.24,0.01,-0.02
27.800067,0.23,0.01,-0.02
27.801559,0.23,0.02,-0.02
27.804574,0.23,0.01,-0.02
27.804948,0.22,0.01,-0.02
27.808145,0.22,0.01,-0.02
27.809970,0.22,0.01,-0.02
27.811959,0.21,0.01,-0.02
27.814382,0.21,0.01,-0.01
27.815729,0.20,0.01,-0.02
27.817637,0.20,0.01,-0.01
27.822025,0.19,0.01,-0.02
27.822434,0.19,0.01,-0.02
27.831844,0.18,0.01,-0.02
27.832670,0.18,0.01,-0.01
27.833211,0.17,0.01,-0.01
27.833630,0.17,0.01,-0.02
27.833923,0.16,0.01,-0.01
27.834201,0.16,0.01,-0.01
27.835731,0.15,0.01,-0.01
27.837678,0.15,0.01,-0.01
27.864589,0.15,0.01,-0.01
27.865357,0.14,0.01,-0.01
27.865674,0.14,0.01,-0.01
27.865992,0.13,0.01,-0.01
27.866303,0.13,0.01,-0.01
27.866605,0.12,0.00,-0.01
27.866893,0.12,0.01,-0.01
27.867197,0.11,0.01,-0.01
27.867542,0.11,0.01,-0.01
27.867866,0.10,0.00,-0.01
27.868165,0.10,0.01,-0.01
27.868455,0.10,0.00,-0.01
27.868707,0.09,0.00,-0.01
27.868967,0.09,0.00,-0.01
27.869330,0.08,0.00,-0.01
27.869629,0.08,0.00,-0.01
27.871986,0.07,0.00,-0.01
27.875405,0.07,0.00,-0.01
27.876048,0.06,0.00,-0.00
27.877639,0.05,0.00,-0.01
27.880050,0.05,0.00,-0.00
27.881489,0.05,0.00,-0.00
27.883364,0.04,0.00,-0.01
27.885524,0.04,0.00,-0.00
27.887419,0.03,0.00,-0.00
27.890520,0.03,-0.00,-0.00
27.891141,0.02,-0.00,-0.00
27.893525,0.02,-0.00,-0.00
27.895545,0.01,-0.00,-0.00
27.897767,0.01,0.00,-0.00
27.899471,0.00,-0.00,-0.00
27.901562,0.00,-0.00,-0.00
27.903335,-0.01,-0.00,-0.00
27.905542,-0.01,-0.00,-0.00
27.908287,-0.02,-0.01,-0.00
27.909402,-0.02,-0.01,-0.00
27.911501,-0.03,-0.00,-0.00
27.913350,-0.03,-0.00,-0.00
27.915369,-0.03,-0.00,-0.00
27.917348,-0.04,-0.00,-0.00
27.919359,-0.04,-0.01,0.00
27.921459,-0.05,-0.00,-0.00
27.928800,-0.05,-0.01,0.00
27.929538,-0.06,-0.01,0.00
27.929888,-0.06,-0.01,0.00
27.930235,-0.07,-0.01,0.00
27.931571,-0.07,-0.01,0.00
27.933730,-0.08,-0.01,0.00
27.935437,-0.08,-0.01,0.00
27.937406,-0.09,-0.01,0.00
27.951396,-0.09,-0.01,0.01
27.952043,-0.10,-0.01,0.00
27.952374,-0.10,-0.01,0.01
27.952728,-0.10,-0.01,0.01
27.953178,-0.11,-0.01,0.00
27.953533,-0.11,-0.01,0.01
27.953980,-0.12,-0.01,0.00
27.954422,-0.12,-0.01,0.01
27.956154,-0.13,-0.01,0.01
27.957799,-0.13,-0.01,0.01
27.959469,-0.14,-0.01,0.01
27.961578,-0.14,-0.01,0.01
27.963574,-0.14,-0.01,0.01
27.965729,-0.15,-0.01,0.01
27.967421,-0.15,-0.01,0.01
27.969708,-0.16,-0.01,0.01
27.971710,-0.16,-0.01,0.01
27.974799,-0.16,-0.01,0.01
27.975578,-0.17,-0.01,0.01
27.978041,-0.17,-0.01,0.01
27.981738,-0.18,-0.01,0.01
27.982216,-0.18,-0.01,0.01
27.983381,-0.18,-0.01,0.01
27.985676,-0.19,-0.01,0.01
27.987506,-0.19,-0.01,0.01
27.990416,-0.20,-0.01,0.01
27.991903,-0.21,-0.02,0.01
27.993616,-0.21,-0.01,0.01
27.995926,-0.21,-0.01,0.01
27.997542,-0.22,-0.02,0.01
28.000042,-0.22,-0.02,0.01
28.001747,-0.22,-0.02,0.01
28.003567,-0.23,-0.01,0.01
28.005792,-0.23,-0.01,0.01
28.007394,-0.23,-0.01,0.01
28.010033,-0.24,-0.02,0.01
28.011718,-0.24,-0.01,0.01
28.016363,-0.24,-0.01,0.01
28.016585,-0.25,-0.01,0.01
28.017555,-0.25,-0.01,0.02
28.019297,-0.26,-0.01,0.01
28.021482,-0.26,-0.01,0.01
28.026395,-0.27,-0.01,0.01
28.026930,-0.27,-0.01,0.02
28.027814,-0.27,-0.01,0.02
28.029619,-0.28,-0.01,0.02
28.031657,-0.28,-0.01,0.02
28.033516,-0.28,-0.01,0.02
28.035453,-0.29,-0.01,0.02
28.037673,-0.29,-0.01,0.02
28.052840,-0.29,-0.01,0.02
28.053498,-0.30,-0.01,0.02
28.053774,-0.30,-0.01,0.02
28.054044,-0.31,-0.01,0.02
28.054312,-0.31,-0.01,0.02
28.054584,-0.31,-0.01,0.02
28.054849,-0.31,-0.01,0.02
28.055131,-0.32,-0.01,0.02
28.055414,-0.32,-0.01,0.02
28.058356,-0.33,-0.01,0.02
28.060453,-0.33,-0.01,0.02
28.061692,-0.33,-0.01,0.02
28.063500,-0.34,-0.01,0.02
28.065949,-0.34,-0.01,0.02
28.067344,-0.34,-0.01,0.02
28.069933,-0.34,-0.01,0.02
28.071845,-0.35,-0.01,0.02
28.074135,-0.35,-0.01,0.02
28.075959,-0.36,-0.01,0.02
28.077780,-0.36,-0.01,0.02
28.080562,-0.36,-0.01,0.02
28.081271,-0.37,-0.01,0.02
28.083709,-0.37,-0.01,0.02
28.085738,-0.38,-0.01,0.02
28.087888,-0.38,-0.00,0.02
28.090797,-0.38,-0.01,0.02
28.091631,-0.38,-0.01,0.02
28.093629,-0.38,-0.01,0.02
28.095606,-0.39,-0.00,0.02
28.097754,-0.39,-0.00,0.02
28.100131,-0.40,-0.00,0.02
28.101641,-0.40,-0.00,0.02
28.104117,-0.40,-0.00,0.02
28.105601,-0.41,-0.00,0.02
28.107354,-0.41,-0.00,0.03
28.109650,-0.41,-0.00,0.03
28.111550,-0.42,0.00,0.02
28.113671,-0.42,0.00,0.02
28.115787,-0.42,0.00,0.02
28.117600,-0.43,0.00,0.02
28.122172,-0.43,0.00,0.03
28.122572,-0.43,0.01,0.02
28.123123,-0.44,0.00,0.02
28.128748,-0.44,0.00,0.03
28.129918,-0.44,0.01,0.03
28.130283,-0.45,0.01,0.02
28.132864,-0.45,0.01,0.02
28.134112,-0.45,0.01,0.02
28.137800,-0.45,0.01,0.03
28.138111,-0.46,0.01,0.02
28.161536,-0.46,0.01,0.02
28.162468,-0.46,0.01,0.02
28.162824,-0.47,0.01,0.03
28.163168,-0.47,0.01,0.03
28.163513,-0.47,0.01,0.02
28.163848,-0.48,0.01,0.02
28.164150,-0.48,0.02,0.03
28.164478,-0.48,0.01,0.03
28.164792,-0.48,0.02,0.02
28.165174,-0.49,0.02,0.03
28.165486,-0.49,0.02,0.03
28.165781,-0.49,0.02,0.03
28.166085,-0.50,0.02,0.03
28.166413,-0.50,0.02,0.03
28.168510,-0.50,0.02,0.03
28.168826,-0.50,0.02,0.03
28.171939,-0.51,0.02,0.02
28.174361,-0.51,0.02,0.03
28.176729,-0.51,0.02,0.03
28.177659,-0.51,0.02,0.03
28.179636,-0.52,0.02,0.03
28.181746,-0.52,0.02,0.03
28.183510,-0.52,0.02,0.03
28.185892,-0.52,0.02,0.03
28.187673,-0.53,0.02,0.03
28.190758,-0.53,0.02,0.03
28.191455,-0.53,0.02,0.03
28.193923,-0.53,0.03,0.03
28.195376,-0.54,0.02,0.03
28.197095,-0.54,0.03,0.03
28.199172,-0.54,0.03,0.03
28.201217,-0.54,0.03,0.03
28.203186,-0.54,0.03,0.03
28.205049,-0.54,0.03,0.03
28.207522,-0.55,0.03,0.03
28.211702,-0.55,0.03,0.03
28.212044,-0.55,0.03,0.03
28.213820,-0.55,0.03,0.03
28.215278,-0.56,0.03,0.03
28.217179,-0.55,0.03,0.03
28.221457,-0.56,0.03,0.03
28.221845,-0.56,0.03,0.03
28.230849,-0.56,0.03,0.03
28.231520,-0.56,0.03,0.03
28.231844,-0.56,0.03,0.03
28.232133,-0.57,0.03,0.03
28.232496,-0.56,0.03,0.03
28.233611,-0.57,0.03,0.03
28.236057,-0.56,0.03,0.03
28.237593,-0.57,0.03,0.03
28.258058,-0.57,0.03,0.02
28.258704,-0.57,0.03,0.03
28.259019,-0.57,0.03,0.03
28.259318,-0.57,0.03,0.03
28.260205,-0.57,0.03,0.03
28.260834,-0.57,0.03,0.03
28.261298,-0.57,0.03,0.03
28.261609,-0.57,0.03,0.02
28.261877,-0.57,0.03,0.03
28.262141,-0.57,0.03,0.03
28.262410,-0.58,0.03,0.03
28.262686,-0.58,0.03,0.03
28.264270,-0.57,0.03,0.03
28.265466,-0.58,0.03,0.02
28.268018,-0.57,0.03,0.03
28.269398,-0.58,0.03,0.03
28.271592,-0.58,0.03,0.03
28.275295,-0.57,0.03,0.03
28.275996,-0.58,0.03,0.03
28.277742,-0.57,0.03,0.03
28.280366,-0.58,0.03,0.03
28.280894,-0.58,0.03,0.03
28.284057,-0.58,0.03,0.03
28.285609,-0.57,0.03,0.03
28.288172,-0.58,0.03,0.03
28.292374,-0.58,0.03,0.03
28.293160,-0.57,0.03,0.03
28.295814,-0.57,0.03,0.02
28.296203,-0.57,0.03,0.03
28.297334,-0.58,0.03,0.02
28.301310,-0.57,0.03,0.03
28.301682,-0.57,0.03,0.03
28.303705,-0.57,0.03,0.03
28.305335,-0.57,0.03,0.02
28.307970,-0.57,0.03,0.03
28.309545,-0.57,0.03,0.02
28.312205,-0.57,0.03,0.02
28.313743,-0.57,0.03,0.02
28.315475,-0.57,0.03,0.02
28.317078,-0.57,0.03,0.02
28.319223,-0.57,0.03,0.02
28.321480,-0.57,0.03,0.02
28.329125,-0.57,0.03,0.02
28.329883,-0.57,0.03,0.02
28.330340,-0.56,0.03,0.02
28.330668,-0.57,0.03,0.02
28.331058,-0.56,0.03,0.02
28.333642,-0.56,0.02,0.02
28.335300,-0.56,0.02,0.02
28.337451,-0.56,0.03,0.02
28.356330,-0.56,0.03,0.02
28.357123,-0.56,0.02,0.02
28.357492,-0.56,0.02,0.02
28.357811,-0.55,0.02,0.02
28.358120,-0.56,0.02,0.02
28.358426,-0.55,0.02,0.02
28.358743,-0.56,0.02,0.02
28.359073,-0.56,0.02,0.02
28.359369,-0.55,0.02,0.02
28.359899,-0.55,0.02,0.02
28.360240,-0.55,0.02,0.02
28.362237,-0.55,0.02,0.02
