time,wx (rad/s),wy (rad/s),wz (rad/s)
12.165043,1.06,0.86,-0.40
12.167180,1.05,0.88,-0.39
12.169733,1.05,0.91,-0.38
12.172029,1.05,0.92,-0.37
12.173787,1.05,0.94,-0.36
12.176937,1.05,0.97,-0.35
12.179009,1.04,0.98,-0.34
12.180075,1.04,1.00,-0.33
12.181192,1.04,1.02,-0.32
12.183288,1.03,1.03,-0.32
12.185147,1.02,1.03,-0.31
12.187577,1.01,1.04,-0.30
12.191024,1.01,1.06,-0.30
12.192635,1.01,1.07,-0.29
12.194048,1.00,1.07,-0.28
12.195755,1.00,1.08,-0.28
12.197324,0.99,1.08,-0.28
12.199305,0.99,1.08,-0.28
12.200800,0.99,1.08,-0.27
12.203129,0.98,1.08,-0.27
12.208638,0.98,1.08,-0.27
12.209716,0.97,1.07,-0.27
12.210112,0.96,1.06,-0.27
12.211446,0.96,1.05,-0.27
12.213088,0.96,1.04,-0.28
12.215122,0.95,1.03,-0.28
12.216801,0.95,1.02,-0.28
12.218878,0.94,1.00,-0.29
12.220933,0.93,0.97,-0.30
12.227032,0.92,0.97,-0.30
12.228133,0.92,0.94,-0.30
12.228503,0.91,0.93,-0.31
12.229307,0.91,0.91,-0.31
12.230944,0.90,0.90,-0.32
12.232928,0.89,0.89,-0.32
12.234919,0.89,0.87,-0.32
12.236683,0.88,0.85,-0.32
12.239050,0.88,0.84,-0.33
12.240808,0.88,0.84,-0.33
12.243034,0.87,0.82,-0.33
12.244957,0.87,0.82,-0.33
12.246875,0.86,0.81,-0.33
12.248952,0.86,0.80,-0.33
12.250907,0.86,0.79,-0.33
12.252680,0.85,0.79,-0.33
12.256448,0.85,0.78,-0.33
12.258270,0.84,0.78,-0.33
12.259358,0.83,0.77,-0.33
12.261728,0.83,0.77,-0.32
12.263059,0.83,0.77,-0.32
12.264832,0.82,0.77,-0.32
12.267007,0.82,0.77,-0.31
12.269026,0.82,0.77,-0.31
12.272793,0.81,0.78,-0.30
12.274731,0.81,0.78,-0.29
12.275738,0.81,0.79,-0.29
12.277219,0.81,0.79,-0.28
12.278938,0.80,0.80,-0.27
12.280926,0.80,0.81,-0.27
12.283182,0.79,0.81,-0.26
12.284982,0.80,0.82,-0.25
12.287091,0.79,0.83,-0.25
12.290399,0.79,0.84,-0.24
12.292178,0.79,0.84,-0.23
12.293496,0.78,0.85,-0.23
12.295003,0.78,0.86,-0.22
12.296789,0.78,0.86,-0.21
12.299353,0.77,0.86,-0.21
12.300783,0.76,0.86,-0.20
12.302867,0.76,0.86,-0.20
12.309814,0.76,0.87,-0.19
12.310799,0.76,0.87,-0.18
12.311184,0.75,0.87,-0.18
12.311509,0.75,0.87,-0.17
12.312905,0.74,0.86,-0.17
12.315465,0.74,0.87,-0.16
12.316763,0.74,0.86,-0.16
12.318669,0.73,0.85,-0.16
12.328161,0.73,0.85,-0.15
12.329176,0.73,0.84,-0.15
12.329724,0.72,0.84,-0.15
12.330102,0.72,0.83,-0.15
12.330447,0.71,0.82,-0.15
12.330789,0.71,0.80,-0.15
12.332921,0.70,0.80,-0.15
12.334722,0.70,0.78,-0.15
12.336704,0.69,0.77,-0.15
12.339308,0.68,0.76,-0.15
12.340814,0.68,0.74,-0.15
12.343314,0.68,0.73,-0.15
12.345247,0.67,0.72,-0.15
12.347221,0.66,0.70,-0.15
12.348643,0.66,0.69,-0.15
12.350636,0.65,0.67,-0.15
12.352466,0.64,0.66,-0.15
12.355994,0.64,0.65,-0.15
12.356771,0.63,0.63,-0.15
12.359226,0.63,0.62,-0.16
12.360508,0.62,0.61,-0.16
12.362503,0.62,0.59,-0.16
12.364431,0.61,0.58,-0.16
12.366619,0.60,0.57,-0.16
12.368557,0.60,0.55,-0.16
12.370820,0.59,0.53,-0.16
12.374194,0.58,0.52,-0.16
12.375771,0.58,0.51,-0.16
12.376730,0.57,0.49,-0.16
12.378595,0.57,0.48,-0.16
12.380589,0.56,0.47,-0.16
12.382710,0.55,0.46,-0.15
12.384400,0.55,0.46,-0.15
12.386604,0.54,0.45,-0.15
12.389588,0.53,0.44,-0.14
12.391099,0.53,0.44,-0.14
12.392668,0.52,0.43,-0.14
12.394813,0.51,0.43,-0.14
12.396565,0.51,0.43,-0.13
12.398720,0.50,0.42,-0.12
12.400563,0.49,0.42,-0.12
12.402606,0.49,0.42,-0.11
12.404694,0.48,0.42,-0.11
12.413855,0.48,0.41,-0.10
12.415399,0.47,0.41,-0.10
12.416688,0.46,0.42,-0.09
12.418066,0.46,0.41,-0.09
12.418611,0.45,0.41,-0.08
12.418973,0.44,0.41,-0.07
12.419305,0.43,0.41,-0.07
12.420347,0.42,0.41,-0.06
12.431534,0.42,0.41,-0.05
12.432558,0.41,0.41,-0.05
12.432944,0.40,0.41,-0.04
12.433280,0.39,0.41,-0.04
12.433714,0.39,0.40,-0.03
12.434074,0.38,0.40,-0.03
12.434418,0.37,0.40,-0.02
12.436612,0.37,0.39,-0.01
12.440248,0.36,0.39,-0.01
12.441166,0.35,0.38,-0.01
12.443328,0.34,0.38,-0.00
12.444622,0.34,0.37,0.00
12.446606,0.32,0.36,0.00
12.448258,0.32,0.35,0.00
12.450511,0.31,0.34,0.01
12.452315,0.30,0.33,0.01
12.455607,0.30,0.32,0.01
12.456373,0.28,0.30,0.01
12.458614,0.28,0.29,0.01
12.460303,0.27,0.28,0.01
12.462408,0.26,0.26,0.01
12.464268,0.26,0.25,0.01
12.466623,0.25,0.23,0.01
12.468237,0.24,0.21,0.01
12.470265,0.24,0.20,0.01
12.472158,0.23,0.18,0.01
12.474611,0.21,0.16,0.00
12.476208,0.21,0.15,0.00
12.478241,0.20,0.13,0.00
12.480277,0.19,0.11,-0.00
12.482448,0.18,0.10,-0.00
12.484472,0.18,0.08,-0.00
12.486411,0.17,0.06,-0.00
12.494334,0.17,0.05,-0.00
12.495629,0.16,0.04,-0.00
12.496554,0.15,0.02,-0.00
12.497575,0.14,0.01,-0.00
12.498395,0.14,-0.01,-0.00
12.499064,0.13,-0.02,-0.00
12.500383,0.12,-0.03,-0.00
12.502562,0.11,-0.05,-0.00
12.507994,0.10,-0.06,0.00
12.508842,0.11,-0.06,0.00
12.509209,0.10,-0.08,0.00
12.510392,0.09,-0.08,0.00
12.512443,0.08,-0.09,0.01
12.514141,0.08,-0.10,0.01
12.515990,0.07,-0.10,0.01
12.518158,0.06,-0.11,0.02
12.520026,0.06,-0.11,0.02
12.522629,0.05,-0.11,0.03
12.524335,0.05,-0.12,0.03
12.526218,0.04,-0.12,0.04
12.528295,0.04,-0.12,0.04
12.530737,0.03,-0.12,0.05
12.532030,0.02,-0.12,0.05
12.534259,0.02,-0.13,0.06
12.536260,0.01,-0.13,0.06
12.538975,0.01,-0.13,0.07
12.540719,0.00,-0.13,0.07
12.542253,-0.01,-0.13,0.08
12.544337,-0.01,-0.13,0.09
12.546048,-0.01,-0.13,0.09
12.548028,-0.02,-0.14,0.09
12.550052,-0.03,-0.14,0.10
12.552217,-0.03,-0.14,0.10
12.554113,-0.04,-0.15,0.11
12.556729,-0.04,-0.15,0.11
12.558280,-0.05,-0.15,0.12
12.560154,-0.05,-0.16,0.12
12.562169,-0.06,-0.16,0.13
12.564240,-0.06,-0.17,0.13
12.566262,-0.07,-0.18,0.13
12.568167,-0.07,-0.18,0.13
12.570038,-0.08,-0.19,0.13
12.572623,-0.09,-0.20,0.14
12.574474,-0.09,-0.20,0.14
12.576215,-0.10,-0.22,0.14
12.578263,-0.10,-0.23,0.14
12.580077,-0.11,-0.24,0.14
12.581982,-0.12,-0.25,0.14
12.584135,-0.13,-0.27,0.14
12.586005,-0.13,-0.27,0.14
12.589312,-0.14,-0.29,0.14
12.590848,-0.14,-0.31,0.14
12.592378,-0.15,-0.31,0.14
12.595402,-0.16,-0.33,0.14
12.596394,-0.16,-0.35,0.14
12.598087,-0.17,-0.36,0.14
12.599987,-0.18,-0.37,0.13
12.602223,-0.18,-0.39,0.13
12.603872,-0.19,-0.40,0.13
12.612317,-0.20,-0.41,0.13
12.613992,-0.21,-0.43,0.13
12.614572,-0.21,-0.44,0.13
12.614946,-0.22,-0.46,0.13
12.615293,-0.23,-0.47,0.13
12.616367,-0.23,-0.48,0.13
12.618211,-0.24,-0.49,0.13
12.619956,-0.25,-0.50,0.13
12.628416,-0.25,-0.51,0.13
12.629258,-0.26,-0.52,0.13
12.629702,-0.26,-0.53,0.14
12.630079,-0.28,-0.54,0.14
12.630417,-0.29,-0.54,0.14
12.631818,-0.29,-0.55,0.14
12.633911,-0.30,-0.56,0.14
12.636113,-0.31,-0.56,0.15
12.638951,-0.31,-0.56,0.15
12.639673,-0.32,-0.57,0.16
12.641985,-0.33,-0.57,0.16
12.643840,-0.33,-0.57,0.16
12.645839,-0.34,-0.57,0.17
12.647789,-0.35,-0.58,0.18
12.649800,-0.36,-0.58,0.18
12.651879,-0.37,-0.57,0.18
12.653983,-0.38,-0.57,0.19
12.656312,-0.38,-0.57,0.19
12.658093,-0.39,-0.57,0.20
12.659945,-0.40,-0.57,0.21
12.662125,-0.41,-0.57,0.21
12.663915,-0.41,-0.57,0.22
12.665900,-0.42,-0.56,0.22
12.668085,-0.43,-0.57,0.23
12.669961,-0.44,-0.57,0.23
12.672871,-0.44,-0.57,0.24
12.675224,-0.45,-0.57,0.24
12.676474,-0.46,-0.57,0.24
12.678193,-0.47,-0.57,0.25
12.680527,-0.48,-0.57,0.25
12.682050,-0.49,-0.58,0.25
12.684076,-0.50,-0.58,0.26
12.686101,-0.50,-0.58,0.26
12.688978,-0.51,-0.59,0.27
12.690810,-0.52,-0.60,0.27
12.692096,-0.52,-0.60,0.27
12.694570,-0.54,-0.60,0.27
12.696084,-0.54,-0.61,0.27
12.698050,-0.55,-0.62,0.27
12.700445,-0.56,-0.63,0.27
12.701957,-0.56,-0.63,0.27
12.704530,-0.57,-0.64,0.27
12.710119,-0.58,-0.66,0.27
12.711038,-0.59,-0.66,0.27
12.711422,-0.60,-0.68,0.27
12.711898,-0.61,-0.69,0.27
12.713967,-0.62,-0.69,0.27
12.715961,-0.62,-0.71,0.27
12.717774,-0.64,-0.72,0.27
12.719761,-0.64,-0.72,0.27
12.726906,-0.65,-0.74,0.27
12.727866,-0.66,-0.75,0.27
12.728224,-0.66,-0.76,0.26
12.728563,-0.67,-0.77,0.26
12.729783,-0.68,-0.78,0.26
12.731917,-0.68,-0.78,0.26
12.733951,-0.69,-0.79,0.26
12.735972,-0.70,-0.80,0.26
12.738782,-0.71,-0.80,0.27
12.739774,-0.72,-0.81,0.27
12.742990,-0.72,-0.81,0.27
12.743923,-0.73,-0.82,0.27
12.745919,-0.73,-0.82,0.27
12.747882,-0.74,-0.82,0.27
12.749673,-0.75,-0.83,0.27
12.751865,-0.75,-0.83,0.28
12.753941,-0.76,-0.83,0.28
12.756748,-0.76,-0.83,0.28
12.758707,-0.77,-0.83,0.28
12.760967,-0.77,-0.83,0.29
12.762537,-0.78,-0.82,0.29
12.763924,-0.78,-0.82,0.30
12.765844,-0.79,-0.82,0.30
12.767992,-0.79,-0.81,0.30
12.769894,-0.80,-0.81,0.31
12.773108,-0.80,-0.81,0.31
12.774916,-0.81,-0.81,0.32
12.776110,-0.81,-0.80,0.32
12.778282,-0.81,-0.80,0.32
12.780109,-0.82,-0.79,0.33
12.781851,-0.82,-0.79,0.33
12.783833,-0.83,-0.78,0.33
12.786034,-0.83,-0.78,0.34
12.789127,-0.84,-0.77,0.34
12.790907,-0.84,-0.77,0.34
12.792181,-0.84,-0.77,0.35
12.794376,-0.85,-0.77,0.35
12.795984,-0.85,-0.76,0.35
12.797687,-0.86,-0.76,0.36
12.799896,-0.86,-0.76,0.36
12.801568,-0.86,-0.76,0.36
12.803766,-0.87,-0.76,0.36
12.808958,-0.87,-0.75,0.36
12.810098,-0.87,-0.75,0.37
12.810498,-0.87,-0.75,0.37
12.811503,-0.88,-0.75,0.37
12.814054,-0.88,-0.75,0.37
12.815704,-0.88,-0.75,0.37
12.817754,-0.88,-0.75,0.37
12.819740,-0.89,-0.75,0.37
12.830346,-0.90,-0.76,0.37
12.832973,-0.90,-0.76,0.37
12.834430,-0.90,-0.76,0.37
12.836062,-0.91,-0.77,0.37
12.838070,-0.91,-0.77,0.37
12.839292,-0.91,-0.77,0.37
12.840588,-0.92,-0.77,0.36
12.842407,-0.92,-0.77,0.36
12.843576,-0.93,-0.78,0.36
12.844426,-0.93,-0.78,0.36
12.845357,-0.93,-0.78,0.36
12.846343,-0.94,-0.79,0.36
12.847368,-0.94,-0.79,0.36
12.848182,-0.94,-0.79,0.36
12.851059,-0.95,-0.79,0.35
12.851939,-0.95,-0.79,0.35
12.853992,-0.95,-0.79,0.35
12.859420,-0.96,-0.79,0.35
12.860336,-0.96,-0.79,0.35
12.860709,-0.97,-0.79,0.35
12.861403,-0.97,-0.79,0.35
12.864023,-0.98,-0.79,0.35
12.865812,-0.98,-0.79,0.35
12.868195,-0.98,-0.78,0.35
12.869767,-0.99,-0.78,0.35
12.872559,-0.99,-0.78,0.35
12.873772,-0.99,-0.77,0.35
12.876121,-1.00,-0.77,0.35
12.877600,-1.00,-0.76,0.36
12.879940,-1.01,-0.76,0.36
12.881762,-1.01,-0.75,0.36
12.883840,-1.02,-0.75,0.36
12.885341,-1.02,-0.74,0.36
12.889286,-1.03,-0.74,0.36
12.890273,-1.03,-0.73,0.36
12.891992,-1.04,-0.72,0.37
12.894462,-1.04,-0.71,0.37
12.895656,-1.04,-0.70,0.37
12.897250,-1.05,-0.69,0.37
12.899321,-1.05,-0.69,0.37
12.901513,-1.05,-0.68,0.37
12.903517,-1.06,-0.67,0.38
12.908635,-1.06,-0.66,0.38
12.909612,-1.07,-0.65,0.38
12.909998,-1.07,-0.64,0.38
12.911308,-1.08,-0.64,0.38
12.913784,-1.08,-0.63,0.38
12.915143,-1.09,-0.62,0.39
12.917077,-1.09,-0.61,0.39
12.919294,-1.10,-0.60,0.39
12.928289,-1.10,-0.60,0.39
12.930163,-1.10,-0.59,0.39
12.931327,-1.11,-0.58,0.39
12.932301,-1.12,-0.57,0.39
12.933494,-1.12,-0.57,0.39
12.934589,-1.12,-0.56,0.39
12.935849,-1.13,-0.56,0.39
12.937036,-1.13,-0.55,0.39
12.938260,-1.14,-0.55,0.39
12.940101,-1.14,-0.55,0.39
12.941503,-1.15,-0.54,0.38
12.944713,-1.16,-0.53,0.38
12.946417,-1.15,-0.53,0.38
12.947499,-1.16,-0.53,0.38
12.949817,-1.17,-0.53,0.38
12.951149,-1.17,-0.53,0.38
12.953124,-1.18,-0.52,0.38
12.955663,-1.18,-0.52,0.37
12.957293,-1.18,-0.52,0.37
12.959945,-1.19,-0.51,0.37
12.961248,-1.19,-0.51,0.36
12.963489,-1.19,-0.51,0.36
12.965007,-1.19,-0.50,0.36
12.967735,-1.20,-0.50,0.36
12.969098,-1.20,-0.49,0.36
12.972886,-1.21,-0.49,0.35
12.973989,-1.20,-0.48,0.35
12.975162,-1.21,-0.48,0.35
12.977306,-1.21,-0.48,0.35
12.979669,-1.21,-0.47,0.34
12.981209,-1.22,-0.46,0.34
12.983480,-1.22,-0.46,0.34
12.985269,-1.22,-0.46,0.34
12.987847,-1.23,-0.45,0.34
12.989985,-1.23,-0.44,0.33
12.991306,-1.23,-0.44,0.33
12.993279,-1.23,-0.43,0.33
12.994944,-1.23,-0.43,0.33
12.997045,-1.23,-0.42,0.32
12.999535,-1.23,-0.41,0.32
13.001299,-1.23,-0.40,0.32
13.003758,-1.23,-0.40,0.32
13.009778,-1.23,-0.38,0.32
13.010862,-1.23,-0.37,0.32
13.011250,-1.23,-0.37,0.31
13.011580,-1.23,-0.35,0.31
13.013100,-1.23,-0.34,0.31
13.016145,-1.23,-0.34,0.31
13.017370,-1.23,-0.33,0.31
13.019439,-1.23,-0.32,0.31
13.033721,-1.23,-0.31,0.31
13.035625,-1.23,-0.30,0.31
13.036870,-1.23,-0.29,0.30
13.038312,-1.23,-0.28,0.30
13.039898,-1.23,-0.27,0.30
13.041384,-1.23,-0.26,0.30
13.042770,-1.23,-0.25,0.30
13.044271,-1.22,-0.24,0.29
13.045533,-1.23,-0.23,0.29
13.046518,-1.22,-0.22,0.29
13.047438,-1.22,-0.21,0.29
13.048215,-1.22,-0.20,0.29
13.049257,-1.22,-0.19,0.28
13.050352,-1.22,-0.18,0.28
13.051341,-1.22,-0.18,0.28
13.052118,-1.21,-0.16,0.28
13.053063,-1.21,-0.15,0.27
13.056209,-1.21,-0.15,0.27
13.057310,-1.21,-0.14,0.27
13.059548,-1.21,-0.13,0.26
13.061091,-1.21,-0.13,0.26
13.062908,-1.21,-0.12,0.26
13.064695,-1.21,-0.11,0.25
13.067452,-1.20,-0.11,0.25
13.068969,-1.20,-0.10,0.25
13.072343,-1.20,-0.09,0.24
13.073725,-1.20,-0.09,0.24
13.075941,-1.20,-0.08,0.23
13.077078,-1.19,-0.07,0.23
13.079890,-1.20,-0.07,0.23
13.081199,-1.19,-0.06,0.22
13.083581,-1.19,-0.05,0.22
13.085070,-1.19,-0.05,0.21
13.087775,-1.19,-0.04,0.21
13.090990,-1.19,-0.03,0.20
13.092011,-1.19,-0.03,0.20
13.093156,-1.19,-0.02,0.20
13.095616,-1.19,-0.01,0.19
13.097132,-1.19,-0.01,0.19
13.099673,-1.19,-0.00,0.18
13.101519,-1.19,0.01,0.18
13.103643,-1.18,0.01,0.17
13.109710,-1.18,0.02,0.17
13.110700,-1.18,0.03,0.17
13.111091,-1.18,0.03,0.16
13.111444,-1.18,0.04,0.16
13.113253,-1.18,0.04,0.15
13.115518,-1.18,0.06,0.15
13.116832,-1.18,0.07,0.15
13.119339,-1.18,0.07,0.14
13.127310,-1.18,0.08,0.14
13.128205,-1.18,0.09,0.13
13.128555,-1.18,0.09,0.13
13.128873,-1.18,0.11,0.13
13.129186,-1.18,0.11,0.13
13.131455,-1.18,0.12,0.13
13.133178,-1.18,0.13,0.12
13.135241,-1.18,0.14,0.12
13.136866,-1.18,0.14,0.11
13.139584,-1.18,0.16,0.11
13.141067,-1.18,0.17,0.11
13.143570,-1.18,0.17,0.11
13.145176,-1.18,0.18,0.10
13.146822,-1.19,0.19,0.10
13.149065,-1.18,0.20,0.10
13.150755,-1.18,0.21,0.09
13.152970,-1.18,0.22,0.09
13.155712,-1.18,0.23,0.09
13.156999,-1.18,0.24,0.08
13.159473,-1.18,0.25,0.08
13.160833,-1.18,0.25,0.08
13.163221,-1.18,0.26,0.07
13.164969,-1.18,0.27,0.07
13.167709,-1.18,0.28,0.06
13.169154,-1.18,0.28,0.06
13.172523,-1.18,0.29,0.06
13.173534,-1.18,0.30,0.05
13.175127,-1.18,0.30,0.05
13.176773,-1.19,0.31,0.05
13.178745,-1.18,0.31,0.04
13.180912,-1.18,0.32,0.04
13.182966,-1.18,0.33,0.04
13.184971,-1.18,0.33,0.03
13.187279,-1.18,0.34,0.02
13.189488,-1.18,0.35,0.02
13.190864,-1.18,0.36,0.02
13.192612,-1.18,0.36,0.01
13.195210,-1.18,0.37,0.01
13.197112,-1.17,0.38,0.00
13.199253,-1.18,0.38,-0.00
13.200720,-1.18,0.38,-0.01
13.202674,-1.17,0.39,-0.01
13.210827,-1.17,0.40,-0.02
13.212002,-1.17,0.41,-0.01
13.212533,-1.17,0.43,-0.01
13.213016,-1.16,0.46,-0.00
13.213650,-1.16,0.47,-0.00
13.215083,-1.16,0.50,0.00
13.216693,-1.15,0.51,0.01
13.219094,-1.15,0.54,0.01
13.220931,-1.15,0.57,0.01
13.230671,-1.15,0.57,0.02
13.231691,-1.13,0.61,0.02
13.232138,-1.12,0.63,0.02
13.232583,-1.13,0.64,0.02
13.232993,-1.12,0.66,0.02
13.233397,-1.12,0.67,0.01
13.234567,-1.11,0.68,0.01
13.236273,-1.11,0.69,0.01
13.239204,-1.10,0.70,0.01
13.240554,-1.10,0.70,0.00
13.243423,-1.10,0.70,-0.00
13.244508,-1.09,0.70,-0.01
13.246653,-1.09,0.70,-0.02
13.248642,-1.09,0.70,-0.03
13.250402,-1.08,0.70,-0.04
13.252428,-1.08,0.69,-0.04
13.255267,-1.07,0.69,-0.05
13.257347,-1.07,0.68,-0.07
13.259214,-1.07,0.67,-0.07
13.260702,-1.06,0.67,-0.08
13.262971,-1.04,0.66,-0.10
13.264863,-1.04,0.66,-0.11
13.266638,-1.03,0.64,-0.12
13.268275,-1.03,0.63,-0.13
13.270288,-1.03,0.63,-0.14
13.272735,-1.02,0.62,-0.15
13.274658,-1.01,0.61,-0.16
13.276363,-1.01,0.60,-0.17
13.278462,-1.01,0.60,-0.18
13.280363,-1.00,0.59,-0.18
13.282422,-1.00,0.59,-0.20
13.284474,-0.99,0.58,-0.21
13.286572,-0.99,0.58,-0.21
13.292084,-0.98,0.58,-0.22
13.293078,-0.98,0.58,-0.22
13.293618,-0.97,0.58,-0.23
13.294702,-0.97,0.58,-0.23
13.296777,-0.96,0.59,-0.24
13.298639,-0.96,0.59,-0.24
13.300808,-0.95,0.61,-0.24
13.302501,-0.94,0.62,-0.24
13.315399,-0.94,0.62,-0.24
13.317066,-0.93,0.63,-0.25
13.318662,-0.92,0.64,-0.25
13.320424,-0.92,0.65,-0.25
13.322278,-0.91,0.66,-0.25
13.323632,-0.91,0.67,-0.25
13.324636,-0.91,0.68,-0.25
13.326246,-0.90,0.70,-0.24
13.327570,-0.89,0.71,-0.24
13.328967,-0.89,0.72,-0.24
13.330247,-0.88,0.73,-0.24
13.331228,-0.88,0.75,-0.24
13.332076,-0.87,0.76,-0.24
13.333240,-0.87,0.77,-0.24
13.334585,-0.86,0.78,-0.23
13.335652,-0.86,0.79,-0.24
13.336704,-0.85,0.81,-0.23
13.338235,-0.84,0.83,-0.23
13.340530,-0.84,0.84,-0.23
13.343267,-0.83,0.85,-0.23
13.344835,-0.83,0.85,-0.23
13.346695,-0.83,0.86,-0.24
13.348330,-0.82,0.87,-0.24
13.350880,-0.82,0.87,-0.24
13.352269,-0.81,0.88,-0.24
13.355368,-0.81,0.89,-0.24
13.356580,-0.80,0.89,-0.24
13.358335,-0.80,0.89,-0.25
13.360245,-0.79,0.89,-0.25
13.362287,-0.79,0.89,-0.25
13.364354,-0.79,0.89,-0.26
13.366140,-0.78,0.89,-0.26
13.368229,-0.78,0.88,-0.27
13.370230,-0.77,0.88,-0.27
13.372324,-0.77,0.88,-0.28
13.374442,-0.76,0.88,-0.28
13.376289,-0.76,0.88,-0.28
13.378811,-0.75,0.88,-0.29
13.380403,-0.75,0.87,-0.29
13.382372,-0.74,0.87,-0.30
13.384389,-0.74,0.86,-0.30
13.386404,-0.74,0.86,-0.31
13.397350,-0.73,0.86,-0.31
13.399245,-0.73,0.85,-0.32
13.400693,-0.72,0.85,-0.32
13.402383,-0.72,0.84,-0.33
13.403407,-0.72,0.84,-0.33
13.404471,-0.71,0.84,-0.34
13.405311,-0.71,0.83,-0.34
13.406447,-0.71,0.83,-0.34
13.407213,-0.70,0.83,-0.35
13.408329,-0.70,0.82,-0.35
13.409486,-0.69,0.82,-0.35
13.410634,-0.69,0.82,-0.35
13.415433,-0.68,0.82,-0.36
13.416372,-0.67,0.82,-0.36
13.416753,-0.67,0.82,-0.36
13.418232,-0.66,0.82,-0.37
13.420267,-0.66,0.82,-0.36
13.422536,-0.65,0.82,-0.37
13.424062,-0.65,0.82,-0.37
13.426578,-0.65,0.82,-0.37
13.428292,-0.64,0.82,-0.37
13.430854,-0.63,0.82,-0.37
13.432333,-0.63,0.83,-0.38
13.434311,-0.62,0.83,-0.38
13.435898,-0.61,0.83,-0.38
13.438303,-0.61,0.83,-0.38
13.440431,-0.61,0.83,-0.38
13.442136,-0.60,0.83,-0.38
13.444307,-0.59,0.84,-0.38
13.446424,-0.59,0.84,-0.38
13.448500,-0.58,0.84,-0.38
13.450295,-0.57,0.84,-0.37
13.452438,-0.56,0.85,-0.37
13.456278,-0.55,0.86,-0.38
13.457962,-0.55,0.86,-0.37
13.458692,-0.54,0.86,-0.37
13.460187,-0.53,0.87,-0.37
13.462024,-0.52,0.87,-0.37
13.463922,-0.52,0.87,-0.37
13.466112,-0.51,0.87,-0.37
13.468043,-0.50,0.88,-0.37
13.470241,-0.49,0.88,-0.37
13.472951,-0.49,0.88,-0.37
13.474568,-0.48,0.88,-0.37
13.476192,-0.48,0.88,-0.37
13.478527,-0.47,0.88,-0.37
13.480313,-0.46,0.88,-0.36
13.482308,-0.45,0.88,-0.36
13.484139,-0.45,0.89,-0.36
13.486385,-0.44,0.89,-0.36
13.489402,-0.43,0.89,-0.36
13.490984,-0.42,0.89,-0.36
13.492248,-0.41,0.89,-0.36
13.494314,-0.40,0.89,-0.36
13.495939,-0.39,0.89,-0.36
13.498779,-0.39,0.89,-0.36
13.500274,-0.37,0.89,-0.36
13.502200,-0.37,0.89,-0.36
13.508937,-0.36,0.88,-0.36
13.510106,-0.35,0.88,-0.36
13.510539,-0.34,0.88,-0.36
13.510890,-0.33,0.88,-0.36
13.512124,-0.32,0.87,-0.36
13.514933,-0.32,0.87,-0.36
13.516061,-0.31,0.86,-0.36
13.518279,-0.30,0.86,-0.37
13.519900,-0.30,0.85,-0.37
13.532495,-0.29,0.85,-0.37
13.534303,-0.28,0.85,-0.36
13.535325,-0.27,0.84,-0.37
13.536612,-0.26,0.84,-0.37
13.537895,-0.26,0.84,-0.37
13.538983,-0.25,0.83,-0.37
13.540604,-0.23,0.83,-0.37
13.542360,-0.23,0.83,-0.37
13.544068,-0.22,0.83,-0.37
13.544465,-0.21,0.82,-0.37
13.544812,-0.21,0.82,-0.37
13.545155,-0.20,0.81,-0.36
13.547331,-0.18,0.81,-0.36
13.548104,-0.18,0.81,-0.36
13.550331,-0.17,0.80,-0.36
13.552070,-0.16,0.80,-0.36
13.555990,-0.16,0.79,-0.36
13.556794,-0.14,0.79,-0.36
13.557829,-0.14,0.79,-0.36
13.559933,-0.13,0.78,-0.36
13.561814,-0.12,0.78,-0.36
13.563872,-0.11,0.78,-0.35
13.565781,-0.11,0.78,-0.35
13.567817,-0.10,0.78,-0.35
13.569808,-0.08,0.78,-0.34
13.572146,-0.08,0.78,-0.34
13.574323,-0.07,0.78,-0.34
13.576132,-0.06,0.78,-0.33
13.577901,-0.06,0.78,-0.33
13.580055,-0.05,0.78,-0.33
13.582460,-0.03,0.78,-0.32
13.584040,-0.03,0.78,-0.32
13.586180,-0.02,0.78,-0.32
13.595964,-0.02,0.78,-0.31
13.597604,-0.00,0.78,-0.31
13.598764,0.00,0.78,-0.30
13.599776,0.01,0.78,-0.30
13.600774,0.01,0.78,-0.30
13.601550,0.02,0.78,-0.29
13.602312,0.03,0.78,-0.29
13.603106,0.03,0.78,-0.29
13.612749,0.04,0.78,-0.28
13.614484,0.05,0.78,-0.28
13.615452,0.06,0.78,-0.27
13.616448,0.06,0.77,-0.27
13.617537,0.07,0.77,-0.26
13.618645,0.08,0.77,-0.26
13.619807,0.09,0.77,-0.26
13.621001,0.09,0.77,-0.26
13.622579,0.10,0.76,-0.25
13.623859,0.11,0.76,-0.25
13.625080,0.11,0.76,-0.25
13.626355,0.12,0.75,-0.25
13.629266,0.12,0.74,-0.24
13.630944,0.13,0.74,-0.24
13.632132,0.14,0.73,-0.24
13.634301,0.14,0.72,-0.23
13.635826,0.14,0.71,-0.23
13.638195,0.15,0.70,-0.23
13.640033,0.16,0.69,-0.23
13.641879,0.16,0.69,-0.23
13.643651,0.17,0.68,-0.23
13.645830,0.18,0.67,-0.22
13.647791,0.18,0.67,-0.22
13.649634,0.19,0.66,-0.22
13.651796,0.20,0.65,-0.22
13.655051,0.20,0.65,-0.21
13.655874,0.21,0.64,-0.21
13.658009,0.22,0.63,-0.21
13.660125,0.22,0.62,-0.21
13.662188,0.23,0.62,-0.20
