time,wx (rad/s),wy (rad/s),wz (rad/s)
1.251490,0.65,-0.88,-0.09
1.253200,0.66,-0.93,-0.05
1.255269,0.67,-0.97,-0.03
1.257362,0.68,-1.04,0.00
1.259066,0.69,-1.12,0.04
1.261340,0.69,-1.16,0.06
1.263298,0.72,-1.23,0.09
1.275426,0.74,-1.28,0.12
1.276980,0.76,-1.29,0.14
1.278229,0.79,-1.30,0.16
1.279299,0.84,-1.29,0.19
1.280417,0.86,-1.28,0.21
1.281801,0.91,-1.26,0.26
1.282991,0.95,-1.21,0.31
1.284192,0.98,-1.17,0.34
1.285808,1.03,-1.08,0.39
1.286670,1.08,-0.99,0.44
1.287048,1.10,-0.94,0.46
1.287356,1.15,-0.85,0.50
1.289121,1.17,-0.82,0.52
1.291963,1.21,-0.76,0.56
1.293227,1.25,-0.70,0.59
1.294970,1.26,-0.68,0.61
1.297233,1.29,-0.64,0.63
1.300072,1.31,-0.59,0.66
1.301571,1.33,-0.57,0.67
1.303853,1.35,-0.53,0.69
1.304941,1.37,-0.49,0.72
1.307261,1.37,-0.47,0.72
1.308818,1.40,-0.42,0.74
1.310921,1.41,-0.36,0.75
1.312968,1.42,-0.33,0.75
1.315973,1.44,-0.27,0.76
1.317017,1.46,-0.22,0.76
1.318889,1.46,-0.21,0.76
1.320783,1.46,-0.19,0.76
1.323282,1.45,-0.20,0.76
1.324778,1.45,-0.21,0.76
1.326730,1.43,-0.23,0.75
1.328657,1.42,-0.26,0.74
1.330972,1.41,-0.27,0.73
1.333067,1.40,-0.28,0.72
1.335116,1.40,-0.29,0.71
1.336767,1.39,-0.30,0.69
1.338810,1.38,-0.32,0.67
1.340993,1.37,-0.33,0.66
1.342942,1.36,-0.35,0.64
1.344887,1.34,-0.39,0.61
1.346864,1.33,-0.41,0.59
1.349046,1.31,-0.46,0.57
1.350885,1.29,-0.51,0.53
1.352920,1.28,-0.54,0.52
1.354751,1.25,-0.60,0.48
1.356749,1.23,-0.66,0.45
1.358879,1.21,-0.70,0.43
1.360715,1.19,-0.76,0.39
1.363104,1.16,-0.81,0.35
1.372861,1.15,-0.83,0.32
1.374834,1.11,-0.86,0.28
1.375911,1.08,-0.89,0.23
1.377508,1.07,-0.90,0.20
1.378775,1.03,-0.92,0.15
1.379798,1.00,-0.95,0.10
1.381028,0.98,-0.98,0.08
1.382409,0.94,-1.03,0.04
1.383442,0.90,-1.10,-0.00
1.384440,0.88,-1.14,-0.02
1.385870,0.84,-1.21,-0.06
1.386760,0.80,-1.27,-0.10
1.388917,0.78,-1.30,-0.11
1.390921,0.74,-1.35,-0.15
1.393153,0.69,-1.40,-0.18
1.395071,0.67,-1.42,-0.19
1.396797,0.63,-1.45,-0.22
1.399684,0.61,-1.46,-0.22
1.401057,0.57,-1.48,-0.24
1.402998,0.53,-1.49,-0.26
1.404773,0.51,-1.50,-0.26
1.406949,0.47,-1.49,-0.27
1.408791,0.44,-1.49,-0.28
1.410767,0.42,-1.47,-0.29
1.412747,0.39,-1.45,-0.28
1.415974,0.36,-1.42,-0.28
1.416969,0.35,-1.40,-0.28
1.419177,0.32,-1.35,-0.27
1.420914,0.30,-1.30,-0.25
1.422740,0.29,-1.27,-0.25
1.424620,0.27,-1.21,-0.23
1.426347,0.26,-1.13,-0.21
1.428493,0.25,-1.10,-0.19
1.430586,0.24,-1.02,-0.17
1.432793,0.24,-0.94,-0.14
1.435022,0.24,-0.90,-0.13
1.436640,0.23,-0.81,-0.11
1.438932,0.24,-0.72,-0.08
1.440735,0.24,-0.68,-0.06
1.442516,0.24,-0.59,-0.04
1.444539,0.25,-0.51,-0.01
1.446662,0.26,-0.47,0.00
1.451462,0.27,-0.38,0.02
1.452266,0.27,-0.35,0.04
1.453226,0.29,-0.27,0.06
1.454811,0.31,-0.20,0.07
1.456405,0.32,-0.17,0.08
1.458470,0.34,-0.11,0.10
1.460519,0.36,-0.05,0.10
1.462469,0.38,-0.03,0.11
1.465721,0.40,0.02,0.11
1.466658,0.43,0.06,0.11
1.468527,0.45,0.08,0.11
1.470757,0.48,0.11,0.11
1.472853,0.52,0.13,0.10
1.474779,0.54,0.14,0.09
1.476555,0.58,0.16,0.08
1.478491,0.62,0.16,0.06
1.480274,0.64,0.17,0.05
1.482892,0.69,0.17,0.03
1.484357,0.73,0.16,0.00
1.486644,0.76,0.16,-0.01
1.488400,0.81,0.15,-0.04
1.491179,0.86,0.13,-0.07
1.492672,0.89,0.12,-0.09
1.494632,0.94,0.10,-0.12
1.496320,1.00,0.08,-0.16
1.499549,1.03,0.07,-0.18
1.501410,1.08,0.05,-0.21
1.502690,1.11,0.03,-0.23
1.504686,1.17,0.01,-0.27
1.507059,1.23,-0.02,-0.31
1.508730,1.26,-0.03,-0.33
1.510323,1.31,-0.06,-0.37
1.512643,1.37,-0.09,-0.41
1.516516,1.40,-0.10,-0.43
1.517548,1.46,-0.12,-0.47
1.518688,1.51,-0.14,-0.50
1.520517,1.54,-0.16,-0.52
1.522649,1.59,-0.17,-0.56
1.524268,1.65,-0.19,-0.59
1.526278,1.67,-0.20,-0.61
1.528104,1.72,-0.21,-0.64
1.530525,1.78,-0.22,-0.67
1.533988,1.80,-0.23,-0.68
1.535865,1.84,-0.24,-0.71
1.536693,1.89,-0.23,-0.73
1.538593,1.91,-0.23,-0.74
1.540515,1.95,-0.22,-0.76
1.542528,1.99,-0.21,-0.78
1.544942,2.01,-0.21,-0.78
1.546550,2.05,-0.19,-0.80
1.549278,2.08,-0.16,-0.80
1.550584,2.09,-0.15,-0.81
1.552737,2.12,-0.12,-0.81
1.554283,2.15,-0.08,-0.81
1.556425,2.16,-0.06,-0.81
1.558541,2.18,-0.02,-0.81
1.560349,2.19,-0.00,-0.81
1.562395,2.21,0.04,-0.80
1.564702,2.22,0.09,-0.79
1.571044,2.22,0.12,-0.79
1.572312,2.23,0.16,-0.78
1.572852,2.24,0.22,-0.77
1.573325,2.23,0.24,-0.76
1.574656,2.24,0.29,-0.75
1.577095,2.23,0.35,-0.74
1.579139,2.23,0.38,-0.74
1.579836,2.22,0.43,-0.73
1.582126,2.21,0.48,-0.71
1.584184,2.20,0.51,-0.71
1.586064,2.18,0.55,-0.70
1.588042,2.17,0.60,-0.69
1.590201,2.16,0.62,-0.68
1.592503,2.13,0.66,-0.67
1.594370,2.11,0.70,-0.67
1.596134,2.09,0.71,-0.66
1.598687,2.06,0.74,-0.66
1.600490,2.03,0.77,-0.65
1.602368,2.01,0.78,-0.65
1.604244,1.97,0.80,-0.65
1.607024,1.93,0.82,-0.65
1.608317,1.91,0.83,-0.65
1.610253,1.87,0.84,-0.65
1.612253,1.83,0.85,-0.65
1.614622,1.81,0.85,-0.66
1.616971,1.76,0.85,-0.66
1.618260,1.74,0.86,-0.66
1.620367,1.69,0.88,-0.66
1.622943,1.65,0.91,-0.65
1.623972,1.63,0.94,-0.64
1.625964,1.58,0.96,-0.64
1.628098,1.54,0.99,-0.63
1.630052,1.51,1.00,-0.63
1.632370,1.46,1.02,-0.62
1.634816,1.42,1.04,-0.62
1.636328,1.39,1.04,-0.62
1.637928,1.34,1.03,-0.63
1.639973,1.29,1.05,-0.62
1.641972,1.26,1.05,-0.62
1.644364,1.22,1.05,-0.63
1.646402,1.18,1.05,-0.64
1.656394,1.15,1.04,-0.65
1.658747,1.11,1.03,-0.66
1.660099,1.08,1.02,-0.67
1.662347,1.05,1.02,-0.68
1.664026,1.02,1.00,-0.69
1.666006,0.99,0.99,-0.70
1.667840,0.97,0.99,-0.71
1.668986,0.94,0.97,-0.72
1.670644,0.92,0.96,-0.73
1.672254,0.90,0.96,-0.74
1.673111,0.88,0.95,-0.76
1.674260,0.86,0.93,-0.77
1.674668,0.85,0.92,-0.78
1.674983,0.83,0.91,-0.78
1.676677,0.82,0.91,-0.79
1.678077,0.81,0.91,-0.80
1.679993,0.81,0.91,-0.81
1.686065,0.81,0.91,-0.81
1.686880,0.81,0.91,-0.82
1.687230,0.81,0.92,-0.83
1.687961,0.81,0.92,-0.83
1.690055,0.82,0.93,-0.84
1.692819,0.83,0.94,-0.85
1.694125,0.84,0.95,-0.85
1.696274,0.86,0.97,-0.85
1.700192,0.88,0.99,-0.85
1.701209,0.89,1.01,-0.85
1.702877,0.92,1.03,-0.85
1.704418,0.94,1.05,-0.85
1.706107,0.96,1.07,-0.85
1.708032,0.99,1.10,-0.84
1.710086,1.02,1.13,-0.84
1.712448,1.04,1.15,-0.83
1.714213,1.08,1.20,-0.82
1.716025,1.12,1.24,-0.81
1.717933,1.15,1.26,-0.81
1.720250,1.19,1.30,-0.79
1.721903,1.22,1.33,-0.79
1.723956,1.26,1.37,-0.78
1.725898,1.31,1.41,-0.76
1.728439,1.34,1.44,-0.76
1.730688,1.39,1.49,-0.75
1.733214,1.45,1.53,-0.73
1.734164,1.47,1.55,-0.72
1.736018,1.52,1.59,-0.71
1.737974,1.57,1.63,-0.70
1.740399,1.60,1.65,-0.70
1.742035,1.64,1.67,-0.69
1.743813,1.70,1.71,-0.68
1.745761,1.72,1.72,-0.67
1.749786,1.77,1.75,-0.67
1.750833,1.82,1.78,-0.66
1.752662,1.85,1.79,-0.65
1.754511,1.89,1.81,-0.64
1.756041,1.95,1.83,-0.64
1.758150,1.97,1.84,-0.64
1.759831,2.02,1.85,-0.64
1.761616,2.06,1.85,-0.63
1.763628,2.08,1.86,-0.63
1.768363,2.12,1.86,-0.63
1.769266,2.16,1.86,-0.64
1.769964,2.18,1.86,-0.64
1.771703,2.21,1.86,-0.64
1.774006,2.23,1.85,-0.64
1.775684,2.26,1.84,-0.64
1.777771,2.28,1.82,-0.65
1.779678,2.30,1.81,-0.66
1.783065,2.32,1.79,-0.67
1.783926,2.34,1.77,-0.67
1.785721,2.35,1.76,-0.67
1.788055,2.36,1.73,-0.68
1.789728,2.37,1.70,-0.69
1.791509,2.37,1.69,-0.70
1.793696,2.37,1.65,-0.70
1.795865,2.37,1.62,-0.71
1.799298,2.37,1.60,-0.72
1.801144,2.37,1.56,-0.73
1.803426,2.35,1.53,-0.73
1.805216,2.35,1.51,-0.74
1.806357,2.33,1.48,-0.74
1.807874,2.32,1.45,-0.75
1.809832,2.31,1.44,-0.75
1.812123,2.29,1.41,-0.75
1.813806,2.26,1.39,-0.75
1.816748,2.25,1.38,-0.75
1.818442,2.22,1.37,-0.75
1.819861,2.19,1.36,-0.74
1.822056,2.18,1.35,-0.74
1.823685,2.14,1.34,-0.73
1.825684,2.11,1.34,-0.72
1.827967,2.09,1.34,-0.71
1.829754,2.05,1.34,-0.70
1.833566,2.00,1.34,-0.69
1.834510,1.98,1.34,-0.69
1.835551,1.93,1.35,-0.67
1.837681,1.91,1.35,-0.66
1.839554,1.87,1.36,-0.64
1.841357,1.82,1.37,-0.63
1.843550,1.80,1.38,-0.62
1.845275,1.75,1.39,-0.60
1.848753,1.70,1.40,-0.58
1.849606,1.67,1.41,-0.57
1.851680,1.63,1.43,-0.55
1.854004,1.57,1.45,-0.52
1.855411,1.55,1.46,-0.51
1.857546,1.50,1.48,-0.49
1.859473,1.45,1.49,-0.47
1.861286,1.43,1.50,-0.46
1.863275,1.37,1.52,-0.44
1.873900,1.32,1.53,-0.42
1.875712,1.30,1.54,-0.41
1.876751,1.25,1.55,-0.39
1.878014,1.21,1.57,-0.37
1.879136,1.19,1.57,-0.36
1.880399,1.14,1.58,-0.35
1.881711,1.09,1.59,-0.33
1.882901,1.08,1.59,-0.32
1.884182,1.04,1.60,-0.31
1.885309,1.01,1.59,-0.30
1.886614,0.98,1.59,-0.29
1.887644,0.94,1.59,-0.27
1.890875,0.92,1.59,-0.27
1.891758,0.89,1.58,-0.26
1.893329,0.86,1.58,-0.25
1.896095,0.85,1.57,-0.25
1.897394,0.82,1.56,-0.24
1.899734,0.79,1.55,-0.23
1.901642,0.78,1.54,-0.23
1.903463,0.76,1.52,-0.23
1.905221,0.74,1.50,-0.22
1.907474,0.74,1.49,-0.22
1.909229,0.72,1.47,-0.22
1.911149,0.71,1.45,-0.21
1.913053,0.71,1.44,-0.21
1.915330,0.70,1.43,-0.21
1.917245,0.70,1.40,-0.21
1.919349,0.69,1.39,-0.21
1.921414,0.69,1.37,-0.20
1.923275,0.70,1.35,-0.20
1.924997,0.70,1.35,-0.20
1.927204,0.71,1.33,-0.20
1.929249,0.72,1.31,-0.20
1.932197,0.72,1.30,-0.20
1.933973,0.74,1.29,-0.19
1.935195,0.75,1.28,-0.19
1.937280,0.76,1.26,-0.19
1.939458,0.78,1.25,-0.18
1.941237,0.79,1.24,-0.18
1.943509,0.82,1.23,-0.18
1.945351,0.84,1.21,-0.17
1.947629,0.85,1.21,-0.17
1.951626,0.88,1.20,-0.17
1.953259,0.90,1.18,-0.16
1.954663,0.92,1.18,-0.16
1.955712,0.95,1.16,-0.15
1.957685,0.98,1.15,-0.15
1.959503,1.00,1.15,-0.14
1.961274,1.03,1.14,-0.14
1.963354,1.06,1.13,-0.13
1.971810,1.08,1.13,-0.12
1.972700,1.11,1.12,-0.12
1.973134,1.14,1.11,-0.11
1.973540,1.16,1.11,-0.11
1.973872,1.19,1.10,-0.10
1.975042,1.23,1.10,-0.09
1.976932,1.24,1.09,-0.08
1.979579,1.28,1.08,-0.08
1.983007,1.31,1.08,-0.07
1.983967,1.32,1.07,-0.06
1.985057,1.35,1.06,-0.05
1.987617,1.38,1.05,-0.05
1.989066,1.40,1.05,-0.04
1.991614,1.43,1.04,-0.04
1.993173,1.44,1.03,-0.03
1.995770,1.47,1.02,-0.03
1.997149,1.49,1.00,-0.02
1.999643,1.50,1.00,-0.02
2.001374,1.52,0.98,-0.01
2.003612,1.54,0.96,-0.01
2.005473,1.55,0.95,-0.00
2.007037,1.57,0.94,-0.00
2.008994,1.58,0.91,0.00
2.011104,1.59,0.90,0.00
2.013117,1.60,0.88,0.01
2.015364,1.61,0.85,0.01
2.017109,1.62,0.84,0.01
2.019551,1.63,0.81,0.01
2.021208,1.63,0.79,0.01
2.023625,1.63,0.78,0.01
2.025135,1.63,0.75,0.02
2.027847,1.63,0.72,0.02
2.029198,1.63,0.71,0.02
2.032642,1.63,0.68,0.02
2.033720,1.62,0.65,0.02
2.035382,1.62,0.63,0.02
2.036959,1.61,0.60,0.02
2.039097,1.59,0.57,0.02
2.041185,1.58,0.55,0.02
2.043507,1.57,0.52,0.02
2.045197,1.55,0.48,0.02
2.047423,1.54,0.47,0.02
2.049901,1.52,0.43,0.02
2.051648,1.49,0.39,0.01
2.053012,1.48,0.38,0.01
2.055885,1.46,0.34,0.01
2.057083,1.44,0.32,0.01
2.059565,1.41,0.29,0.01
2.061197,1.38,0.25,0.01
2.063549,1.37,0.24,0.01
2.068284,1.33,0.20,0.01
2.069223,1.30,0.17,0.01
2.069678,1.28,0.16,0.01
2.070925,1.24,0.13,0.01
2.072617,1.20,0.10,0.01
2.075311,1.19,0.08,0.02
2.077371,1.15,0.06,0.02
2.079943,1.10,0.04,0.02
2.080799,1.08,0.03,0.03
2.089120,1.05,0.01,0.03
2.090197,1.00,-0.01,0.04
2.090600,0.98,-0.02,0.04
2.090932,0.94,-0.03,0.05
2.091293,0.90,-0.04,0.06
2.093205,0.87,-0.05,0.07
2.094880,0.83,-0.06,0.08
2.097086,0.79,-0.06,0.09
2.099623,0.77,-0.07,0.09
2.101639,0.72,-0.07,0.11
2.103502,0.68,-0.07,0.12
2.105112,0.66,-0.08,0.13
2.107402,0.62,-0.08,0.14
2.108892,0.60,-0.08,0.15
2.111470,0.56,-0.08,0.16
2.112776,0.52,-0.08,0.18
2.115561,0.50,-0.08,0.19
2.116589,0.46,-0.08,0.20
2.119330,0.42,-0.08,0.21
2.120887,0.40,-0.07,0.22
2.123091,0.36,-0.07,0.23
2.124623,0.33,-0.07,0.25
2.126770,0.31,-0.07,0.26
2.128724,0.27,-0.07,0.27
2.132604,0.24,-0.07,0.29
2.133668,0.22,-0.07,0.29
2.135046,0.19,-0.06,0.31
2.136734,0.16,-0.07,0.32
2.138762,0.15,-0.06,0.33
2.140611,0.12,-0.06,0.34
2.142912,0.09,-0.06,0.35
2.144724,0.08,-0.06,0.36
2.146852,0.05,-0.07,0.37
2.149192,0.03,-0.07,0.38
2.150828,0.02,-0.08,0.38
2.152949,0.00,-0.08,0.39
2.155036,-0.02,-0.09,0.40
2.156559,-0.03,-0.09,0.40
2.158740,-0.05,-0.11,0.41
2.160755,-0.07,-0.12,0.42
2.162641,-0.07,-0.12,0.42
2.172222,-0.08,-0.14,0.42
2.174197,-0.09,-0.16,0.43
2.175587,-0.10,-0.17,0.43
2.177026,-0.11,-0.19,0.43
2.178709,-0.12,-0.21,0.43
2.180047,-0.12,-0.22,0.43
2.181498,-0.13,-0.25,0.43
2.182704,-0.13,-0.26,0.43
2.183984,-0.13,-0.29,0.43
2.184977,-0.13,-0.32,0.42
2.186326,-0.14,-0.33,0.42
2.187216,-0.13,-0.36,0.42
2.190162,-0.13,-0.39,0.41
2.191271,-0.13,-0.40,0.41
2.192816,-0.13,-0.43,0.41
2.195173,-0.12,-0.46,0.40
2.196815,-0.12,-0.48,0.40
2.198978,-0.12,-0.51,0.39
2.200722,-0.11,-0.54,0.38
2.203074,-0.10,-0.55,0.38
2.204718,-0.09,-0.58,0.38
2.206886,-0.08,-0.61,0.37
2.208657,-0.08,-0.63,0.37
2.210682,-0.06,-0.66,0.36
2.212622,-0.05,-0.68,0.36
2.215509,-0.04,-0.70,0.35
2.216696,-0.03,-0.73,0.35
2.218581,-0.01,-0.75,0.34
2.220760,-0.01,-0.77,0.34
2.222464,0.01,-0.79,0.33
2.224539,0.03,-0.82,0.33
2.226580,0.03,-0.83,0.32
2.228436,0.05,-0.85,0.32
2.231801,0.07,-0.87,0.32
2.233404,0.07,-0.89,0.31
2.234419,0.09,-0.91,0.31
2.236353,0.10,-0.92,0.31
2.238502,0.12,-0.94,0.30
2.240351,0.14,-0.96,0.30
2.242626,0.15,-0.97,0.30
2.244881,0.16,-0.99,0.30
2.246804,0.18,-1.00,0.29
2.250158,0.19,-1.01,0.30
2.251418,0.21,-1.03,0.29
2.252538,0.22,-1.04,0.29
2.254930,0.23,-1.04,0.29
2.256710,0.24,-1.05,0.29
2.258918,0.26,-1.07,0.29
2.260594,0.26,-1.07,0.29
2.262467,0.28,-1.08,0.29
2.271435,0.29,-1.09,0.30
2.272424,0.29,-1.09,0.30
2.272812,0.30,-1.09,0.30
2.273358,0.32,-1.10,0.30
2.273839,0.32,-1.10,0.31
2.274453,0.32,-1.10,0.31
2.276310,0.33,-1.10,0.31
2.278375,0.34,-1.10,0.31
2.283170,0.34,-1.10,0.32
2.284113,0.34,-1.10,0.32
2.284468,0.35,-1.10,0.33
2.286456,0.35,-1.10,0.33
