time,wx (rad/s),wy (rad/s),wz (rad/s)
0.977448,-0.69,0.44,0.20
0.979490,-0.67,0.60,0.23
0.983083,-0.64,0.75,0.27
0.984105,-0.63,0.82,0.29
0.985403,-0.61,0.94,0.32
0.987355,-0.59,1.04,0.36
0.990138,-0.58,1.08,0.37
0.991163,-0.55,1.15,0.41
0.993222,-0.53,1.20,0.43
0.995346,-0.51,1.22,0.45
0.997506,-0.48,1.24,0.47
0.999749,-0.45,1.25,0.49
1.001455,-0.44,1.25,0.49
1.003386,-0.40,1.22,0.50
1.005505,-0.37,1.19,0.51
1.007465,-0.35,1.17,0.52
1.009542,-0.32,1.11,0.52
1.011362,-0.29,1.05,0.53
1.013311,-0.27,1.01,0.52
1.015768,-0.23,0.94,0.52
1.017544,-0.20,0.88,0.51
1.019216,-0.17,0.85,0.50
1.021670,-0.11,0.84,0.45
1.023193,-0.08,0.84,0.42
1.025289,-0.01,0.83,0.38
1.027384,0.05,0.81,0.34
1.029463,0.08,0.78,0.32
1.033599,0.13,0.73,0.28
1.035779,0.17,0.68,0.25
1.037592,0.19,0.65,0.24
1.038849,0.22,0.58,0.22
1.040547,0.25,0.52,0.20
1.041704,0.26,0.48,0.19
1.043535,0.28,0.41,0.18
1.045306,0.30,0.36,0.18
1.047626,0.30,0.33,0.18
1.050581,0.30,0.29,0.19
1.052250,0.29,0.28,0.20
1.053454,0.29,0.28,0.21
1.055419,0.27,0.27,0.22
1.057736,0.25,0.27,0.24
1.059386,0.23,0.27,0.25
1.061359,0.18,0.26,0.27
1.063772,0.14,0.25,0.28
1.068157,0.11,0.24,0.28
1.069888,0.08,0.23,0.29
1.070738,0.05,0.22,0.30
1.071967,0.03,0.22,0.30
1.073503,-0.00,0.21,0.30
1.075257,-0.04,0.19,0.29
1.078004,-0.06,0.18,0.29
1.079068,-0.08,0.16,0.28
1.081337,-0.10,0.15,0.28
1.086489,-0.12,0.13,0.26
1.087424,-0.14,0.11,0.24
1.087817,-0.16,0.10,0.23
1.089563,-0.16,0.08,0.21
1.091370,-0.17,0.06,0.18
1.093299,-0.18,0.05,0.17
1.095394,-0.18,0.03,0.14
1.097419,-0.17,0.01,0.11
1.101903,-0.17,0.00,0.09
1.102899,-0.16,-0.02,0.06
1.103259,-0.14,-0.05,0.03
1.105431,-0.14,-0.06,0.02
1.107407,-0.12,-0.09,-0.01
1.109314,-0.11,-0.13,-0.03
1.111138,-0.09,-0.15,-0.04
1.113245,-0.08,-0.19,-0.07
1.115607,-0.07,-0.24,-0.09
1.117239,-0.07,-0.27,-0.10
1.119412,-0.06,-0.32,-0.11
1.121430,-0.05,-0.36,-0.13
1.123168,-0.05,-0.38,-0.13
1.125932,-0.05,-0.42,-0.15
1.127409,-0.05,-0.46,-0.15
1.129706,-0.05,-0.48,-0.16
1.133447,-0.05,-0.51,-0.16
1.134463,-0.05,-0.53,-0.16
1.135250,-0.05,-0.54,-0.16
1.137343,-0.05,-0.54,-0.16
1.139182,-0.05,-0.53,-0.16
1.142161,-0.05,-0.53,-0.16
1.143465,-0.05,-0.51,-0.15
1.145360,-0.06,-0.48,-0.15
1.147278,-0.06,-0.46,-0.14
1.149690,-0.07,-0.41,-0.13
1.151179,-0.08,-0.38,-0.12
1.153518,-0.09,-0.32,-0.10
1.155167,-0.10,-0.25,-0.08
1.157374,-0.11,-0.21,-0.06
1.159451,-0.13,-0.13,-0.04
1.161822,-0.15,-0.04,-0.01
1.163292,-0.16,-0.00,-0.00
1.166458,-0.18,0.08,0.02
1.167443,-0.21,0.15,0.04
1.170243,-0.22,0.18,0.05
1.171193,-0.24,0.23,0.07
1.173690,-0.26,0.27,0.09
1.175081,-0.27,0.29,0.09
1.177092,-0.29,0.31,0.10
1.178860,-0.31,0.33,0.10
1.181466,-0.31,0.34,0.10
1.186627,-0.32,0.35,0.10
1.187706,-0.34,0.36,0.10
1.188147,-0.34,0.37,0.09
1.189817,-0.35,0.38,0.08
1.190868,-0.35,0.39,0.07
1.193728,-0.35,0.39,0.06
1.194976,-0.35,0.40,0.05
1.197087,-0.35,0.40,0.04
1.199186,-0.35,0.40,0.03
1.201431,-0.34,0.40,0.02
1.203137,-0.33,0.40,0.01
1.205279,-0.33,0.40,0.01
1.207235,-0.32,0.40,0.00
1.209445,-0.31,0.40,0.00
1.211075,-0.31,0.39,0.00
1.213248,-0.30,0.37,-0.00
1.215772,-0.29,0.36,-0.00
1.217798,-0.28,0.34,-0.00
1.218822,-0.27,0.31,0.01
1.221080,-0.27,0.29,0.01
1.222945,-0.26,0.25,0.01
1.224928,-0.26,0.21,0.02
1.227073,-0.25,0.19,0.02
1.229030,-0.25,0.15,0.02
1.233717,-0.25,0.10,0.03
1.234943,-0.24,0.08,0.03
1.235455,-0.24,0.04,0.02
1.237626,-0.24,-0.00,0.02
1.239566,-0.24,-0.02,0.02
1.241608,-0.24,-0.06,0.02
1.243144,-0.23,-0.09,0.02
1.245156,-0.24,-0.10,0.02
1.247155,-0.23,-0.12,0.01
1.249548,-0.24,-0.14,0.01
1.251297,-0.23,-0.14,0.01
1.253055,-0.24,-0.15,0.01
1.255109,-0.23,-0.14,0.01
1.256880,-0.24,-0.14,0.01
1.258833,-0.24,-0.13,0.01
1.260767,-0.24,-0.11,0.01
1.263198,-0.24,-0.11,0.01
1.266352,-0.25,-0.09,0.01
1.267969,-0.25,-0.08,0.01
1.269173,-0.26,-0.06,0.01
1.271165,-0.26,-0.05,0.01
1.273032,-0.26,-0.04,0.01
1.275032,-0.26,-0.03,0.00
1.276974,-0.27,-0.02,-0.00
1.278980,-0.27,-0.01,-0.00
1.281090,-0.27,-0.01,-0.01
1.290996,-0.28,0.00,-0.01
1.292638,-0.28,0.01,-0.01
1.293956,-0.28,0.02,-0.02
1.295115,-0.28,0.02,-0.02
1.296167,-0.28,0.02,-0.02
1.297643,-0.28,0.03,-0.03
1.298939,-0.28,0.03,-0.03
1.300125,-0.28,0.03,-0.03
1.301664,-0.28,0.03,-0.03
1.302904,-0.28,0.03,-0.03
1.304087,-0.27,0.03,-0.03
1.305312,-0.26,0.02,-0.03
1.307098,-0.26,0.02,-0.03
1.308740,-0.26,0.01,-0.03
1.310993,-0.25,-0.00,-0.02
1.312751,-0.24,-0.02,-0.01
1.315503,-0.24,-0.03,-0.01
1.317051,-0.22,-0.05,0.01
1.318726,-0.22,-0.08,0.02
1.320878,-0.21,-0.09,0.03
1.322867,-0.20,-0.12,0.05
1.324714,-0.19,-0.15,0.07
1.326843,-0.19,-0.17,0.08
1.328716,-0.18,-0.20,0.10
1.330656,-0.18,-0.21,0.11
1.333216,-0.17,-0.24,0.13
1.335152,-0.16,-0.26,0.14
1.336970,-0.16,-0.27,0.16
1.338764,-0.15,-0.29,0.17
1.340614,-0.14,-0.31,0.19
1.342483,-0.14,-0.31,0.20
1.344698,-0.12,-0.32,0.22
1.346462,-0.10,-0.33,0.23
1.349101,-0.09,-0.33,0.23
1.351562,-0.06,-0.33,0.24
1.352810,-0.02,-0.32,0.24
1.354680,0.00,-0.31,0.23
1.357480,0.06,-0.28,0.23
1.359007,0.12,-0.25,0.20
1.360945,0.15,-0.24,0.19
1.363059,0.22,-0.22,0.17
1.368005,0.29,-0.23,0.15
1.370070,0.32,-0.25,0.14
1.371529,0.38,-0.35,0.14
1.373542,0.44,-0.47,0.13
1.374836,0.48,-0.53,0.13
1.376610,0.54,-0.63,0.13
1.377502,0.60,-0.73,0.12
1.378851,0.63,-0.77,0.12
1.381148,0.69,-0.86,0.12
1.391060,0.75,-0.95,0.12
1.393135,0.78,-0.99,0.12
1.394490,0.84,-1.07,0.12
1.395592,0.89,-1.15,0.12
1.397370,0.92,-1.19,0.12
1.397864,0.97,-1.28,0.11
1.398204,1.00,-1.32,0.09
1.398536,1.06,-1.42,0.06
1.398886,1.11,-1.49,0.04
1.402553,1.15,-1.48,0.04
1.403409,1.23,-1.35,0.05
1.404742,1.30,-1.24,0.07
1.406662,1.34,-1.20,0.07
1.408683,1.41,-1.11,0.08
1.410764,1.47,-1.03,0.09
1.412844,1.49,-0.99,0.10
1.415431,1.54,-0.93,0.11
1.417763,1.59,-0.87,0.12
1.418674,1.62,-0.85,0.13
1.420793,1.66,-0.80,0.14
1.422485,1.70,-0.76,0.14
1.424656,1.71,-0.74,0.15
1.426549,1.75,-0.71,0.16
1.428319,1.77,-0.68,0.16
1.430551,1.78,-0.66,0.17
1.432841,1.80,-0.64,0.18
1.434899,1.82,-0.62,0.18
1.436728,1.83,-0.61,0.18
1.439058,1.84,-0.60,0.19
1.440473,1.85,-0.58,0.20
1.442650,1.85,-0.58,0.20
1.444555,1.85,-0.57,0.21
1.446434,1.85,-0.56,0.21
1.449499,1.85,-0.55,0.21
1.450753,1.84,-0.54,0.22
1.452866,1.84,-0.53,0.22
1.454763,1.83,-0.52,0.22
1.456423,1.83,-0.51,0.22
1.458396,1.82,-0.51,0.22
1.460233,1.80,-0.50,0.23
1.462360,1.78,-0.49,0.23
1.471340,1.77,-0.49,0.23
1.472842,1.75,-0.48,0.23
1.473390,1.72,-0.48,0.23
1.474118,1.71,-0.47,0.23
1.474655,1.68,-0.47,0.23
1.475128,1.65,-0.47,0.22
1.476500,1.63,-0.47,0.22
1.478460,1.59,-0.46,0.22
1.480635,1.55,-0.46,0.22
1.483999,1.53,-0.46,0.22
1.485294,1.48,-0.46,0.21
1.486506,1.44,-0.47,0.20
1.488607,1.41,-0.47,0.20
1.490271,1.36,-0.47,0.19
1.492643,1.30,-0.47,0.19
1.494378,1.27,-0.48,0.18
1.498801,1.22,-0.48,0.17
1.499774,1.16,-0.49,0.16
1.500568,1.12,-0.50,0.16
1.502430,1.07,-0.50,0.15
1.504517,1.00,-0.51,0.14
1.506414,0.97,-0.51,0.13
1.508604,0.91,-0.52,0.12
1.510311,0.85,-0.54,0.11
1.512641,0.81,-0.54,0.10
1.515762,0.75,-0.55,0.08
1.517299,0.72,-0.56,0.08
1.518458,0.66,-0.57,0.07
1.520695,0.60,-0.58,0.05
1.522580,0.57,-0.58,0.05
1.524833,0.51,-0.60,0.04
1.526778,0.45,-0.61,0.02
1.528784,0.43,-0.61,0.02
1.530480,0.38,-0.62,0.00
1.532560,0.32,-0.63,-0.01
1.534323,0.30,-0.64,-0.02
1.536461,0.26,-0.65,-0.03
1.538304,0.21,-0.66,-0.04
1.540194,0.19,-0.66,-0.04
1.542301,0.15,-0.67,-0.06
1.544184,0.11,-0.68,-0.07
1.546299,0.09,-0.68,-0.07
1.549181,0.05,-0.69,-0.08
1.551191,0.02,-0.69,-0.09
1.553755,0.01,-0.69,-0.10
1.554332,-0.02,-0.70,-0.11
1.556382,-0.05,-0.70,-0.12
1.558391,-0.06,-0.71,-0.12
1.560087,-0.08,-0.71,-0.13
1.562246,-0.10,-0.71,-0.14
1.565747,-0.11,-0.71,-0.15
1.566616,-0.12,-0.71,-0.15
1.568299,-0.13,-0.71,-0.16
1.570250,-0.14,-0.71,-0.16
1.572199,-0.14,-0.71,-0.17
1.574380,-0.14,-0.71,-0.18
1.576518,-0.14,-0.71,-0.19
1.578631,-0.13,-0.70,-0.19
1.580788,-0.12,-0.70,-0.20
1.588581,-0.12,-0.70,-0.20
1.590274,-0.10,-0.70,-0.21
1.591411,-0.09,-0.70,-0.21
1.592708,-0.07,-0.69,-0.22
1.593750,-0.04,-0.68,-0.22
1.594930,-0.02,-0.68,-0.23
1.596145,0.00,-0.67,-0.23
1.597495,0.04,-0.66,-0.23
1.598699,0.06,-0.66,-0.23
1.602042,0.11,-0.65,-0.24
1.603003,0.15,-0.64,-0.24
1.604466,0.18,-0.64,-0.24
1.606302,0.23,-0.63,-0.25
1.608088,0.29,-0.62,-0.25
1.610574,0.32,-0.62,-0.25
1.612169,0.38,-0.60,-0.25
1.615230,0.44,-0.59,-0.25
1.616323,0.47,-0.59,-0.26
1.618277,0.53,-0.58,-0.26
1.620169,0.60,-0.57,-0.26
1.622199,0.64,-0.56,-0.26
1.624021,0.71,-0.55,-0.26
1.626186,0.77,-0.54,-0.26
1.628197,0.81,-0.53,-0.26
1.630216,0.88,-0.52,-0.26
1.632113,0.96,-0.51,-0.26
1.634515,0.99,-0.50,-0.26
1.636508,1.07,-0.49,-0.26
1.638415,1.14,-0.48,-0.27
1.640054,1.18,-0.48,-0.27
1.642199,1.26,-0.47,-0.27
1.644321,1.33,-0.46,-0.27
1.646203,1.37,-0.46,-0.27
1.648763,1.45,-0.45,-0.27
1.650764,1.49,-0.44,-0.27
1.652495,1.56,-0.43,-0.27
1.654866,1.64,-0.43,-0.27
1.656514,1.67,-0.42,-0.27
1.658531,1.75,-0.42,-0.28
1.660263,1.82,-0.41,-0.28
1.662510,1.86,-0.41,-0.28
1.665924,1.93,-0.40,-0.29
1.667623,2.00,-0.40,-0.29
1.668706,2.04,-0.39,-0.30
1.670781,2.11,-0.39,-0.30
1.672305,2.17,-0.38,-0.30
1.674488,2.20,-0.38,-0.31
1.676399,2.27,-0.38,-0.31
1.678340,2.34,-0.37,-0.32
1.680525,2.36,-0.37,-0.32
1.687294,2.42,-0.37,-0.33
1.688467,2.48,-0.36,-0.34
1.688850,2.51,-0.36,-0.34
1.689215,2.55,-0.36,-0.35
1.690284,2.60,-0.35,-0.36
1.692575,2.63,-0.35,-0.36
1.694062,2.67,-0.35,-0.37
1.696195,2.71,-0.35,-0.38
1.698883,2.73,-0.34,-0.39
1.700161,2.75,-0.35,-0.40
1.702016,2.79,-0.34,-0.41
1.703942,2.79,-0.34,-0.41
1.705934,2.82,-0.34,-0.42
1.707995,2.82,-0.34,-0.43
1.709965,2.84,-0.34,-0.44
1.711982,2.85,-0.34,-0.45
1.715367,2.85,-0.34,-0.46
1.716451,2.85,-0.33,-0.47
1.718334,2.85,-0.33,-0.48
1.720085,2.84,-0.33,-0.49
1.722071,2.84,-0.32,-0.50
1.723892,2.82,-0.32,-0.51
1.726183,2.81,-0.32,-0.51
1.727831,2.79,-0.31,-0.53
1.730277,2.77,-0.31,-0.54
1.733820,2.75,-0.31,-0.54
1.735647,2.72,-0.30,-0.56
1.738121,2.69,-0.29,-0.57
1.739395,2.67,-0.29,-0.57
1.740814,2.63,-0.28,-0.58
1.742213,2.58,-0.27,-0.59
1.744138,2.56,-0.26,-0.59
1.746090,2.51,-0.25,-0.61
1.749164,2.46,-0.24,-0.61
1.750882,2.43,-0.23,-0.62
1.752773,2.37,-0.22,-0.63
1.754908,2.32,-0.20,-0.64
1.756090,2.29,-0.20,-0.64
1.758234,2.23,-0.18,-0.65
1.760308,2.16,-0.16,-0.66
1.762216,2.13,-0.15,-0.66
1.764269,2.07,-0.14,-0.66
1.767364,2.00,-0.11,-0.67
1.768450,1.97,-0.10,-0.67
1.770386,1.90,-0.08,-0.68
1.772086,1.83,-0.06,-0.68
1.774072,1.80,-0.05,-0.69
1.776197,1.73,-0.02,-0.69
1.778271,1.69,-0.01,-0.69
1.780294,1.62,0.01,-0.69
1.786208,1.56,0.04,-0.70
1.787125,1.52,0.05,-0.70
1.787482,1.45,0.08,-0.70
1.788032,1.39,0.11,-0.70
1.789922,1.35,0.12,-0.70
1.791890,1.29,0.15,-0.70
1.794732,1.22,0.18,-0.70
1.796070,1.20,0.20,-0.71
1.800757,1.14,0.23,-0.70
1.801715,1.08,0.26,-0.70
1.802109,1.06,0.27,-0.71
1.803856,1.01,0.29,-0.70
1.806445,0.98,0.31,-0.70
1.807819,0.96,0.32,-0.70
1.810666,0.93,0.33,-0.70
1.811909,0.90,0.35,-0.70
1.814049,0.88,0.37,-0.70
1.816227,0.86,0.39,-0.70
1.817659,0.83,0.41,-0.69
1.819642,0.82,0.41,-0.69
1.821774,0.80,0.44,-0.69
1.823850,0.78,0.46,-0.69
1.825883,0.78,0.47,-0.68
1.827860,0.77,0.49,-0.68
1.829796,0.76,0.51,-0.68
1.833089,0.75,0.53,-0.68
1.835120,0.75,0.55,-0.67
1.836836,0.75,0.56,-0.67
1.838455,0.76,0.58,-0.66
1.839733,0.77,0.61,-0.66
1.841895,0.77,0.62,-0.66
1.843766,0.79,0.64,-0.65
1.845801,0.81,0.66,-0.65
1.849347,0.81,0.67,-0.64
1.851133,0.84,0.70,-0.64
1.852175,0.87,0.72,-0.63
1.854657,0.88,0.73,-0.63
1.855810,0.92,0.75,-0.63
1.858915,0.95,0.77,-0.62
1.859924,0.97,0.78,-0.61
1.861918,1.01,0.80,-0.61
1.864124,1.05,0.81,-0.60
1.867327,1.08,0.82,-0.60
1.869279,1.12,0.85,-0.59
1.870610,1.17,0.86,-0.59
1.872093,1.19,0.87,-0.59
1.874455,1.24,0.89,-0.58
1.875804,1.30,0.90,-0.58
1.878322,1.32,0.91,-0.57
1.879882,1.37,0.92,-0.57
1.884296,1.42,0.94,-0.56
1.885445,1.44,0.94,-0.56
1.885825,1.50,0.96,-0.55
1.887973,1.55,0.97,-0.55
1.890519,1.58,0.98,-0.54
1.891835,1.63,0.99,-0.54
1.894542,1.66,1.00,-0.54
1.895889,1.71,1.00,-0.53
1.898994,1.76,1.01,-0.53
1.899910,1.78,1.02,-0.52
1.902385,1.83,1.02,-0.52
1.904018,1.88,1.03,-0.52
1.906641,1.90,1.04,-0.51
1.907662,1.95,1.04,-0.51
1.910375,2.00,1.05,-0.51
1.911737,2.02,1.05,-0.50
1.914207,2.06,1.06,-0.50
1.916288,2.11,1.06,-0.50
1.917741,2.13,1.06,-0.50
1.919718,2.17,1.06,-0.50
1.922631,2.21,1.06,-0.49
1.923956,2.23,1.07,-0.49
1.926485,2.26,1.06,-0.49
1.927462,2.29,1.07,-0.49
1.929966,2.31,1.06,-0.49
1.932285,2.34,1.06,-0.49
1.933834,2.36,1.06,-0.49
1.935706,2.38,1.06,-0.49
1.937943,2.40,1.05,-0.49
1.939389,2.42,1.05,-0.49
1.942306,2.43,1.05,-0.49
1.943698,2.44,1.05,-0.49
1.946079,2.45,1.05,-0.49
1.948631,2.45,1.04,-0.49
1.949576,2.46,1.04,-0.49
1.951963,2.46,1.03,-0.49
1.954431,2.46,1.03,-0.50
1.955346,2.46,1.02,-0.50
1.957800,2.46,1.02,-0.50
1.959662,2.45,1.01,-0.50
1.962462,2.44,1.00,-0.51
1.963904,2.43,1.00,-0.51
1.966242,2.41,0.99,-0.51
1.967834,2.40,0.98,-0.51
1.970461,2.38,0.98,-0.52
1.971927,2.36,0.97,-0.52
1.973685,2.34,0.96,-0.52
1.975568,2.32,0.95,-0.53
1.978596,2.30,0.94,-0.53
1.979266,2.26,0.93,-0.54
1.984631,2.25,0.93,-0.54
1.985554,2.21,0.92,-0.54
1.985914,2.17,0.91,-0.54
1.987787,2.16,0.91,-0.55
1.990413,2.11,0.90,-0.55
1.991903,2.07,0.89,-0.55
1.994259,2.05,0.89,-0.55
1.995608,2.01,0.88,-0.56
1.999821,1.96,0.87,-0.56
2.000827,1.93,0.87,-0.56
2.001634,1.88,0.86,-0.56
2.004032,1.83,0.86,-0.56
2.005705,1.81,0.86,-0.57
2.007725,1.75,0.86,-0.57
2.009949,1.70,0.85,-0.57
2.011915,1.67,0.85,-0.57
2.013750,1.61,0.85,-0.57
2.017183,1.56,0.85,-0.57
2.018824,1.53,0.85,-0.57
2.019763,1.48,0.85,-0.57
2.021768,1.45,0.85,-0.57
2.023538,1.39,0.85,-0.57
2.025696,1.33,0.85,-0.56
2.027689,1.30,0.85,-0.56
2.029442,1.25,0.86,-0.56
2.032496,1.19,0.86,-0.56
2.034221,1.16,0.86,-0.55
2.035805,1.11,0.87,-0.55
2.037941,1.05,0.88,-0.55
2.039809,1.02,0.88,-0.54
2.041780,0.97,0.89,-0.54
2.043585,0.92,0.90,-0.53
2.045458,0.89,0.90,-0.53
2.049617,0.84,0.91,-0.52
2.050810,0.79,0.92,-0.52
2.051913,0.77,0.93,-0.51
2.053969,0.72,0.94,-0.50
2.055674,0.67,0.95,-0.50
2.057614,0.65,0.95,-0.49
2.059622,0.60,0.97,-0.48
2.061477,0.56,0.99,-0.47
2.070993,0.54,0.99,-0.47
2.071933,0.50,1.01,-0.46
2.072412,0.46,1.03,-0.45
2.072788,0.44,1.03,-0.44
2.073149,0.40,1.05,-0.43
2.073490,0.37,1.06,-0.42
2.075525,0.35,1.07,-0.42
2.077790,0.32,1.09,-0.40
2.079685,0.31,1.10,-0.40
2.081913,0.28,1.11,-0.39
2.083558,0.25,1.13,-0.38
2.085672,0.24,1.14,-0.37
2.087662,0.22,1.16,-0.36
2.090134,0.19,1.17,-0.35
2.091561,0.19,1.18,-0.34
2.093714,0.17,1.20,-0.33
2.095546,0.15,1.21,-0.32
2.098427,0.14,1.22,-0.31
2.099205,0.13,1.24,-0.30
2.102068,0.13,1.25,-0.29
2.103822,0.12,1.26,-0.28
2.106199,0.12,1.27,-0.27
2.107608,0.11,1.29,-0.26
2.110086,0.11,1.29,-0.25
2.111399,0.11,1.30,-0.24
2.113522,0.11,1.31,-0.23
2.115972,0.12,1.32,-0.22
2.118038,0.12,1.34,-0.21
2.119364,0.12,1.34,-0.20
2.122305,0.13,1.35,-0.19
2.123465,0.13,1.36,-0.19
2.125468,0.14,1.37,-0.18
2.127183,0.14,1.37,-0.17
2.129782,0.16,1.38,-0.16
2.132481,0.17,1.39,-0.15
2.133409,0.18,1.39,-0.15
2.135325,0.19,1.40,-0.14
2.138240,0.19,1.40,-0.14
2.139390,0.21,1.40,-0.13
2.141471,0.23,1.40,-0.12
2.143399,0.24,1.40,-0.12
2.145185,0.26,1.41,-0.11
2.148838,0.27,1.41,-0.11
2.150374,0.28,1.41,-0.10
2.151443,0.30,1.41,-0.10
2.153442,0.32,1.40,-0.09
2.155299,0.33,1.40,-0.09
2.157344,0.35,1.40,-0.09
2.159594,0.37,1.39,-0.08
2.161246,0.38,1.39,-0.09
2.164045,0.40,1.38,-0.08
2.167656,0.42,1.38,-0.08
2.169536,0.43,1.37,-0.08
2.170750,0.45,1.36,-0.08
2.171882,0.48,1.35,-0.08
2.173277,0.49,1.35,-0.07
2.175328,0.50,1.34,-0.07
2.177396,0.52,1.32,-0.07
2.179019,0.54,1.32,-0.07
2.182205,0.56,1.30,-0.07
2.183287,0.57,1.29,-0.08
2.185154,0.58,1.29,-0.08
2.186935,0.60,1.27,-0.08
2.189198,0.62,1.25,-0.08
2.191251,0.63,1.24,-0.08
2.193089,0.64,1.22,-0.09
2.194882,0.65,1.22,-0.09
2.197734,0.66,1.20,-0.09
2.199103,0.67,1.18,-0.10
2.200956,0.67,1.17,-0.10
2.202890,0.69,1.15,-0.10
2.205324,0.69,1.12,-0.11
2.207720,0.70,1.11,-0.11
2.209108,0.71,1.09,-0.12
2.211225,0.71,1.07,-0.13
2.213051,0.71,1.05,-0.13
2.216019,0.71,1.03,-0.14
2.217189,0.72,1.01,-0.14
2.218911,0.72,1.00,-0.15
2.222147,0.71,0.97,-0.16
2.223090,0.71,0.95,-0.17
2.225148,0.71,0.93,-0.17
2.226927,0.70,0.91,-0.18
2.228763,0.70,0.88,-0.19
2.230997,0.69,0.87,-0.19
2.232976,0.69,0.84,-0.20
2.234784,0.67,0.81,-0.21
2.236966,0.67,0.80,-0.21
2.239071,0.65,0.77,-0.22
2.240988,0.64,0.75,-0.23
2.243101,0.63,0.73,-0.23
2.244858,0.61,0.71,-0.24
2.247810,0.59,0.68,-0.25
2.249302,0.58,0.67,-0.26
2.251029,0.56,0.64,-0.27
2.253226,0.54,0.62,-0.27
2.254870,0.52,0.60,-0.28
2.256954,0.49,0.58,-0.29
2.258901,0.46,0.55,-0.30
2.260755,0.45,0.54,-0.30
2.262971,0.42,0.51,-0.31
2.264913,0.40,0.50,-0.31
2.266781,0.37,0.48,-0.32
2.268683,0.33,0.45,-0.33
2.270981,0.32,0.44,-0.33
2.272825,0.28,0.42,-0.34
2.274784,0.24,0.40,-0.35
2.276827,0.22,0.38,-0.35
2.278840,0.18,0.36,-0.36
2.283584,0.14,0.34,-0.37
2.284487,0.12,0.33,-0.37
2.285431,0.08,0.31,-0.37
2.287133,0.03,0.29,-0.38
2.289323,0.01,0.28,-0.38
2.291319,-0.04,0.26,-0.39
2.293569,-0.08,0.24,-0.39
2.295078,-0.10,0.24,-0.39
2.299585,-0.15,0.22,-0.40
2.300507,-0.19,0.20,-0.40
2.300890,-0.22,0.19,-0.40
2.303300,-0.27,0.18,-0.40
2.305024,-0.32,0.17,-0.40
2.307031,-0.34,0.16,-0.40
2.308964,-0.38,0.15,-0.41
2.310992,-0.43,0.14,-0.40
2.313246,-0.46,0.13,-0.40
2.315384,-0.51,0.12,-0.40
2.316870,-0.53,0.12,-0.40
2.319668,-0.58,0.11,-0.40
2.320988,-0.63,0.11,-0.40
2.323060,-0.65,0.10,-0.39
2.324658,-0.70,0.10,-0.39
2.327177,-0.75,0.09,-0.39
2.328931,-0.77,0.09,-0.38
2.331921,-0.82,0.08,-0.38
2.332843,-0.87,0.08,-0.37
2.335355,-0.89,0.09,-0.37
2.336818,-0.94,0.08,-0.37
