time,wx (rad/s),wy (rad/s),wz (rad/s)
14.646982,0.77,-0.97,0.34
14.647761,0.77,-0.97,0.34
14.648811,0.76,-0.97,0.33
14.649705,0.75,-0.96,0.33
14.650724,0.75,-0.96,0.33
14.651619,0.74,-0.96,0.32
14.653089,0.73,-0.95,0.32
14.654646,0.72,-0.95,0.31
14.658087,0.71,-0.94,0.31
14.659919,0.70,-0.94,0.31
14.661194,0.70,-0.93,0.31
14.662335,0.69,-0.93,0.30
14.664191,0.68,-0.92,0.30
14.666077,0.68,-0.92,0.30
14.668498,0.67,-0.91,0.29
14.670798,0.67,-0.91,0.29
14.672533,0.66,-0.91,0.29
14.675507,0.65,-0.90,0.28
14.676190,0.64,-0.90,0.28
14.678321,0.63,-0.89,0.27
14.680050,0.62,-0.89,0.27
14.682399,0.62,-0.88,0.27
14.684135,0.61,-0.88,0.26
14.687270,0.60,-0.87,0.26
14.688103,0.60,-0.87,0.26
14.690746,0.59,-0.86,0.25
14.692385,0.57,-0.85,0.25
14.695303,0.57,-0.85,0.25
14.696197,0.56,-0.84,0.24
14.698231,0.55,-0.84,0.24
14.700057,0.55,-0.83,0.24
14.702642,0.53,-0.83,0.23
14.705241,0.52,-0.82,0.23
14.706368,0.52,-0.82,0.23
14.708166,0.51,-0.81,0.23
14.711072,0.50,-0.80,0.23
14.712108,0.49,-0.80,0.22
14.714320,0.48,-0.79,0.22
14.716055,0.47,-0.78,0.22
14.718458,0.47,-0.78,0.21
14.724028,0.46,-0.77,0.21
14.725176,0.45,-0.76,0.21
14.725546,0.44,-0.76,0.21
14.726704,0.43,-0.75,0.20
14.728207,0.42,-0.75,0.20
14.731303,0.42,-0.73,0.20
14.732003,0.40,-0.73,0.19
14.734170,0.40,-0.72,0.19
14.746140,0.39,-0.72,0.19
14.747029,0.38,-0.71,0.19
14.747366,0.37,-0.70,0.19
14.747707,0.36,-0.69,0.19
14.748041,0.35,-0.69,0.18
14.748570,0.35,-0.68,0.18
14.748896,0.33,-0.67,0.18
14.750491,0.32,-0.66,0.17
14.752052,0.32,-0.66,0.17
14.754416,0.30,-0.65,0.17
14.756052,0.29,-0.64,0.17
14.758341,0.29,-0.63,0.17
14.759963,0.27,-0.62,0.16
14.762704,0.27,-0.61,0.16
14.764013,0.26,-0.61,0.16
14.766230,0.25,-0.60,0.16
14.767966,0.24,-0.59,0.16
14.771302,0.23,-0.59,0.16
14.773205,0.22,-0.57,0.16
14.774447,0.21,-0.56,0.16
14.776073,0.20,-0.56,0.15
14.778011,0.19,-0.55,0.15
14.780061,0.18,-0.54,0.15
14.782326,0.18,-0.53,0.15
14.784019,0.16,-0.52,0.14
14.787663,0.16,-0.52,0.15
14.789456,0.15,-0.51,0.14
14.790601,0.14,-0.50,0.14
14.793008,0.12,-0.49,0.14
14.794696,0.12,-0.48,0.14
14.796201,0.11,-0.47,0.14
14.798560,0.10,-0.47,0.14
14.799951,0.09,-0.46,0.13
14.802053,0.08,-0.45,0.13
14.804108,0.07,-0.44,0.13
14.807161,0.06,-0.43,0.13
14.808002,0.05,-0.42,0.13
14.810819,0.04,-0.42,0.13
14.812127,0.03,-0.40,0.12
14.814389,0.02,-0.39,0.12
14.815972,0.01,-0.39,0.12
14.817747,0.00,-0.38,0.12
14.825785,-0.01,-0.37,0.12
14.826722,-0.02,-0.36,0.12
14.827111,-0.03,-0.35,0.12
14.827444,-0.04,-0.34,0.11
14.827913,-0.05,-0.33,0.11
14.830776,-0.06,-0.32,0.11
14.831875,-0.07,-0.31,0.11
14.833873,-0.08,-0.31,0.11
14.843193,-0.09,-0.30,0.11
14.844224,-0.10,-0.29,0.11
14.844804,-0.11,-0.28,0.11
14.845129,-0.11,-0.27,0.10
14.845459,-0.13,-0.26,0.10
14.845817,-0.14,-0.26,0.10
14.847987,-0.15,-0.25,0.10
14.850360,-0.16,-0.23,0.10
14.851962,-0.17,-0.23,0.09
14.854748,-0.18,-0.22,0.09
14.856135,-0.19,-0.21,0.09
14.858236,-0.20,-0.20,0.09
14.860058,-0.21,-0.19,0.09
14.861986,-0.22,-0.19,0.09
14.863807,-0.22,-0.17,0.09
14.865966,-0.24,-0.16,0.08
14.868140,-0.24,-0.16,0.08
14.871367,-0.25,-0.15,0.08
14.873335,-0.27,-0.14,0.08
14.875242,-0.27,-0.13,0.08
14.876912,-0.28,-0.12,0.08
14.878147,-0.29,-0.12,0.07
14.880186,-0.30,-0.11,0.07
14.882093,-0.31,-0.10,0.07
14.883982,-0.33,-0.09,0.07
14.887462,-0.33,-0.08,0.07
14.889407,-0.34,-0.08,0.07
14.890921,-0.36,-0.06,0.06
14.892911,-0.36,-0.06,0.06
14.894375,-0.37,-0.05,0.06
14.896122,-0.39,-0.04,0.06
14.897808,-0.39,-0.04,0.06
14.899913,-0.40,-0.03,0.05
14.902726,-0.41,-0.01,0.05
14.904990,-0.42,-0.01,0.05
14.905889,-0.43,0.00,0.05
14.907865,-0.44,0.01,0.05
14.909879,-0.45,0.01,0.05
14.911758,-0.46,0.03,0.04
14.914258,-0.47,0.03,0.04
14.915869,-0.48,0.04,0.04
14.918029,-0.49,0.05,0.04
14.925643,-0.50,0.05,0.04
14.926922,-0.51,0.06,0.03
14.927585,-0.52,0.07,0.03
14.928099,-0.52,0.08,0.03
14.928766,-0.54,0.09,0.03
14.929941,-0.55,0.10,0.03
14.931811,-0.55,0.10,0.03
14.933852,-0.57,0.11,0.02
14.936056,-0.58,0.12,0.02
14.946648,-0.58,0.13,0.02
14.947733,-0.59,0.14,0.02
14.948167,-0.60,0.15,0.02
14.948676,-0.61,0.15,0.01
14.949087,-0.62,0.16,0.01
14.949505,-0.63,0.17,0.01
14.949902,-0.64,0.17,0.01
14.951770,-0.65,0.19,0.00
14.957174,-0.66,0.20,0.00
14.958376,-0.67,0.20,0.00
14.959058,-0.68,0.21,-0.00
14.959670,-0.69,0.22,-0.00
14.962129,-0.69,0.22,-0.00
14.963921,-0.70,0.24,-0.01
14.965717,-0.71,0.24,-0.01
14.967710,-0.72,0.25,-0.01
14.970607,-0.73,0.26,-0.01
14.972419,-0.74,0.27,-0.01
14.973952,-0.74,0.27,-0.02
14.975617,-0.76,0.28,-0.02
14.977831,-0.76,0.29,-0.02
14.979774,-0.77,0.30,-0.02
14.981882,-0.78,0.31,-0.02
14.983470,-0.79,0.31,-0.02
14.987025,-0.80,0.32,-0.03
14.987705,-0.81,0.33,-0.03
14.989733,-0.81,0.34,-0.03
14.991573,-0.83,0.35,-0.03
14.993824,-0.84,0.35,-0.03
14.995611,-0.84,0.36,-0.03
14.997556,-0.85,0.37,-0.04
14.999539,-0.86,0.38,-0.04
15.001957,-0.87,0.38,-0.04
15.003999,-0.88,0.39,-0.04
15.006516,-0.89,0.40,-0.04
15.007732,-0.90,0.41,-0.05
15.010253,-0.91,0.41,-0.05
15.011819,-0.92,0.42,-0.05
15.013717,-0.92,0.43,-0.05
15.015529,-0.93,0.44,-0.05
15.017639,-0.94,0.44,-0.06
15.020745,-0.95,0.45,-0.06
15.021497,-0.96,0.46,-0.06
15.023764,-0.96,0.46,-0.06
15.026238,-0.97,0.47,-0.07
15.027467,-0.99,0.48,-0.07
15.030244,-0.99,0.48,-0.07
15.031492,-1.00,0.49,-0.07
15.034079,-1.01,0.50,-0.07
15.035727,-1.01,0.51,-0.08
15.041924,-1.02,0.52,-0.08
15.042990,-1.03,0.52,-0.08
15.043348,-1.04,0.53,-0.08
15.043686,-1.05,0.53,-0.08
15.046314,-1.06,0.54,-0.09
15.047899,-1.06,0.55,-0.09
15.050172,-1.07,0.56,-0.09
15.051490,-1.08,0.56,-0.09
15.064703,-1.08,0.57,-0.10
15.066737,-1.10,0.58,-0.10
15.068066,-1.11,0.58,-0.10
15.070131,-1.11,0.59,-0.10
15.071763,-1.12,0.60,-0.11
15.073496,-1.13,0.60,-0.11
15.075357,-1.14,0.61,-0.11
15.077107,-1.14,0.62,-0.11
15.077987,-1.15,0.62,-0.12
15.078999,-1.16,0.63,-0.12
15.080146,-1.17,0.63,-0.12
15.081652,-1.18,0.64,-0.12
15.082537,-1.18,0.65,-0.13
15.083534,-1.19,0.65,-0.13
15.084466,-1.20,0.66,-0.14
15.085790,-1.20,0.66,-0.14
15.086743,-1.21,0.67,-0.14
15.088021,-1.21,0.67,-0.14
15.089437,-1.22,0.68,-0.15
15.092148,-1.23,0.69,-0.15
15.093763,-1.24,0.69,-0.15
15.095769,-1.24,0.70,-0.16
15.098253,-1.25,0.71,-0.16
15.099727,-1.26,0.71,-0.16
15.101837,-1.27,0.71,-0.17
15.104071,-1.27,0.72,-0.17
15.106229,-1.28,0.73,-0.17
15.108294,-1.28,0.73,-0.18
15.109599,-1.30,0.74,-0.18
15.111402,-1.30,0.74,-0.18
15.113481,-1.30,0.75,-0.19
15.115454,-1.31,0.75,-0.19
15.117558,-1.32,0.75,-0.20
15.123855,-1.32,0.76,-0.20
15.124922,-1.33,0.77,-0.20
15.125353,-1.33,0.77,-0.21
15.125697,-1.34,0.77,-0.21
15.127657,-1.35,0.78,-0.21
15.130155,-1.35,0.79,-0.22
15.131420,-1.36,0.79,-0.22
15.133803,-1.36,0.79,-0.23
15.135700,-1.37,0.80,-0.23
15.141472,-1.37,0.80,-0.24
15.142470,-1.38,0.81,-0.24
15.142854,-1.39,0.81,-0.24
15.144077,-1.39,0.81,-0.25
15.145221,-1.39,0.82,-0.25
15.147300,-1.40,0.82,-0.25
15.149195,-1.41,0.82,-0.26
15.151338,-1.41,0.83,-0.26
15.154314,-1.42,0.83,-0.27
15.155387,-1.42,0.84,-0.27
15.157783,-1.42,0.84,-0.27
15.159485,-1.43,0.84,-0.28
15.161698,-1.44,0.85,-0.28
15.163035,-1.44,0.85,-0.29
15.165334,-1.44,0.85,-0.29
15.167223,-1.45,0.85,-0.30
15.170600,-1.45,0.86,-0.30
15.171469,-1.46,0.86,-0.30
15.173717,-1.46,0.86,-0.31
15.175647,-1.46,0.87,-0.31
15.177796,-1.47,0.87,-0.31
15.179573,-1.48,0.87,-0.32
15.181908,-1.47,0.88,-0.32
15.183104,-1.48,0.88,-0.33
15.185772,-1.49,0.88,-0.33
15.187793,-1.49,0.88,-0.33
15.189399,-1.49,0.89,-0.34
15.191249,-1.49,0.89,-0.34
15.193603,-1.50,0.89,-0.34
15.195278,-1.50,0.90,-0.35
15.197287,-1.51,0.90,-0.35
15.199242,-1.51,0.90,-0.35
15.201914,-1.51,0.91,-0.36
15.204218,-1.51,0.91,-0.37
15.205081,-1.51,0.91,-0.37
15.207099,-1.52,0.91,-0.37
15.210064,-1.52,0.91,-0.37
15.211446,-1.52,0.91,-0.38
15.213345,-1.53,0.92,-0.38
15.215351,-1.53,0.92,-0.39
15.217623,-1.53,0.93,-0.39
15.228133,-1.53,0.93,-0.39
15.229569,-1.53,0.93,-0.39
15.230710,-1.53,0.93,-0.40
15.231766,-1.54,0.93,-0.40
15.232718,-1.54,0.93,-0.41
15.233584,-1.54,0.94,-0.41
15.234398,-1.54,0.94,-0.41
15.235504,-1.55,0.94,-0.42
15.236580,-1.55,0.95,-0.42
15.237760,-1.55,0.94,-0.43
15.247399,-1.55,0.95,-0.43
15.249562,-1.55,0.95,-0.43
15.250463,-1.55,0.95,-0.44
15.251677,-1.55,0.95,-0.44
15.253072,-1.55,0.95,-0.44
15.254278,-1.56,0.95,-0.45
15.255834,-1.55,0.96,-0.45
15.257293,-1.55,0.96,-0.45
15.258692,-1.55,0.96,-0.45
15.259670,-1.56,0.96,-0.46
15.260532,-1.56,0.96,-0.46
15.261558,-1.56,0.96,-0.46
15.264432,-1.56,0.96,-0.47
15.265361,-1.56,0.96,-0.47
15.267284,-1.56,0.96,-0.47
15.271404,-1.56,0.96,-0.48
15.272427,-1.56,0.96,-0.48
15.272969,-1.56,0.97,-0.48
15.275122,-1.56,0.96,-0.49
15.277357,-1.56,0.97,-0.49
15.279032,-1.56,0.96,-0.49
15.280910,-1.56,0.97,-0.50
15.283348,-1.56,0.96,-0.50
15.284986,-1.56,0.97,-0.50
15.287160,-1.56,0.96,-0.51
15.290443,-1.56,0.96,-0.51
15.291398,-1.56,0.97,-0.51
15.292995,-1.56,0.96,-0.52
15.294909,-1.56,0.96,-0.52
15.297555,-1.56,0.96,-0.52
15.298947,-1.56,0.96,-0.52
15.301592,-1.56,0.96,-0.53
15.304086,-1.56,0.96,-0.53
15.304971,-1.56,0.96,-0.53
15.307597,-1.56,0.96,-0.53
15.310274,-1.56,0.95,-0.54
15.311189,-1.56,0.95,-0.54
15.313162,-1.56,0.95,-0.55
15.315120,-1.56,0.95,-0.55
15.317832,-1.56,0.95,-0.55
15.319286,-1.55,0.95,-0.55
15.321352,-1.55,0.95,-0.56
15.323039,-1.55,0.94,-0.56
15.325290,-1.55,0.94,-0.56
15.326966,-1.55,0.94,-0.57
15.328810,-1.55,0.94,-0.57
15.330855,-1.55,0.93,-0.57
15.332666,-1.54,0.93,-0.57
15.335142,-1.55,0.93,-0.58
15.341420,-1.55,0.93,-0.58
15.342372,-1.54,0.93,-0.58
15.342726,-1.54,0.92,-0.58
15.343088,-1.54,0.92,-0.59
15.345203,-1.54,0.92,-0.59
15.347035,-1.54,0.92,-0.59
15.348869,-1.54,0.91,-0.59
15.351569,-1.54,0.91,-0.59
15.363932,-1.53,0.91,-0.60
15.366022,-1.53,0.90,-0.60
15.367248,-1.53,0.90,-0.60
15.368632,-1.53,0.90,-0.60
15.369857,-1.53,0.90,-0.60
15.371134,-1.52,0.89,-0.61
15.372843,-1.52,0.89,-0.61
15.374479,-1.52,0.89,-0.61
15.375377,-1.52,0.88,-0.61
15.376159,-1.51,0.88,-0.61
15.377143,-1.51,0.88,-0.62
15.377825,-1.51,0.88,-0.62
15.378766,-1.50,0.87,-0.62
15.379701,-1.50,0.87,-0.62
15.382732,-1.50,0.86,-0.62
15.384268,-1.50,0.86,-0.62
15.385543,-1.50,0.86,-0.62
15.386756,-1.49,0.85,-0.62
15.392512,-1.49,0.85,-0.62
15.393420,-1.49,0.85,-0.63
15.394363,-1.48,0.85,-0.62
15.394670,-1.48,0.84,-0.63
15.396886,-1.48,0.84,-0.63
15.398909,-1.47,0.83,-0.63
15.400867,-1.47,0.83,-0.63
15.403864,-1.47,0.83,-0.63
15.406432,-1.46,0.82,-0.63
15.407288,-1.46,0.82,-0.63
15.409576,-1.46,0.82,-0.63
15.411924,-1.45,0.81,-0.63
15.412803,-1.45,0.81,-0.63
15.414481,-1.44,0.81,-0.63
15.416446,-1.44,0.80,-0.63
15.418661,-1.44,0.80,-0.63
15.424056,-1.43,0.80,-0.63
15.425065,-1.43,0.79,-0.63
15.425472,-1.42,0.79,-0.63
15.428523,-1.42,0.78,-0.63
15.429262,-1.41,0.78,-0.63
15.430846,-1.41,0.78,-0.63
15.433404,-1.41,0.77,-0.63
15.434925,-1.40,0.77,-0.63
15.443740,-1.39,0.77,-0.62
15.445114,-1.38,0.76,-0.62
15.446081,-1.38,0.76,-0.62
15.446970,-1.38,0.75,-0.62
15.447915,-1.37,0.75,-0.62
15.448944,-1.37,0.75,-0.62
15.450130,-1.36,0.74,-0.62
15.451247,-1.35,0.74,-0.62
15.452651,-1.35,0.73,-0.62
15.455559,-1.34,0.73,-0.62
15.457265,-1.34,0.73,-0.62
15.459020,-1.33,0.72,-0.61
15.460910,-1.33,0.72,-0.62
15.462736,-1.32,0.72,-0.61
15.464768,-1.32,0.71,-0.61
15.466647,-1.31,0.71,-0.61
15.468724,-1.30,0.70,-0.61
15.471362,-1.30,0.70,-0.61
15.473186,-1.29,0.69,-0.60
15.474784,-1.28,0.69,-0.60
15.476631,-1.28,0.69,-0.60
15.478492,-1.27,0.68,-0.60
15.480537,-1.26,0.68,-0.60
15.482780,-1.26,0.67,-0.60
15.484688,-1.25,0.67,-0.60
15.487241,-1.24,0.66,-0.59
15.488594,-1.24,0.66,-0.59
15.490943,-1.23,0.65,-0.59
15.492523,-1.22,0.65,-0.59
15.494499,-1.22,0.65,-0.59
15.496477,-1.21,0.64,-0.59
15.498555,-1.20,0.64,-0.58
15.500394,-1.20,0.63,-0.58
15.503919,-1.19,0.62,-0.58
15.504829,-1.19,0.62,-0.58
15.506907,-1.18,0.62,-0.57
15.508435,-1.17,0.61,-0.57
15.510354,-1.17,0.61,-0.57
15.512492,-1.16,0.60,-0.57
15.514391,-1.15,0.60,-0.57
15.516256,-1.15,0.59,-0.56
15.518662,-1.14,0.59,-0.56
15.520779,-1.13,0.58,-0.56
15.522552,-1.12,0.58,-0.56
15.525131,-1.12,0.58,-0.55
15.526737,-1.11,0.57,-0.55
15.528877,-1.11,0.57,-0.55
15.531093,-1.10,0.56,-0.55
15.532274,-1.09,0.55,-0.54
15.534549,-1.08,0.55,-0.54
15.545379,-1.07,0.54,-0.54
15.547254,-1.06,0.54,-0.54
15.548668,-1.06,0.54,-0.53
15.549718,-1.05,0.53,-0.53
15.550686,-1.04,0.52,-0.53
15.551778,-1.04,0.52,-0.52
15.553127,-1.03,0.52,-0.52
15.554391,-1.02,0.51,-0.52
15.555987,-1.02,0.51,-0.51
15.558011,-1.01,0.50,-0.51
15.559420,-1.00,0.49,-0.51
15.560816,-1.00,0.49,-0.50
15.561952,-0.99,0.49,-0.50
15.563083,-0.98,0.48,-0.50
15.564632,-0.98,0.48,-0.49
15.566789,-0.97,0.47,-0.49
15.568435,-0.97,0.47,-0.49
15.577798,-0.96,0.46,-0.48
15.578743,-0.95,0.46,-0.48
15.579112,-0.94,0.45,-0.48
15.579490,-0.94,0.45,-0.48
15.579813,-0.92,0.44,-0.47
15.580142,-0.92,0.44,-0.47
15.582934,-0.91,0.43,-0.47
15.584384,-0.90,0.43,-0.46
15.586601,-0.90,0.43,-0.46
15.588693,-0.89,0.42,-0.45
15.590699,-0.88,0.42,-0.45
15.592496,-0.88,0.41,-0.45
15.594718,-0.87,0.41,-0.44
15.596407,-0.86,0.40,-0.44
15.598918,-0.86,0.40,-0.43
15.600278,-0.85,0.39,-0.43
15.603509,-0.84,0.39,-0.42
15.604524,-0.83,0.38,-0.42
15.607108,-0.82,0.38,-0.42
15.608853,-0.82,0.38,-0.41
15.610948,-0.81,0.37,-0.41
15.612287,-0.80,0.37,-0.40
15.614726,-0.79,0.36,-0.40
15.616266,-0.79,0.36,-0.39
15.619003,-0.78,0.36,-0.39
15.621965,-0.77,0.35,-0.38
15.622995,-0.77,0.35,-0.38
15.624420,-0.76,0.34,-0.38
15.626822,-0.75,0.34,-0.37
15.628428,-0.75,0.34,-0.37
15.630747,-0.74,0.33,-0.36
15.632461,-0.73,0.33,-0.36
15.634280,-0.72,0.33,-0.35
15.640069,-0.71,0.32,-0.35
15.641131,-0.71,0.32,-0.34
15.641506,-0.70,0.32,-0.34
15.642401,-0.69,0.31,-0.33
15.644205,-0.68,0.31,-0.33
15.646269,-0.68,0.31,-0.32
15.648285,-0.67,0.30,-0.32
15.650277,-0.66,0.30,-0.31
15.664811,-0.66,0.30,-0.31
15.666858,-0.64,0.29,-0.30
15.668671,-0.64,0.29,-0.30
15.669944,-0.63,0.28,-0.29
15.671186,-0.62,0.28,-0.28
15.672608,-0.61,0.28,-0.28
15.674475,-0.60,0.27,-0.27
15.675448,-0.59,0.27,-0.27
15.676590,-0.59,0.27,-0.26
15.677378,-0.58,0.27,-0.26
15.678153,-0.57,0.26,-0.25
15.678980,-0.57,0.26,-0.25
15.679810,-0.56,0.26,-0.24
15.680898,-0.55,0.25,-0.23
15.681834,-0.54,0.25,-0.23
15.682701,-0.53,0.25,-0.22
15.685468,-0.53,0.24,-0.22
15.687132,-0.52,0.24,-0.21
15.688576,-0.50,0.24,-0.21
15.690582,-0.49,0.23,-0.20
15.692074,-0.49,0.23,-0.20
15.694020,-0.48,0.23,-0.19
15.696038,-0.47,0.22,-0.18
15.698120,-0.47,0.22,-0.18
15.700105,-0.46,0.22,-0.17
15.703161,-0.45,0.22,-0.17
15.706611,-0.44,0.21,-0.16
15.707298,-0.43,0.21,-0.16
15.708484,-0.42,0.21,-0.15
15.710078,-0.41,0.20,-0.15
15.712293,-0.41,0.20,-0.14
15.714199,-0.40,0.20,-0.13
15.716297,-0.39,0.19,-0.13
15.718536,-0.38,0.19,-0.12
15.720704,-0.37,0.19,-0.12
15.722315,-0.36,0.18,-0.11
15.724278,-0.35,0.18,-0.10
15.726289,-0.34,0.18,-0.10
15.727979,-0.34,0.17,-0.09
15.731229,-0.32,0.17,-0.08
15.732294,-0.32,0.17,-0.08
15.734600,-0.31,0.16,-0.08
15.740420,-0.30,0.16,-0.07
15.741459,-0.29,0.16,-0.07
15.741818,-0.28,0.15,-0.06
15.742375,-0.27,0.14,-0.05
15.744893,-0.26,0.14,-0.05
15.746402,-0.26,0.14,-0.04
15.748565,-0.24,0.14,-0.03
15.750986,-0.24,0.13,-0.03
15.752299,-0.23,0.13,-0.02
15.762146,-0.22,0.12,-0.02
15.764770,-0.21,0.12,-0.01
15.766061,-0.20,0.12,-0.01
15.767226,-0.19,0.11,-0.00
15.768322,-0.18,0.11,0.01
15.769702,-0.17,0.10,0.01
15.771604,-0.17,0.10,0.01
15.773072,-0.16,0.10,0.02
15.774316,-0.15,0.09,0.03
15.775513,-0.14,0.09,0.03
15.777873,-0.13,0.08,0.04
15.778936,-0.12,0.08,0.04
15.779695,-0.11,0.08,0.05
15.780572,-0.10,0.07,0.05
15.782871,-0.09,0.07,0.06
15.783702,-0.09,0.07,0.06
15.789228,-0.08,0.06,0.07
15.790104,-0.07,0.06,0.08
15.790677,-0.06,0.05,0.08
15.791960,-0.05,0.05,0.09
15.793958,-0.04,0.04,0.09
15.795658,-0.03,0.04,0.10
15.798100,-0.02,0.03,0.10
15.799890,-0.01,0.03,0.11
15.803215,-0.01,0.03,0.12
15.803951,0.00,0.02,0.12
15.806100,0.01,0.02,0.13
15.807887,0.02,0.01,0.13
15.810064,0.03,0.01,0.14
15.811880,0.04,0.00,0.14
15.813848,0.04,0.00,0.15
15.815919,0.06,-0.00,0.16
15.818249,0.06,-0.01,0.16
15.820183,0.07,-0.01,0.16
15.821761,0.08,-0.02,0.17
15.823580,0.09,-0.02,0.18
15.826057,0.10,-0.02,0.18
15.827889,0.11,-0.03,0.19
15.830320,0.11,-0.03,0.19
15.831731,0.12,-0.03,0.20
15.834292,0.13,-0.04,0.21
15.839527,0.13,-0.04,0.21
15.840287,0.15,-0.05,0.22
15.840751,0.16,-0.05,0.22
15.842292,0.16,-0.06,0.23
15.843903,0.17,-0.06,0.23
15.846378,0.18,-0.06,0.24
15.847838,0.19,-0.06,0.24
15.850646,0.20,-0.07,0.25
15.851843,0.20,-0.08,0.26
15.855590,0.21,-0.08,0.26
15.856457,0.22,-0.08,0.27
15.858365,0.23,-0.09,0.28
15.859946,0.23,-0.09,0.28
15.861993,0.24,-0.10,0.29
15.863635,0.25,-0.10,0.29
15.865858,0.26,-0.10,0.29
15.867734,0.27,-0.11,0.30
15.870267,0.28,-0.11,0.31
15.871907,0.28,-0.11,0.31
15.873696,0.29,-0.12,0.32
15.875846,0.29,-0.12,0.32
15.878056,0.30,-0.12,0.33
15.879634,0.31,-0.13,0.33
15.882064,0.32,-0.13,0.34
15.883577,0.33,-0.14,0.35
15.886399,0.34,-0.14,0.35
15.887696,0.34,-0.14,0.35
15.890635,0.35,-0.15,0.36
15.891646,0.36,-0.15,0.37
15.893763,0.36,-0.16,0.37
15.895606,0.37,-0.16,0.38
15.898096,0.38,-0.16,0.38
15.899734,0.39,-0.17,0.39
15.901736,0.39,-0.17,0.40
15.904693,0.40,-0.18,0.40
15.906030,0.41,-0.18,0.41
15.907686,0.42,-0.19,0.41
15.909921,0.43,-0.19,0.42
15.911726,0.43,-0.19,0.42
15.913846,0.44,-0.19,0.43
15.915699,0.45,-0.20,0.43
15.917779,0.45,-0.20,0.43
15.920240,0.46,-0.20,0.44
15.921825,0.47,-0.21,0.44
15.923868,0.48,-0.22,0.45
15.926190,0.48,-0.22,0.46
15.927456,0.49,-0.22,0.46
15.929725,0.50,-0.23,0.46
15.931515,0.51,-0.23,0.47
15.933630,0.51,-0.24,0.47
15.943307,0.52,-0.24,0.48
15.944878,0.53,-0.24,0.48
15.946464,0.53,-0.25,0.49
15.947475,0.54,-0.25,0.49
15.948279,0.55,-0.26,0.50
15.949294,0.56,-0.26,0.50
15.950156,0.56,-0.27,0.51
15.950909,0.57,-0.27,0.51
15.951839,0.58,-0.28,0.51
15.961854,0.58,-0.28,0.52
15.962702,0.59,-0.29,0.52
15.963073,0.60,-0.29,0.52
15.963430,0.61,-0.30,0.53
15.963766,0.62,-0.30,0.54
15.964094,0.62,-0.30,0.54
15.965984,0.63,-0.31,0.54
15.967461,0.64,-0.32,0.55
15.970087,0.64,-0.32,0.55
15.971719,0.65,-0.33,0.56
15.974048,0.66,-0.33,0.56
15.975607,0.66,-0.34,0.56
15.978167,0.67,-0.34,0.57
15.980036,0.68,-0.35,0.57
15.981931,0.69,-0.35,0.57
15.983341,0.69,-0.36,0.58
15.985873,0.70,-0.36,0.58
15.987864,0.71,-0.37,0.58
15.989592,0.72,-0.38,0.59
15.991660,0.72,-0.38,0.59
15.994309,0.73,-0.38,0.59
15.995653,0.74,-0.39,0.60
15.997863,0.74,-0.40,0.60
15.999694,0.75,-0.40,0.61
16.003469,0.76,-0.41,0.61
16.004422,0.76,-0.41,0.61
16.005665,0.77,-0.42,0.61
16.007476,0.78,-0.43,0.62
16.009702,0.78,-0.43,0.62
16.011507,0.79,-0.44,0.62
16.014088,0.80,-0.44,0.63
16.015336,0.80,-0.45,0.63
16.017867,0.81,-0.45,0.63
16.019981,0.81,-0.46,0.63
16.022148,0.82,-0.46,0.64
16.023589,0.83,-0.47,0.64
16.026038,0.83,-0.48,0.64
16.027360,0.84,-0.48,0.65
16.029945,0.85,-0.49,0.65
16.031244,0.85,-0.50,0.65
16.034172,0.86,-0.50,0.65
16.040578,0.86,-0.51,0.66
16.041574,0.87,-0.52,0.66
16.041930,0.87,-0.52,0.66
16.042275,0.88,-0.53,0.66
16.043837,0.89,-0.53,0.66
16.045729,0.89,-0.54,0.67
16.047615,0.90,-0.55,0.67
16.049912,0.90,-0.55,0.67
16.051641,0.91,-0.56,0.67
16.066315,0.91,-0.56,0.68
16.069103,0.92,-0.57,0.68
16.070764,0.92,-0.57,0.68
16.072209,0.93,-0.58,0.68
16.073573,0.93,-0.58,0.68
16.074837,0.94,-0.59,0.69
16.076101,0.95,-0.60,0.69
16.077548,0.95,-0.60,0.69
16.078486,0.96,-0.61,0.69
16.079411,0.96,-0.61,0.69
16.080498,0.96,-0.62,0.70
16.081450,0.96,-0.62,0.70
16.082354,0.97,-0.63,0.70
16.083259,0.98,-0.64,0.70
16.084110,0.98,-0.64,0.70
16.085377,0.98,-0.65,0.71
16.086249,0.98,-0.65,0.71
16.089764,0.99,-0.66,0.71
16.091986,0.99,-0.67,0.71
16.093286,1.00,-0.67,0.71
16.093715,1.00,-0.68,0.71
16.095317,1.01,-0.68,0.71
16.097178,1.01,-0.68,0.72
16.099225,1.02,-0.69,0.72
16.101842,1.02,-0.70,0.72
16.103985,1.02,-0.70,0.72
16.105383,1.03,-0.71,0.72
16.107594,1.03,-0.71,0.72
16.109594,1.03,-0.72,0.72
16.111110,1.03,-0.72,0.72
16.113252,1.03,-0.73,0.73
16.115272,1.04,-0.73,0.73
16.117779,1.04,-0.74,0.73
16.120217,1.04,-0.74,0.73
16.121527,1.05,-0.75,0.73
16.123603,1.05,-0.75,0.73
16.126367,1.05,-0.76,0.73
16.127095,1.05,-0.76,0.73
16.129898,1.06,-0.77,0.73
16.131333,1.06,-0.77,0.73
16.133994,1.06,-0.78,0.74
16.139912,1.06,-0.79,0.73
16.141035,1.07,-0.79,0.74
