time,wx (rad/s),wy (rad/s),wz (rad/s)
10.695018,0.23,-0.15,0.04
10.700436,0.25,-0.16,0.05
10.701497,0.26,-0.16,0.05
10.701911,0.28,-0.17,0.06
10.702949,0.28,-0.17,0.07
10.704559,0.30,-0.17,0.07
10.707806,0.32,-0.18,0.08
10.708607,0.33,-0.18,0.08
10.710168,0.35,-0.19,0.08
10.719482,0.37,-0.19,0.09
10.720440,0.37,-0.19,0.09
10.720903,0.39,-0.20,0.09
10.721271,0.41,-0.20,0.10
10.721617,0.42,-0.20,0.10
10.722680,0.44,-0.21,0.10
10.724652,0.45,-0.21,0.10
10.726596,0.46,-0.21,0.10
10.729663,0.47,-0.21,0.10
10.730610,0.49,-0.21,0.09
10.732442,0.50,-0.22,0.09
10.734827,0.51,-0.21,0.09
10.736529,0.53,-0.22,0.09
10.739166,0.53,-0.22,0.09
10.740616,0.55,-0.22,0.08
10.742336,0.56,-0.23,0.08
10.744522,0.57,-0.23,0.08
10.747038,0.58,-0.23,0.07
10.748486,0.60,-0.23,0.07
10.750802,0.60,-0.23,0.07
10.752239,0.61,-0.23,0.06
10.755025,0.63,-0.23,0.06
10.756231,0.63,-0.23,0.06
10.758757,0.65,-0.23,0.06
10.760225,0.65,-0.23,0.06
10.762486,0.67,-0.23,0.06
10.764427,0.68,-0.24,0.06
10.766867,0.69,-0.23,0.06
10.768276,0.69,-0.24,0.06
10.770526,0.70,-0.24,0.07
10.772473,0.71,-0.24,0.07
10.774225,0.72,-0.24,0.07
10.776164,0.73,-0.24,0.07
10.779893,0.74,-0.24,0.08
10.780921,0.75,-0.24,0.08
10.782259,0.75,-0.24,0.09
10.784271,0.76,-0.24,0.09
10.786782,0.77,-0.24,0.09
10.788243,0.78,-0.24,0.10
10.790498,0.79,-0.24,0.10
10.792183,0.79,-0.23,0.10
10.794441,0.80,-0.23,0.11
10.799902,0.81,-0.23,0.11
10.800960,0.82,-0.23,0.11
10.801379,0.82,-0.23,0.11
10.802420,0.83,-0.23,0.11
10.804518,0.84,-0.23,0.11
10.806829,0.85,-0.22,0.11
10.808126,0.85,-0.22,0.11
10.811064,0.86,-0.22,0.11
10.815534,0.87,-0.22,0.11
10.816409,0.87,-0.22,0.11
10.816899,0.88,-0.22,0.10
10.818122,0.88,-0.21,0.10
10.820171,0.89,-0.21,0.10
10.822670,0.90,-0.21,0.09
10.824658,0.91,-0.21,0.09
10.826185,0.91,-0.21,0.09
10.829588,0.92,-0.20,0.08
10.830477,0.93,-0.20,0.08
10.832114,0.94,-0.20,0.08
10.834527,0.94,-0.20,0.08
10.836112,0.95,-0.20,0.08
10.838391,0.96,-0.20,0.07
10.840040,0.97,-0.20,0.07
10.842671,0.97,-0.20,0.07
10.844366,0.98,-0.19,0.07
10.847021,0.99,-0.19,0.07
10.848165,0.99,-0.19,0.07
10.850534,1.00,-0.19,0.07
10.852091,1.01,-0.19,0.07
10.854347,1.01,-0.19,0.07
10.856095,1.02,-0.18,0.07
10.858630,1.03,-0.18,0.07
10.860096,1.04,-0.18,0.07
10.862878,1.05,-0.18,0.07
10.864329,1.06,-0.18,0.07
10.866457,1.06,-0.17,0.08
10.868257,1.07,-0.17,0.08
10.870609,1.08,-0.17,0.08
10.872122,1.09,-0.17,0.09
10.874405,1.10,-0.17,0.09
10.876213,1.11,-0.17,0.09
10.878674,1.11,-0.16,0.09
10.880990,1.12,-0.16,0.10
10.882367,1.13,-0.16,0.10
10.884356,1.14,-0.16,0.10
10.886430,1.15,-0.16,0.10
10.888139,1.16,-0.16,0.10
10.890543,1.16,-0.16,0.10
10.892215,1.17,-0.15,0.10
10.894339,1.18,-0.15,0.10
10.899853,1.19,-0.15,0.10
10.900967,1.20,-0.15,0.10
10.901337,1.21,-0.15,0.10
10.902423,1.22,-0.14,0.09
10.904565,1.23,-0.14,0.09
10.906836,1.23,-0.14,0.09
10.908296,1.24,-0.14,0.09
10.910484,1.26,-0.14,0.09
10.921768,1.26,-0.14,0.08
10.922757,1.27,-0.14,0.08
10.923131,1.29,-0.13,0.08
10.923486,1.29,-0.13,0.08
10.923795,1.30,-0.13,0.07
10.924499,1.31,-0.13,0.07
10.924949,1.32,-0.13,0.07
10.926148,1.33,-0.12,0.07
10.930188,1.34,-0.12,0.07
10.931239,1.34,-0.12,0.07
10.932226,1.36,-0.12,0.06
10.934801,1.36,-0.12,0.06
10.936153,1.37,-0.12,0.06
10.938031,1.38,-0.11,0.06
10.939829,1.39,-0.11,0.06
10.942163,1.40,-0.11,0.06
10.944195,1.41,-0.11,0.06
10.946867,1.41,-0.11,0.06
10.948934,1.42,-0.11,0.06
10.950625,1.43,-0.10,0.06
10.952515,1.43,-0.10,0.07
10.954953,1.44,-0.10,0.07
10.956930,1.45,-0.10,0.07
10.959475,1.46,-0.10,0.07
10.960440,1.46,-0.09,0.07
10.963392,1.47,-0.09,0.08
10.965251,1.47,-0.09,0.08
10.966295,1.48,-0.09,0.08
10.968221,1.49,-0.09,0.08
10.970150,1.50,-0.08,0.08
10.972179,1.50,-0.08,0.08
10.974060,1.51,-0.08,0.09
10.976087,1.51,-0.08,0.09
10.979271,1.52,-0.08,0.09
10.980977,1.52,-0.07,0.09
10.982575,1.52,-0.07,0.09
10.984469,1.53,-0.07,0.09
10.986267,1.53,-0.06,0.09
10.987849,1.54,-0.06,0.09
10.990356,1.54,-0.06,0.08
10.991911,1.54,-0.05,0.08
10.993979,1.55,-0.05,0.08
10.999272,1.55,-0.05,0.08
11.000226,1.55,-0.05,0.08
11.000592,1.55,-0.04,0.08
11.002236,1.56,-0.04,0.07
11.003939,1.56,-0.04,0.07
11.006411,1.56,-0.04,0.07
11.007966,1.56,-0.03,0.07
11.010477,1.56,-0.03,0.06
11.017212,1.56,-0.03,0.06
11.018265,1.56,-0.02,0.06
11.018689,1.56,-0.02,0.06
11.019020,1.56,-0.02,0.06
11.019952,1.56,-0.01,0.06
11.021846,1.56,-0.01,0.06
11.024170,1.56,-0.00,0.05
11.026409,1.56,0.00,0.05
11.028989,1.56,0.00,0.05
11.029741,1.56,0.01,0.05
11.031729,1.55,0.01,0.05
11.034733,1.55,0.01,0.05
11.035883,1.55,0.02,0.05
11.038478,1.54,0.02,0.04
11.039718,1.54,0.02,0.04
11.042068,1.54,0.03,0.03
11.043769,1.53,0.04,0.02
11.046200,1.53,0.04,0.02
11.048208,1.53,0.04,0.01
11.050286,1.52,0.05,0.01
11.051906,1.52,0.05,0.01
11.054031,1.51,0.05,-0.01
11.055792,1.51,0.06,-0.01
11.058261,1.50,0.06,-0.01
11.059523,1.50,0.07,-0.02
11.062606,1.49,0.07,-0.02
11.064359,1.49,0.08,-0.03
11.066685,1.48,0.08,-0.03
11.067933,1.48,0.09,-0.03
11.070221,1.47,0.09,-0.03
11.071950,1.46,0.09,-0.03
11.074228,1.46,0.10,-0.04
11.075616,1.45,0.11,-0.03
11.078044,1.44,0.11,-0.03
11.080647,1.44,0.12,-0.03
11.081635,1.43,0.12,-0.02
11.084329,1.42,0.12,-0.02
11.086436,1.42,0.13,-0.02
11.087930,1.41,0.14,-0.01
11.090052,1.40,0.14,-0.01
11.091743,1.40,0.14,-0.01
11.094124,1.39,0.15,0.00
11.100293,1.38,0.15,0.01
11.101540,1.38,0.16,0.01
11.101913,1.37,0.16,0.02
11.102292,1.36,0.17,0.02
11.104094,1.35,0.17,0.02
11.105590,1.34,0.18,0.03
11.108010,1.34,0.18,0.03
11.109631,1.33,0.18,0.03
11.121800,1.32,0.19,0.03
11.123728,1.32,0.19,0.03
11.125175,1.31,0.19,0.03
11.126353,1.30,0.19,0.03
11.127484,1.30,0.19,0.03
11.128813,1.29,0.20,0.02
11.130040,1.29,0.20,0.01
11.131277,1.28,0.20,0.01
11.132373,1.27,0.20,0.01
11.133835,1.26,0.20,0.00
11.134760,1.27,0.20,-0.01
11.135679,1.26,0.20,-0.01
11.136359,1.25,0.21,-0.02
11.138627,1.25,0.21,-0.02
11.139995,1.24,0.21,-0.03
11.141469,1.23,0.21,-0.04
11.143409,1.23,0.21,-0.04
11.145853,1.22,0.20,-0.04
11.147232,1.22,0.21,-0.05
11.149769,1.21,0.20,-0.05
11.151044,1.21,0.20,-0.06
11.153844,1.20,0.20,-0.06
11.155192,1.20,0.20,-0.06
11.157213,1.19,0.20,-0.06
11.159258,1.19,0.20,-0.06
11.161943,1.18,0.20,-0.06
11.163228,1.17,0.19,-0.05
11.165168,1.17,0.19,-0.05
11.167277,1.17,0.19,-0.05
11.169372,1.16,0.19,-0.04
11.171270,1.16,0.19,-0.04
11.173132,1.15,0.19,-0.03
11.175226,1.15,0.18,-0.02
11.177414,1.15,0.18,-0.02
11.179703,1.14,0.18,-0.01
11.181242,1.13,0.18,-0.00
11.183202,1.13,0.18,0.00
11.185306,1.13,0.17,0.01
11.187224,1.12,0.17,0.01
11.189255,1.11,0.17,0.02
11.191348,1.11,0.16,0.02
11.193340,1.10,0.16,0.02
11.201266,1.10,0.16,0.02
11.202619,1.09,0.15,0.02
11.203899,1.09,0.15,0.02
11.205016,1.08,0.15,0.02
11.205659,1.08,0.14,0.01
11.206279,1.07,0.14,0.01
11.207440,1.06,0.13,0.01
11.209339,1.06,0.13,0.00
11.214916,1.05,0.12,-0.00
11.216442,1.05,0.12,-0.01
11.217503,1.04,0.12,-0.02
11.218418,1.03,0.11,-0.02
11.219414,1.03,0.11,-0.03
11.221246,1.02,0.10,-0.04
11.223197,1.02,0.10,-0.04
11.225221,1.01,0.09,-0.05
11.227796,1.00,0.09,-0.06
11.230421,1.00,0.09,-0.06
11.231759,0.98,0.08,-0.06
11.233137,0.98,0.07,-0.07
11.235050,0.97,0.08,-0.07
11.237090,0.96,0.07,-0.07
11.239270,0.95,0.06,-0.07
11.240965,0.94,0.06,-0.07
11.243383,0.94,0.05,-0.07
11.246012,0.92,0.05,-0.07
11.247200,0.92,0.05,-0.07
11.249237,0.90,0.04,-0.06
11.251337,0.89,0.04,-0.06
11.252990,0.89,0.04,-0.06
11.255322,0.88,0.04,-0.05
11.256969,0.86,0.04,-0.05
11.259575,0.86,0.04,-0.04
11.262062,0.85,0.03,-0.04
11.262953,0.83,0.03,-0.03
11.265150,0.82,0.03,-0.03
11.267445,0.81,0.02,-0.02
11.269993,0.80,0.02,-0.02
11.271210,0.79,0.02,-0.01
11.272949,0.77,0.02,-0.01
11.275335,0.76,0.01,-0.01
11.277093,0.75,0.01,-0.01
11.279732,0.73,0.01,-0.01
11.281013,0.73,0.01,-0.01
11.283423,0.71,0.01,-0.01
11.285014,0.70,0.00,-0.01
11.287172,0.69,0.00,-0.01
11.288959,0.67,-0.00,-0.01
11.291172,0.66,-0.00,-0.02
11.293158,0.65,-0.01,-0.02
11.302290,0.63,-0.01,-0.03
11.303882,0.61,-0.01,-0.03
11.305142,0.61,-0.02,-0.04
11.306060,0.59,-0.02,-0.04
11.307039,0.57,-0.02,-0.05
11.307994,0.56,-0.02,-0.06
11.309014,0.54,-0.03,-0.06
11.309817,0.52,-0.03,-0.07
11.310955,0.51,-0.03,-0.07
11.317916,0.50,-0.04,-0.08
11.318784,0.48,-0.04,-0.08
11.319118,0.47,-0.04,-0.08
11.319441,0.45,-0.04,-0.08
11.320931,0.44,-0.04,-0.09
11.323350,0.42,-0.05,-0.09
11.324738,0.40,-0.05,-0.09
11.326811,0.39,-0.05,-0.09
11.328724,0.37,-0.05,-0.09
11.331278,0.35,-0.05,-0.09
11.332833,0.35,-0.05,-0.09
11.334744,0.33,-0.05,-0.08
11.336443,0.31,-0.05,-0.08
11.338689,0.30,-0.05,-0.08
11.340611,0.28,-0.06,-0.08
11.342492,0.26,-0.06,-0.07
11.346234,0.25,-0.06,-0.07
11.347621,0.23,-0.06,-0.06
11.348852,0.21,-0.06,-0.06
11.351222,0.20,-0.06,-0.06
11.353070,0.18,-0.06,-0.05
11.355079,0.16,-0.06,-0.05
11.356839,0.15,-0.07,-0.05
11.359016,0.13,-0.07,-0.04
11.361154,0.11,-0.07,-0.04
11.364487,0.10,-0.07,-0.04
11.366960,0.08,-0.07,-0.04
11.368251,0.07,-0.08,-0.04
11.369470,0.05,-0.08,-0.04
11.371199,0.04,-0.08,-0.04
11.372801,0.02,-0.09,-0.04
11.374926,0.01,-0.09,-0.05
11.376965,-0.01,-0.09,-0.05
11.379881,-0.02,-0.09,-0.05
11.381830,-0.04,-0.10,-0.05
11.382883,-0.05,-0.10,-0.06
11.384947,-0.06,-0.10,-0.06
11.386967,-0.08,-0.11,-0.06
11.388862,-0.10,-0.11,-0.07
11.390746,-0.11,-0.11,-0.07
11.392826,-0.13,-0.11,-0.08
11.399095,-0.14,-0.12,-0.08
11.400049,-0.15,-0.12,-0.08
11.400401,-0.17,-0.12,-0.09
11.400848,-0.18,-0.13,-0.09
11.402889,-0.19,-0.13,-0.09
11.405029,-0.21,-0.13,-0.09
11.406845,-0.22,-0.14,-0.10
11.408791,-0.23,-0.14,-0.10
11.411134,-0.25,-0.14,-0.10
11.417307,-0.26,-0.14,-0.10
11.418179,-0.27,-0.14,-0.10
11.418566,-0.28,-0.15,-0.09
11.418916,-0.30,-0.15,-0.09
11.420490,-0.31,-0.15,-0.09
11.422556,-0.32,-0.15,-0.09
11.424549,-0.33,-0.16,-0.08
11.426674,-0.35,-0.16,-0.08
11.429276,-0.36,-0.16,-0.08
11.430879,-0.36,-0.16,-0.08
11.432919,-0.38,-0.16,-0.07
11.435023,-0.39,-0.16,-0.07
11.436418,-0.40,-0.17,-0.07
11.439017,-0.41,-0.17,-0.07
11.440525,-0.43,-0.17,-0.06
11.442892,-0.43,-0.17,-0.06
11.446003,-0.44,-0.18,-0.06
11.446956,-0.46,-0.18,-0.06
11.448615,-0.46,-0.18,-0.06
11.450804,-0.47,-0.18,-0.06
11.452355,-0.49,-0.19,-0.06
11.454993,-0.49,-0.19,-0.06
11.456494,-0.50,-0.19,-0.06
11.458995,-0.52,-0.19,-0.06
11.460413,-0.52,-0.19,-0.06
11.462845,-0.53,-0.19,-0.06
11.464476,-0.54,-0.19,-0.07
11.467180,-0.55,-0.20,-0.07
11.468461,-0.56,-0.19,-0.07
11.471128,-0.57,-0.20,-0.07
11.472590,-0.58,-0.20,-0.08
11.475140,-0.59,-0.20,-0.08
11.476410,-0.60,-0.19,-0.08
11.482620,-0.61,-0.20,-0.08
11.484836,-0.62,-0.19,-0.08
11.485280,-0.62,-0.19,-0.08
11.485630,-0.63,-0.19,-0.08
11.486933,-0.64,-0.19,-0.09
11.488408,-0.65,-0.19,-0.09
11.491253,-0.66,-0.19,-0.09
11.492492,-0.67,-0.19,-0.09
11.494565,-0.68,-0.19,-0.09
11.506157,-0.69,-0.19,-0.08
11.507195,-0.70,-0.19,-0.08
11.507541,-0.70,-0.18,-0.08
11.507876,-0.71,-0.18,-0.08
11.508190,-0.72,-0.18,-0.08
11.508543,-0.73,-0.18,-0.08
11.508964,-0.74,-0.18,-0.07
11.510976,-0.75,-0.18,-0.07
11.514339,-0.75,-0.18,-0.07
11.515266,-0.76,-0.17,-0.07
11.516279,-0.77,-0.17,-0.06
11.518803,-0.78,-0.16,-0.06
11.520246,-0.79,-0.16,-0.06
11.522377,-0.80,-0.16,-0.05
11.524198,-0.81,-0.15,-0.05
11.526242,-0.82,-0.15,-0.05
11.529512,-0.82,-0.15,-0.05
11.530298,-0.83,-0.14,-0.05
11.532464,-0.84,-0.14,-0.05
11.534830,-0.85,-0.14,-0.04
11.536535,-0.86,-0.13,-0.04
11.538423,-0.87,-0.13,-0.05
11.540146,-0.88,-0.13,-0.04
11.542110,-0.88,-0.12,-0.04
11.544028,-0.90,-0.11,-0.04
11.546664,-0.90,-0.11,-0.04
11.548145,-0.92,-0.10,-0.04
11.551373,-0.92,-0.09,-0.05
11.552982,-0.93,-0.09,-0.05
11.554355,-0.94,-0.08,-0.05
11.556258,-0.95,-0.08,-0.05
11.558491,-0.96,-0.07,-0.05
11.560821,-0.97,-0.07,-0.05
11.562240,-0.98,-0.06,-0.05
11.565589,-0.98,-0.06,-0.05
11.567398,-1.00,-0.05,-0.05
11.568600,-1.01,-0.04,-0.05
11.570466,-1.02,-0.04,-0.05
11.572559,-1.03,-0.03,-0.05
11.574709,-1.04,-0.02,-0.06
11.576058,-1.05,-0.02,-0.06
11.579429,-1.06,-0.01,-0.06
11.580349,-1.07,-0.00,-0.05
11.582448,-1.07,0.00,-0.05
11.584304,-1.08,0.01,-0.05
11.586728,-1.09,0.01,-0.05
11.588369,-1.10,0.02,-0.05
11.590570,-1.11,0.03,-0.05
11.591898,-1.12,0.04,-0.05
11.594291,-1.13,0.05,-0.04
11.600585,-1.15,0.06,-0.04
11.601780,-1.15,0.06,-0.04
11.602174,-1.16,0.07,-0.04
11.602533,-1.18,0.08,-0.03
11.604561,-1.18,0.08,-0.03
11.606294,-1.19,0.09,-0.03
11.608084,-1.20,0.10,-0.03
11.610148,-1.21,0.11,-0.03
11.621595,-1.22,0.11,-0.02
11.623507,-1.23,0.12,-0.03
11.624537,-1.24,0.13,-0.03
11.625736,-1.25,0.13,-0.02
11.626950,-1.26,0.14,-0.02
11.628122,-1.27,0.15,-0.02
11.629442,-1.28,0.16,-0.02
11.630992,-1.29,0.16,-0.02
11.632019,-1.29,0.17,-0.02
11.633449,-1.30,0.18,-0.02
11.634367,-1.31,0.18,-0.02
11.635266,-1.32,0.19,-0.02
11.636214,-1.33,0.20,-0.02
11.638925,-1.34,0.20,-0.02
11.640614,-1.34,0.21,-0.03
11.641843,-1.35,0.22,-0.03
11.644157,-1.36,0.22,-0.03
11.647739,-1.37,0.23,-0.03
11.648742,-1.37,0.23,-0.03
11.650212,-1.38,0.24,-0.03
11.651883,-1.39,0.24,-0.03
11.653771,-1.40,0.25,-0.03
11.655751,-1.40,0.25,-0.03
11.658167,-1.41,0.26,-0.03
11.659794,-1.41,0.27,-0.04
11.662633,-1.42,0.27,-0.03
11.664330,-1.43,0.28,-0.03
11.666563,-1.43,0.28,-0.03
11.668281,-1.44,0.28,-0.03
11.670385,-1.44,0.29,-0.03
11.671877,-1.45,0.29,-0.03
11.674114,-1.45,0.30,-0.03
11.675768,-1.45,0.30,-0.03
11.678985,-1.46,0.30,-0.03
11.679887,-1.46,0.31,-0.03
11.682625,-1.47,0.31,-0.02
11.684367,-1.47,0.32,-0.02
11.686736,-1.47,0.31,-0.02
11.688144,-1.47,0.32,-0.02
11.690542,-1.48,0.32,-0.02
11.691621,-1.48,0.32,-0.02
11.694441,-1.48,0.32,-0.01
11.700879,-1.49,0.32,-0.01
11.701894,-1.49,0.33,-0.01
11.702272,-1.49,0.33,-0.01
11.702595,-1.49,0.33,-0.01
11.704259,-1.49,0.33,-0.01
11.707085,-1.49,0.33,-0.01
11.708101,-1.49,0.33,-0.01
11.710311,-1.50,0.33,-0.00
11.721034,-1.50,0.33,-0.00
11.722088,-1.49,0.33,-0.01
11.722483,-1.50,0.33,-0.00
11.722831,-1.50,0.33,-0.01
11.723145,-1.50,0.33,-0.01
11.723494,-1.49,0.33,-0.01
11.723826,-1.49,0.33,-0.01
11.726037,-1.49,0.33,-0.01
11.730617,-1.49,0.33,-0.01
11.731570,-1.49,0.33,-0.01
11.731926,-1.49,0.33,-0.01
11.734274,-1.49,0.33,-0.01
11.735697,-1.48,0.32,-0.01
11.738432,-1.49,0.32,-0.01
11.739921,-1.48,0.32,-0.02
11.741750,-1.48,0.31,-0.01
11.743528,-1.48,0.31,-0.01
11.745999,-1.48,0.31,-0.01
11.747738,-1.47,0.31,-0.01
11.750421,-1.47,0.31,-0.01
11.752116,-1.47,0.30,-0.01
11.753908,-1.46,0.30,-0.01
11.755819,-1.46,0.29,-0.01
11.758314,-1.46,0.29,-0.01
11.759718,-1.45,0.29,-0.01
11.762220,-1.45,0.29,-0.01
11.763716,-1.45,0.28,-0.00
11.766131,-1.45,0.28,-0.00
11.767959,-1.44,0.28,-0.00
11.769793,-1.44,0.27,-0.00
11.771794,-1.43,0.27,0.00
11.773646,-1.43,0.26,0.00
11.775810,-1.43,0.26,0.00
11.779371,-1.42,0.25,-0.00
11.781254,-1.42,0.25,-0.01
11.782683,-1.42,0.24,-0.02
11.784153,-1.41,0.24,-0.03
11.786349,-1.40,0.23,-0.04
11.787873,-1.39,0.22,-0.05
11.789780,-1.40,0.22,-0.05
11.791787,-1.39,0.21,-0.06
11.793798,-1.39,0.21,-0.07
11.804043,-1.38,0.20,-0.07
11.805105,-1.38,0.19,-0.08
11.805505,-1.37,0.18,-0.08
11.805853,-1.37,0.18,-0.09
11.806184,-1.36,0.17,-0.09
11.806527,-1.36,0.16,-0.09
11.808108,-1.35,0.16,-0.09
11.810224,-1.35,0.15,-0.09
11.824943,-1.34,0.14,-0.09
11.826850,-1.34,0.14,-0.08
11.827866,-1.33,0.13,-0.08
11.829158,-1.33,0.12,-0.07
11.830398,-1.32,0.11,-0.07
11.831693,-1.32,0.11,-0.06
11.833107,-1.32,0.10,-0.05
11.834410,-1.31,0.09,-0.04
11.835574,-1.31,0.08,-0.03
11.836372,-1.31,0.08,-0.03
11.837447,-1.30,0.07,-0.01
11.838218,-1.30,0.06,-0.00
11.839131,-1.29,0.06,0.00
11.839959,-1.29,0.04,0.01
11.841183,-1.28,0.04,0.02
11.841996,-1.28,0.03,0.03
11.844590,-1.27,0.02,0.03
11.845717,-1.27,0.01,0.04
11.847773,-1.27,0.01,0.04
11.849713,-1.26,0.00,0.04
11.851469,-1.25,-0.01,0.04
11.854000,-1.25,-0.01,0.04
11.855483,-1.25,-0.03,0.04
11.857481,-1.24,-0.03,0.04
11.859266,-1.24,-0.04,0.04
11.862551,-1.24,-0.05,0.03
11.864361,-1.23,-0.06,0.02
11.865676,-1.23,-0.06,0.02
11.867708,-1.23,-0.07,0.01
11.869590,-1.22,-0.08,0.00
11.871469,-1.22,-0.09,-0.00
11.874047,-1.22,-0.09,-0.01
11.875480,-1.21,-0.10,-0.02
11.877521,-1.21,-0.11,-0.02
11.879635,-1.21,-0.12,-0.02
11.881742,-1.20,-0.12,-0.03
11.883762,-1.20,-0.13,-0.03
11.885526,-1.20,-0.14,-0.03
11.887314,-1.19,-0.14,-0.04
11.889396,-1.19,-0.15,-0.04
11.891068,-1.18,-0.16,-0.04
11.893564,-1.18,-0.16,-0.04
11.898859,-1.18,-0.17,-0.04
11.899897,-1.17,-0.18,-0.03
11.900314,-1.17,-0.18,-0.03
11.901404,-1.16,-0.19,-0.03
11.903415,-1.16,-0.19,-0.02
11.905855,-1.16,-0.20,-0.01
11.907501,-1.15,-0.21,-0.00
11.910069,-1.15,-0.21,0.01
11.917299,-1.15,-0.22,0.01
11.918743,-1.14,-0.22,0.02
11.919810,-1.13,-0.23,0.03
11.920995,-1.13,-0.24,0.04
11.922002,-1.13,-0.24,0.05
11.923511,-1.12,-0.25,0.06
11.924387,-1.12,-0.25,0.06
11.925483,-1.11,-0.26,0.07
11.928592,-1.10,-0.26,0.08
11.930290,-1.10,-0.27,0.08
11.931561,-1.10,-0.27,0.08
11.933688,-1.09,-0.28,0.09
11.935345,-1.08,-0.28,0.09
11.937608,-1.08,-0.29,0.09
11.939780,-1.07,-0.29,0.09
11.941291,-1.07,-0.29,0.09
11.943540,-1.06,-0.30,0.08
11.947401,-1.05,-0.30,0.08
11.949061,-1.05,-0.31,0.08
11.950461,-1.04,-0.31,0.07
11.951572,-1.03,-0.31,0.07
11.953342,-1.02,-0.32,0.06
11.955289,-1.02,-0.32,0.06
11.957157,-1.01,-0.32,0.05
11.959291,-1.00,-0.33,0.04
11.962210,-0.99,-0.33,0.03
11.963451,-0.99,-0.33,0.03
11.965467,-0.98,-0.34,0.03
11.967577,-0.97,-0.34,0.02
11.969516,-0.96,-0.34,0.02
11.971306,-0.95,-0.35,0.01
11.973234,-0.94,-0.35,0.01
11.975078,-0.93,-0.35,0.01
11.977183,-0.92,-0.35,0.01
11.979242,-0.91,-0.35,0.01
11.981259,-0.90,-0.35,0.01
11.983376,-0.89,-0.36,0.02
11.985667,-0.88,-0.36,0.02
11.987564,-0.88,-0.36,0.03
11.989617,-0.86,-0.36,0.03
11.991513,-0.85,-0.37,0.04
11.993778,-0.84,-0.37,0.04
12.004301,-0.83,-0.37,0.05
12.006622,-0.81,-0.37,0.06
12.008739,-0.80,-0.37,0.07
12.009844,-0.79,-0.37,0.07
12.010946,-0.79,-0.37,0.08
12.011801,-0.77,-0.37,0.09
12.013361,-0.76,-0.37,0.10
12.014751,-0.74,-0.37,0.10
12.016622,-0.74,-0.37,0.11
12.018251,-0.72,-0.37,0.11
12.019417,-0.71,-0.37,0.12
12.020521,-0.70,-0.37,0.12
12.021644,-0.69,-0.37,0.12
12.022090,-0.68,-0.37,0.12
12.024087,-0.66,-0.37,0.12
12.025129,-0.65,-0.37,0.12
12.027368,-0.64,-0.37,0.12
12.032458,-0.62,-0.36,0.11
12.033529,-0.61,-0.36,0.11
12.033934,-0.60,-0.36,0.11
12.035317,-0.59,-0.36,0.10
12.037486,-0.56,-0.35,0.09
12.039134,-0.56,-0.35,0.09
12.041244,-0.54,-0.35,0.08
12.043123,-0.53,-0.35,0.07
12.046287,-0.51,-0.34,0.07
12.047377,-0.50,-0.34,0.06
12.049025,-0.48,-0.34,0.05
12.051285,-0.48,-0.33,0.05
12.053152,-0.46,-0.33,0.04
12.055205,-0.44,-0.33,0.04
12.056961,-0.43,-0.33,0.03
12.059600,-0.42,-0.32,0.03
12.062325,-0.41,-0.32,0.03
12.063102,-0.39,-0.31,0.03
12.065317,-0.38,-0.31,0.03
12.066925,-0.37,-0.30,0.03
12.068895,-0.35,-0.30,0.03
12.071247,-0.34,-0.29,0.04
12.072988,-0.33,-0.29,0.04
12.075752,-0.31,-0.28,0.05
12.077069,-0.29,-0.28,0.05
12.079243,-0.29,-0.27,0.06
12.081085,-0.27,-0.26,0.06
12.083907,-0.25,-0.26,0.07
12.085319,-0.25,-0.25,0.08
12.087187,-0.23,-0.25,0.08
12.089221,-0.21,-0.24,0.09
12.091372,-0.21,-0.24,0.09
12.093213,-0.19,-0.23,0.10
12.103384,-0.18,-0.22,0.10
12.105180,-0.17,-0.21,0.10
12.106399,-0.15,-0.20,0.11
12.107375,-0.13,-0.20,0.11
12.108214,-0.13,-0.19,0.10
12.109301,-0.11,-0.19,0.10
12.110356,-0.10,-0.18,0.10
12.111452,-0.09,-0.17,0.10
12.112460,-0.07,-0.16,0.09
12.113597,-0.06,-0.16,0.09
12.122564,-0.05,-0.15,0.08
12.124018,-0.03,-0.14,0.07
12.124776,-0.03,-0.14,0.07
12.125173,-0.01,-0.13,0.06
12.125518,0.00,-0.11,0.06
12.125861,0.01,-0.11,0.05
12.127280,0.03,-0.10,0.05
12.132326,0.04,-0.09,0.04
12.133557,0.05,-0.09,0.03
12.133929,0.06,-0.07,0.03
12.134932,0.08,-0.06,0.02
12.136877,0.09,-0.06,0.02
12.138782,0.10,-0.05,0.01
12.140626,0.12,-0.03,0.01
12.142782,0.12,-0.03,0.01
12.146131,0.14,-0.02,0.01
12.147239,0.15,-0.01,0.01
12.148649,0.16,-0.00,0.01
12.150895,0.18,0.01,0.01
12.153186,0.19,0.02,0.02
12.155454,0.20,0.03,0.02
12.156806,0.21,0.03,0.02
12.159564,0.22,0.05,0.03
12.162023,0.23,0.05,0.03
12.162995,0.24,0.06,0.03
12.164958,0.26,0.07,0.04
12.167440,0.27,0.08,0.04
12.168772,0.28,0.09,0.04
12.171111,0.28,0.09,0.05
12.172818,0.30,0.10,0.05
12.175308,0.32,0.11,0.05
12.176835,0.32,0.12,0.06
12.179242,0.33,0.13,0.06
12.180587,0.35,0.14,0.06
12.182795,0.35,0.14,0.06
12.184606,0.37,0.15,0.06
12.186934,0.38,0.16,0.06
12.188425,0.39,0.17,0.05
